p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week,year,plyr_number
nickchubb_cle_2022_10,cle_2022_10,nickchubb_cle_2022,cle_2022,nickchubb,45783,hb,cle,1,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
saquonbarkley_nyg_2022_10,nyg_2022_10,saquonbarkley_nyg_2022,nyg_2022,saquonbarkley,45791,hb,nyg,1,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
christianmccaffrey_sf_2022_10,sf_2022_10,christianmccaffrey_sf_2022,sf_2022,christianmccaffrey,11763,hb,sf,1,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jonathantaylor_ind_2022_10,ind_2022_10,jonathantaylor_ind_2022,ind_2022,jonathantaylor,57488,hb,ind,1,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
tonypollard_dal_2022_10,dal_2022_10,tonypollard_dal_2022,dal_2022,tonypollard,27126,hb,dal,1,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
lataviusmurray_den_2022_10,den_2022_10,lataviusmurray_den_2022,den_2022,lataviusmurray,7962,hb,den,1,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
kareemhunt_cle_2022_10,cle_2022_10,kareemhunt_cle_2022,cle_2022,kareemhunt,11841,hb,cle,1,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
gusedwards_bal_2022_10,bal_2022_10,gusedwards_bal_2022,bal_2022,gusedwards,46027,hb,bal,1,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
damienharris_ne_2022_10,ne_2022_10,damienharris_ne_2022,ne_2022,damienharris,35134,hb,ne,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
melvingordoniii_den_2022_10,den_2022_10,melvingordoniii_den_2022,den_2022,melvingordoniii,9448,hb,den,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
