p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa,week,year,plyr_number
jaredgoff_det_2022_10,det_2022_10,jaredgoff_det_2022,det_2022,jaredgoff,10635,qb,det,1,67.6,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
kylermurray_ari_2022_10,ari_2022_10,kylermurray_ari_2022,ari_2022,kylermurray,38334,qb,ari,1,75.9,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jacobybrissett_cle_2022_10,cle_2022_10,jacobybrissett_cle_2022,cle_2022,jacobybrissett,10725,qb,cle,1,66.7,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
justinherbert_lac_2022_10,lac_2022_10,justinherbert_lac_2022,lac_2022,justinherbert,28237,qb,lac,1,84.8,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jameiswinston_no_2022_10,no_2022_10,jameiswinston_no_2022,no_2022,jameiswinston,9434,qb,no,1,77.4,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
aaronrodgers_gb_2022_10,gb_2022_10,aaronrodgers_gb_2022,gb_2022,aaronrodgers,2241,qb,gb,1,80.0,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
tuatagovailoa_mia_2022_10,mia_2022_10,tuatagovailoa_mia_2022,mia_2022,tuatagovailoa,60326,qb,mia,1,77.4,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
marcusmariota_atl_2022_10,atl_2022_10,marcusmariota_atl_2022,atl_2022,marcusmariota,9435,qb,atl,1,62.5,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
ryantannehill_ten_2022_10,ten_2022_10,ryantannehill_ten_2022,ten_2022,ryantannehill,7014,qb,ten,1,80.0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jalenhurts_phi_2022_10,phi_2022_10,jalenhurts_phi_2022,phi_2022,jalenhurts,40291,qb,phi,1,83.3,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
kirkcousins_min_2022_10,min_2022_10,kirkcousins_min_2022,min_2022,kirkcousins,7102,qb,min,1,88.5,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
joshallen_buf_2022_10,buf_2022_10,joshallen_buf_2022,buf_2022,joshallen,46601,qb,buf,1,87.1,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
macjones_ne_2022_10,ne_2022_10,macjones_ne_2022,ne_2022,macjones,60323,qb,ne,1,72.4,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
lamarjackson_bal_2022_10,bal_2022_10,lamarjackson_bal_2022,bal_2022,lamarjackson,46416,qb,bal,1,67.9,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
dakprescott_dal_2022_10,dal_2022_10,dakprescott_dal_2022,dal_2022,dakprescott,10769,qb,dal,1,55.6,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
genosmith_sea_2022_10,sea_2022_10,genosmith_sea_2022,sea_2022,genosmith,7820,qb,sea,1,88.5,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
tombrady_tb_2022_10,tb_2022_10,tombrady_tb_2022,tb_2022,tombrady,698,qb,tb,1,70.4,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
bakermayfield_car_2022_10,car_2022_10,bakermayfield_car_2022,car_2022,bakermayfield,46518,qb,car,1,80.0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
danieljones_nyg_2022_10,nyg_2022_10,danieljones_nyg_2022,nyg_2022,danieljones,39395,qb,nyg,1,89.5,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
justinfields_chi_2022_10,chi_2022_10,justinfields_chi_2022,chi_2022,justinfields,82118,qb,chi,1,47.1,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
cooperrush_dal_2022_10,dal_2022_10,cooperrush_dal_2022,dal_2022,cooperrush,12324,qb,dal,1,66.7,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jordanlove_gb_2022_10,gb_2022_10,jordanlove_gb_2022,gb_2022,jordanlove,40306,qb,gb,1,100.0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
tracemcsorley_ari_2022_10,ari_2022_10,tracemcsorley_ari_2022,ari_2022,tracemcsorley,32819,qb,ari,1,66.7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jimmygaroppolo_sf_2022_10,sf_2022_10,jimmygaroppolo_sf_2022,sf_2022,jimmygaroppolo,8697,qb,sf,1,73.7,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
malikwillis_ten_2022_10,ten_2022_10,malikwillis_ten_2022,ten_2022,malikwillis,60341,qb,ten,1,33.3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
casekeenum_buf_2022_10,buf_2022_10,casekeenum_buf_2022,buf_2022,casekeenum,7323,qb,buf,1,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
teddybridgewater_mia_2022_10,mia_2022_10,teddybridgewater_mia_2022,mia_2022,teddybridgewater,8667,qb,mia,1,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
zachwilson_nyj_2022_10,nyj_2022_10,zachwilson_nyj_2022,nyj_2022,zachwilson,82096,qb,nyj,1,73.3,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
andydalton_no_2022_10,no_2022_10,andydalton_no_2022,no_2022,andydalton,6187,qb,no,1,74.1,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
baileyzappe_ne_2022_10,ne_2022_10,baileyzappe_ne_2022,ne_2022,baileyzappe,60396,qb,ne,1,78.6,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
kennypickett_pit_2022_10,pit_2022_10,kennypickett_pit_2022,pit_2022,kennypickett,60515,qb,pit,1,84.6,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
tyrodtaylor_nyg_2022_10,nyg_2022_10,tyrodtaylor_nyg_2022,nyg_2022,tyrodtaylor,6332,qb,nyg,1,66.7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
skylarthompson_mia_2022_10,mia_2022_10,skylarthompson_mia_2022,mia_2022,skylarthompson,60417,qb,mia,1,71.0,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
pjwalker_car_2022_10,car_2022_10,pjwalker_car_2022,car_2022,pjwalker,12134,qb,car,1,83.3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jacobeason_car_2022_10,car_2022_10,jacobeason_car_2022,car_2022,jacobeason,46444,qb,car,1,80.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
brettrypien_den_2022_10,den_2022_10,brettrypien_den_2022,den_2022,brettrypien,46487,qb,den,1,59.1,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
taylorheinicke_was_2022_10,was_2022_10,taylorheinicke_was_2022,was_2022,taylorheinicke,9896,qb,was,1,64.5,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
brockpurdy_sf_2022_10,sf_2022_10,brockpurdy_sf_2022,sf_2022,brockpurdy,77672,qb,sf,1,55.6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
chadhenne_kc_2022_10,kc_2022_10,chadhenne_kc_2022,kc_2022,chadhenne,4371,qb,kc,1,100.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
samehlinger_ind_2022_10,ind_2022_10,samehlinger_ind_2022,ind_2022,samehlinger,60555,qb,ind,1,78.3,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
jarrettstidham_lv_2022_10,lv_2022_10,jarrettstidham_lv_2022,lv_2022,jarrettstidham,13725,qb,lv,1,61.5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
gardnerminshew_phi_2022_10,phi_2022_10,gardnerminshew_phi_2022,phi_2022,gardnerminshew,41401,qb,phi,1,50.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
trevorsiemian_chi_2022_10,chi_2022_10,trevorsiemian_chi_2022,chi_2022,trevorsiemian,9683,qb,chi,1,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
brandonallen_cin_2022_10,cin_2022_10,brandonallen_cin_2022,cin_2022,brandonallen,10835,qb,cin,1,100.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
nickmullens_min_2022_10,min_2022_10,nickmullens_min_2022,min_2022,nickmullens,12282,qb,min,1,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2022,10
