p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards,week,year,plyr_number
tressway_was_2022_15,was_2022_15,tressway_was_2022,was_2022,tressway,8358,p,was,1,6,6,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
patodonnell_gb_2022_15,gb_2022_15,patodonnell_gb_2022,gb_2022,patodonnell,8826,p,gb,1,3,3,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
bradleypinion_atl_2022_15,atl_2022_15,bradleypinion_atl_2022,atl_2022,bradleypinion,9598,p,atl,1,3,3,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
matthaack_ind_2022_15,ind_2022_15,matthaack_ind_2022,ind_2022,matthaack,12212,p,ind,1,3,3,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
blakegillikin_no_2022_15,no_2022_15,blakegillikin_no_2022,no_2022,blakegillikin,45045,p,no,1,6,6,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
trentongill_chi_2022_15,chi_2022_15,trentongill_chi_2022,chi_2022,trentongill,60295,p,chi,1,1,1,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
andylee_ari_2022_15,ari_2022_15,andylee_ari_2022,ari_2022,andylee,1906,p,ari,1,2,2,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
thomasmorstead_mia_2022_15,mia_2022_15,thomasmorstead_mia_2022,mia_2022,thomasmorstead,5088,p,mia,1,7,7,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
bryananger_dal_2022_15,dal_2022_15,bryananger_dal_2022,dal_2022,bryananger,7072,p,dal,1,3,3,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
johnnyhekker_car_2022_15,car_2022_15,johnnyhekker_car_2022,car_2022,johnnyhekker,7252,p,car,1,2,2,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
sammartin_buf_2022_15,buf_2022_15,sammartin_buf_2022,buf_2022,sammartin,7947,p,buf,1,7,7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
michaelpalardy_ne_2022_15,ne_2022_15,michaelpalardy_ne_2022,ne_2022,michaelpalardy,9277,p,ne,1,6,6,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
rileydixon_lar_2022_15,lar_2022_15,rileydixon_lar_2022,lar_2022,rileydixon,10862,p,lar,1,3,3,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jakeelliott_phi_2022_15,phi_2022_15,jakeelliott_phi_2022,phi_2022,jakeelliott,11908,k,phi,1,1,1,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
cameronjohnston_hou_2022_15,hou_2022_15,cameronjohnston_hou_2022,hou_2022,cameronjohnston,12255,p,hou,1,4,4,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
coreybojorquez_cle_2022_15,cle_2022_15,coreybojorquez_cle_2022,cle_2022,coreybojorquez,27626,p,cle,1,4,4,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
logancooke_jax_2022_15,jax_2022_15,logancooke_jax_2022,jax_2022,logancooke,29214,p,jax,1,3,3,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
tommytownsend_kc_2022_15,kc_2022_15,tommytownsend_kc_2022,kc_2022,tommytownsend,33007,p,kc,1,3,3,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jackfox_det_2022_15,det_2022_15,jackfox_det_2022,det_2022,jackfox,34735,p,det,1,2,2,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
michaeldickson_sea_2022_15,sea_2022_15,michaeldickson_sea_2022,sea_2022,michaeldickson,35381,p,sea,1,4,4,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
