p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,week,year,plyr_number
yoshnijman_gb_2022_15,gb_2022_15,yoshnijman_gb_2022,gb_2022,yoshnijman,60822,t,gb,1,100.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
cesarruiz_no_2022_15,no_2022_15,cesarruiz_no_2022,no_2022,cesarruiz,59857,g,no,1,100.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
ryanramczyk_no_2022_15,no_2022_15,ryanramczyk_no_2022,no_2022,ryanramczyk,11787,t,no,1,100.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
andruspeat_no_2022_15,no_2022_15,andruspeat_no_2022,no_2022,andruspeat,9446,g,no,1,100.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
calvinthrockmorton_no_2022_15,no_2022_15,calvinthrockmorton_no_2022,no_2022,calvinthrockmorton,28238,g,no,1,100.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jameshurst_no_2022_15,no_2022_15,jameshurst_no_2022,no_2022,jameshurst,9001,t,no,1,100.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
nickallegretti_kc_2022_15,kc_2022_15,nickallegretti_kc_2022,kc_2022,nickallegretti,39268,g,kc,1,100.0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
kalebmcgary_atl_2022_15,atl_2022_15,kalebmcgary_atl_2022,atl_2022,kalebmcgary,46912,t,atl,1,100.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
colbygossett_atl_2022_15,atl_2022_15,colbygossett_atl_2022,atl_2022,colbygossett,46673,g,atl,1,100.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
chrislindstrom_atl_2022_15,atl_2022_15,chrislindstrom_atl_2022,atl_2022,chrislindstrom,46692,g,atl,1,100.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jakematthews_atl_2022_15,atl_2022_15,jakematthews_atl_2022,atl_2022,jakematthews,8641,t,atl,1,100.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
drewdalman_atl_2022_15,atl_2022_15,drewdalman_atl_2022,atl_2022,drewdalman,52270,ol,atl,1,100.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
daltonrisner_den_2022_15,den_2022_15,daltonrisner_den_2022,den_2022,daltonrisner,47008,g,den,1,100.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
sammustipher_chi_2022_15,chi_2022_15,sammustipher_chi_2022,chi_2022,sammustipher,13026,ol,chi,1,100.0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
codywhitehair_chi_2022_15,chi_2022_15,codywhitehair_chi_2022,chi_2022,codywhitehair,10690,g,chi,1,100.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
braxtonjones_chi_2022_15,chi_2022_15,braxtonjones_chi_2022,chi_2022,braxtonjones,60092,t,chi,1,100.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
tevenjenkins_chi_2022_15,chi_2022_15,tevenjenkins_chi_2022,chi_2022,tevenjenkins,41534,g,chi,1,100.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
wesschweitzer_was_2022_15,was_2022_15,wesschweitzer_was_2022,was_2022,wesschweitzer,10829,ol,was,1,100.0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
denniskelly_ind_2022_15,ind_2022_15,denniskelly_ind_2022,ind_2022,denniskelly,7146,t,ind,1,100.0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
greglittle_mia_2022_15,mia_2022_15,greglittle_mia_2022,mia_2022,greglittle,46254,t,mia,1,100.0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
rileyreiff_chi_2022_15,chi_2022_15,rileyreiff_chi_2022,chi_2022,rileyreiff,7029,t,chi,1,100.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
patrickmekari_bal_2022_15,bal_2022_15,patrickmekari_bal_2022,bal_2022,patrickmekari,46219,t,bal,1,100.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
johnbates_was_2022_15,was_2022_15,johnbates_was_2022,was_2022,johnbates,42275,te,was,1,84.4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
samuelcosmi_was_2022_15,was_2022_15,samuelcosmi_was_2022,was_2022,samuelcosmi,60114,t,was,1,100.0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
danielfaalele_bal_2022_15,bal_2022_15,danielfaalele_bal_2022,bal_2022,danielfaalele,81734,t,bal,1,100.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
parkerhesse_atl_2022_15,atl_2022_15,parkerhesse_atl_2022,atl_2022,parkerhesse,48369,te,atl,1,85.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
justinmccray_hou_2022_15,hou_2022_15,justinmccray_hou_2022,hou_2022,justinmccray,9234,g,hou,1,100.0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
adamtrautman_no_2022_15,no_2022_15,adamtrautman_no_2022,no_2022,adamtrautman,109795,te,no,1,60.9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
mattpryor_ind_2022_15,ind_2022_15,mattpryor_ind_2022,ind_2022,mattpryor,46647,t,ind,1,100.0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
colekmet_chi_2022_15,chi_2022_15,colekmet_chi_2022,chi_2022,colekmet,60995,te,chi,1,46.2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
coleturner_was_2022_15,was_2022_15,coleturner_was_2022,was_2022,coleturner,84330,te,was,1,95.8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
mycolepruitt_atl_2022_15,atl_2022_15,mycolepruitt_atl_2022,atl_2022,mycolepruitt,9576,te,atl,1,81.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
moaliecox_ind_2022_15,ind_2022_15,moaliecox_ind_2022,ind_2022,moaliecox,12078,te,ind,1,67.7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
loganthomas_was_2022_15,was_2022_15,loganthomas_was_2022,was_2022,loganthomas,8755,te,was,1,41.7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
kylengranson_ind_2022_15,ind_2022_15,kylengranson_ind_2022,ind_2022,kylengranson,40630,te,ind,1,46.3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
chrishubbard_cle_2022_15,cle_2022_15,chrishubbard_cle_2022,cle_2022,chrishubbard,8051,t,cle,1,100.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
nickmartin_was_2022_15,was_2022_15,nickmartin_was_2022,was_2022,nickmartin,10684,ol,was,1,100.0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
marcedeslewis_gb_2022_15,gb_2022_15,marcedeslewis_gb_2022,gb_2022,marcedeslewis,2973,te,gb,1,67.9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
roberttonyan_gb_2022_15,gb_2022_15,roberttonyan_gb_2022,gb_2022,roberttonyan,12193,te,gb,1,47.1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
trevorpenning_no_2022_15,no_2022_15,trevorpenning_no_2022,no_2022,trevorpenning,59963,t,no,1,100.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
dillonradunz_ten_2022_15,ten_2022_15,dillonradunz_ten_2022,ten_2022,dillonradunz,30551,g,ten,1,100.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
coreylevin_ten_2022_15,ten_2022_15,coreylevin_ten_2022,ten_2022,coreylevin,11972,ol,ten,1,100.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
alexleatherwood_chi_2022_15,chi_2022_15,alexleatherwood_chi_2022,chi_2022,alexleatherwood,58468,t,chi,1,100.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
ryangriffin_chi_2022_15,chi_2022_15,ryangriffin_chi_2022,chi_2022,ryangriffin,7982,te,chi,1,62.5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
brendenjaimes_lac_2022_15,lac_2022_15,brendenjaimes_lac_2022,lac_2022,brendenjaimes,59909,g,lac,1,100.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
trentscott_pit_2022_15,pit_2022_15,trentscott_pit_2022,pit_2022,trentscott,24481,t,pit,1,100.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
taysomhill_no_2022_15,no_2022_15,taysomhill_no_2022,no_2022,taysomhill,12112,te,no,1,26.9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
tylerdavis_gb_2022_15,gb_2022_15,tylerdavis_gb_2022,gb_2022,tylerdavis,47743,te,gb,1,100.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
chrismyarick_nyg_2022_15,nyg_2022_15,chrismyarick_nyg_2022,nyg_2022,chrismyarick,47358,te,nyg,1,75.0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
kylerudolph_tb_2022_15,tb_2022_15,kylerudolph_tb_2022,tb_2022,kylerudolph,6195,te,tb,1,55.6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
lucaskrull_no_2022_15,no_2022_15,lucaskrull_no_2022,no_2022,lucaskrull,83962,te,no,1,50.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
josiahdeguara_gb_2022_15,gb_2022_15,josiahdeguara_gb_2022,gb_2022,josiahdeguara,47034,te,gb,1,40.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
blakehance_jax_2022_15,jax_2022_15,blakehance_jax_2022,jax_2022,blakehance,46301,g,jax,1,100.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
walkerlittle_jax_2022_15,jax_2022_15,walkerlittle_jax_2022,jax_2022,walkerlittle,52287,t,jax,1,100.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
colevanlanen_jax_2022_15,jax_2022_15,colevanlanen_jax_2022,jax_2022,colevanlanen,41583,g,jax,1,100.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
aviantecollins_dal_2022_15,dal_2022_15,aviantecollins_dal_2022,dal_2022,aviantecollins,12049,t,dal,1,100.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jelaniwoods_ind_2022_15,ind_2022_15,jelaniwoods_ind_2022,ind_2022,jelaniwoods,60509,te,ind,1,20.0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
drewforbes_cle_2022_15,cle_2022_15,drewforbes_cle_2022,cle_2022,drewforbes,28671,g,cle,1,100.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
anthonyfirkser_atl_2022_15,atl_2022_15,anthonyfirkser_atl_2022,atl_2022,anthonyfirkser,51837,te,atl,1,14.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
michaelschofieldiii_chi_2022_15,chi_2022_15,michaelschofieldiii_chi_2022,chi_2022,michaelschofieldiii,8730,g,chi,1,100.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
trevonwesco_chi_2022_15,chi_2022_15,trevonwesco_chi_2022,chi_2022,trevonwesco,42018,te,chi,1,100.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
justinmurray_buf_2022_15,buf_2022_15,justinmurray_buf_2022,buf_2022,justinmurray,11022,t,buf,1,100.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
cameronsutton_pit_2022_15,pit_2022_15,cameronsutton_pit_2022,pit_2022,cameronsutton,11850,cb,pit,1,100.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
lucasniang_kc_2022_15,kc_2022_15,lucasniang_kc_2022,kc_2022,lucasniang,47004,t,kc,1,100.0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
dannypinter_ind_2022_15,ind_2022_15,dannypinter_ind_2022,ind_2022,dannypinter,47339,g,ind,1,100.0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
deaneleonard_lac_2022_15,lac_2022_15,deaneleonard_lac_2022,lac_2022,deaneleonard,124140,cb,lac,1,100.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jasirtaylor_lac_2022_15,lac_2022_15,jasirtaylor_lac_2022,lac_2022,jasirtaylor,55426,cb,lac,1,100.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
zionjohnson_lac_2022_15,lac_2022_15,zionjohnson_lac_2022,lac_2022,zionjohnson,99681,g,lac,1,100.0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
fostersarell_lac_2022_15,lac_2022_15,fostersarell_lac_2022,lac_2022,fostersarell,52272,t,lac,1,100.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
jamareesalyer_lac_2022_15,lac_2022_15,jamareesalyer_lac_2022,lac_2022,jamareesalyer,81656,t,lac,1,100.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
mattfeiler_lac_2022_15,lac_2022_15,mattfeiler_lac_2022,lac_2022,mattfeiler,9289,g,lac,1,100.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
coreylinsley_lac_2022_15,lac_2022_15,coreylinsley_lac_2022,lac_2022,coreylinsley,8796,ol,lac,1,100.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
roberthainsey_tb_2022_15,tb_2022_15,roberthainsey_tb_2022,tb_2022,roberthainsey,59980,ol,tb,1,100.0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
joshwells_tb_2022_15,tb_2022_15,joshwells_tb_2022,tb_2022,joshwells,8968,t,tb,1,100.0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
nickleverett_tb_2022_15,tb_2022_15,nickleverett_tb_2022,tb_2022,nickleverett,27699,g,tb,1,100.0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
shaqmason_tb_2022_15,tb_2022_15,shaqmason_tb_2022,tb_2022,shaqmason,9564,g,tb,1,100.0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2022,15
