team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa
car_2022_2,2022,car,2,nyg,0.49,0.37,0.34,0.62,0.7,0.59,0.73,0.64
car_2022_4,2022,car,4,ari,0.23,0.28,0.37,0.21,0.41,0.4,0.48,0.49
car_2022_6,2022,car,6,lar,0.26,0.34,0.25,0.55,0.33,0.34,0.45,0.57
car_2022_8,2022,car,8,atl,0.44,0.45,0.48,0.52,0.51,0.3,0.73,0.5
car_2022_10,2022,car,10,atl,0.53,0.5,0.55,0.58,0.55,0.46,0.65,0.63
car_2022_12,2022,car,12,den,0.67,0.58,0.9,0.46,0.6,0.62,0.42,0.8
car_2022_14,2022,car,14,sea,0.57,0.47,0.51,0.59,0.71,0.59,0.86,0.58
car_2022_1,2022,car,1,cle,0.33,0.31,0.44,0.2,0.5,0.6,0.37,0.58
car_2022_3,2022,car,3,no,0.44,0.44,0.44,0.5,0.41,0.37,0.62,0.79
car_2022_5,2022,car,5,sf,0.37,0.45,0.47,0.53,0.31,0.38,0.34,0.63
car_2022_7,2022,car,7,tb,0.7,0.7,0.78,0.67,0.58,0.53,0.64,0.48
car_2022_9,2022,car,9,cin,0.16,0.26,0.32,0.36,0.16,0.36,0.15,0.83
car_2022_11,2022,car,11,bal,0.24,0.13,0.23,0.19,0.64,0.67,0.47,0.66
lar_2022_2,2022,lar,2,atl,0.43,0.48,0.54,0.52,0.61,0.45,0.75,0.12
lar_2022_4,2022,lar,4,sf,0.42,0.41,0.48,0.4,0.44,0.35,0.63,0.72
lar_2022_6,2022,lar,6,car,0.63,0.5,0.65,0.5,0.72,0.7,0.56,0.71
lar_2022_8,2022,lar,8,sf,0.37,0.53,0.65,0.33,0.21,0.17,0.49,0.51
lar_2022_10,2022,lar,10,ari,0.33,0.39,0.45,0.47,0.4,0.45,0.41,0.5
lar_2022_12,2022,lar,12,kc,0.33,0.25,0.28,0.34,0.53,0.47,0.66,0.81
lar_2022_14,2022,lar,14,lv,0.54,0.44,0.56,0.29,0.7,0.74,0.55,0.61
lar_2022_1,2022,lar,1,buf,0.31,0.3,0.38,0.34,0.5,0.39,0.85,0.58
lar_2022_3,2022,lar,3,ari,0.54,0.52,0.65,0.55,0.51,0.49,0.57,0.66
lar_2022_5,2022,lar,5,dal,0.48,0.45,0.53,0.3,0.7,0.9,0.44,0.28
lar_2022_9,2022,lar,9,tb,0.31,0.3,0.43,0.2,0.56,0.5,0.7,0.43
lar_2022_11,2022,lar,11,no,0.46,0.5,0.57,0.51,0.35,0.31,0.57,0.73
lar_2022_13,2022,lar,13,sea,0.49,0.47,0.39,0.67,0.44,0.43,0.54,0.81
tb_2022_2,2022,tb,2,no,0.52,0.32,0.5,0.19,0.88,0.81,0.55,0.59
tb_2022_4,2022,tb,4,kc,0.63,0.69,0.73,0.39,0.51,0.58,0.37,0.39
tb_2022_6,2022,tb,6,pit,0.39,0.42,0.57,0.37,0.48,0.3,0.76,0.47
tb_2022_8,2022,tb,8,bal,0.47,0.59,0.67,0.55,0.3,0.42,0.27,0.54
tb_2022_10,2022,tb,10,sea,0.61,0.58,0.75,0.47,0.57,0.46,0.89,0.62
tb_2022_12,2022,tb,12,cle,0.44,0.44,0.56,0.36,0.55,0.57,0.46,0.47
tb_2022_14,2022,tb,14,sf,0.2,0.38,0.46,0.35,0.22,0.21,0.37,0.36
tb_2022_1,2022,tb,1,dal,0.69,0.51,0.55,0.58,0.88,0.8,0.57,0.56
tb_2022_3,2022,tb,3,gb,0.52,0.43,0.57,0.18,0.66,0.51,0.8,0.65
tb_2022_5,2022,tb,5,atl,0.58,0.52,0.59,0.49,0.64,0.63,0.54,0.59
tb_2022_7,2022,tb,7,car,0.27,0.43,0.55,0.32,0.16,0.16,0.4,0.64
tb_2022_9,2022,tb,9,lar,0.6,0.46,0.55,0.3,0.69,0.58,0.69,0.8
tb_2022_13,2022,tb,13,no,0.43,0.52,0.58,0.45,0.41,0.26,0.75,0.41
den_2022_2,2022,den,2,hou,0.49,0.47,0.52,0.56,0.57,0.62,0.38,0.54
den_2022_4,2022,den,4,lv,0.4,0.4,0.53,0.33,0.46,0.5,0.43,0.65
den_2022_6,2022,den,6,lac,0.42,0.42,0.5,0.39,0.56,0.57,0.45,0.47
den_2022_8,2022,den,8,jax,0.63,0.47,0.56,0.49,0.8,0.99,0.33,0.62
den_2022_10,2022,den,10,ten,0.28,0.29,0.41,0.31,0.48,0.4,0.72,0.5
den_2022_12,2022,den,12,car,0.3,0.36,0.4,0.47,0.4,0.11,0.58,0.5
den_2022_14,2022,den,14,kc,0.5,0.38,0.49,0.34,0.7,0.69,0.46,0.67
den_2022_1,2022,den,1,sea,0.48,0.42,0.66,0.18,0.65,0.54,0.75,0.5
den_2022_3,2022,den,3,sf,0.59,0.41,0.48,0.42,0.85,0.77,0.62,0.61
den_2022_5,2022,den,5,ind,0.42,0.36,0.41,0.5,0.72,0.69,0.55,0.31
