team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa
car_2022_2,2022,car,2,nyg,0.48,0.37,0.34,0.63,24.8,13.3,41.9,0.64
car_2022_4,2022,car,4,ari,0.21,0.28,0.37,0.2,-12.6,-26.7,1.5,0.49
car_2022_6,2022,car,6,lar,0.23,0.33,0.25,0.54,-23.8,-39.8,-5.6,0.57
car_2022_8,2022,car,8,atl,0.42,0.44,0.46,0.54,0.3,-48.3,41.8,0.5
car_2022_10,2022,car,10,atl,0.51,0.5,0.54,0.6,3.5,-14.7,27.0,0.63
car_2022_12,2022,car,12,den,0.66,0.58,0.91,0.46,12.5,21.3,-4.7,0.79
car_2022_14,2022,car,14,sea,0.55,0.46,0.5,0.59,24.7,13.2,60.7,0.57
car_2022_1,2022,car,1,cle,0.32,0.33,0.46,0.22,-1.4,15.5,-16.6,0.58
car_2022_3,2022,car,3,no,0.43,0.43,0.45,0.49,-10.4,-27.8,21.6,0.78
car_2022_5,2022,car,5,sf,0.36,0.46,0.48,0.54,-23.5,-28.0,-19.3,0.63
car_2022_7,2022,car,7,tb,0.7,0.71,0.78,0.7,10.2,3.1,27.0,0.48
car_2022_9,2022,car,9,cin,0.14,0.26,0.31,0.38,-45.5,-34.2,-53.2,0.83
car_2022_11,2022,car,11,bal,0.23,0.14,0.24,0.21,14.4,28.4,0.5,0.66
car_2022_15,2022,car,15,pit,0.4,0.4,0.7,0.0,-15.1,-52.6,-0.6,0.85
lar_2022_2,2022,lar,2,atl,0.41,0.48,0.53,0.53,11.8,-16.9,45.5,0.12
lar_2022_4,2022,lar,4,sf,0.41,0.41,0.49,0.4,-6.9,-34.3,25.1,0.72
lar_2022_6,2022,lar,6,car,0.61,0.49,0.64,0.5,26.4,42.4,9.5,0.7
lar_2022_8,2022,lar,8,sf,0.36,0.53,0.66,0.34,-35.5,-71.8,4.0,0.51
lar_2022_10,2022,lar,10,ari,0.3,0.38,0.46,0.45,-14.6,-16.6,-11.3,0.5
lar_2022_12,2022,lar,12,kc,0.32,0.24,0.26,0.37,4.3,-8.1,26.5,0.81
lar_2022_14,2022,lar,14,lv,0.53,0.45,0.57,0.3,23.3,47.5,10.3,0.61
lar_2022_1,2022,lar,1,buf,0.3,0.3,0.39,0.32,0.8,-25.3,59.0,0.58
lar_2022_3,2022,lar,3,ari,0.51,0.51,0.65,0.53,-1.1,-8.2,14.2,0.66
lar_2022_5,2022,lar,5,dal,0.45,0.43,0.51,0.3,24.0,82.5,-5.9,0.28
lar_2022_9,2022,lar,9,tb,0.3,0.3,0.43,0.23,7.2,-4.9,37.2,0.42
lar_2022_11,2022,lar,11,no,0.44,0.5,0.58,0.5,-18.7,-41.0,13.0,0.73
lar_2022_13,2022,lar,13,sea,0.47,0.46,0.39,0.67,-8.7,-19.3,12.0,0.81
lar_2022_15,2022,lar,15,gb,0.24,0.31,0.45,0.3,-12.0,-20.8,-4.0,0.46
tb_2022_2,2022,tb,2,no,0.51,0.32,0.51,0.19,47.9,67.0,8.2,0.59
tb_2022_4,2022,tb,4,kc,0.62,0.69,0.74,0.41,0.3,15.1,-18.4,0.39
tb_2022_6,2022,tb,6,pit,0.38,0.41,0.55,0.39,-1.3,-44.4,45.7,0.47
tb_2022_8,2022,tb,8,bal,0.45,0.59,0.67,0.55,-29.0,-26.8,-31.7,0.53
tb_2022_10,2022,tb,10,sea,0.59,0.57,0.74,0.47,7.9,-11.4,64.9,0.62
tb_2022_12,2022,tb,12,cle,0.44,0.46,0.58,0.39,4.4,9.7,-1.2,0.47
tb_2022_14,2022,tb,14,sf,0.19,0.39,0.46,0.36,-34.8,-64.4,-15.1,0.36
tb_2022_1,2022,tb,1,dal,0.67,0.49,0.54,0.57,47.8,61.9,16.2,0.56
tb_2022_3,2022,tb,3,gb,0.52,0.43,0.58,0.19,20.2,-0.3,52.1,0.65
