p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception,week,year,plyr_number
michaelthomas_cin_2022_14,cin_2022_14,michaelthomas_cin_2022,cin_2022,michaelthomas,7279,s,cin,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
chrisbanjo_ari_2022_14,ari_2022_14,chrisbanjo_ari_2022,ari_2022,chrisbanjo,8419,s,ari,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
danielsorensen_no_2022_14,no_2022_14,danielsorensen_no_2022,no_2022,danielsorensen,9253,s,no,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
corylittleton_car_2022_14,car_2022_14,corylittleton_car_2022,car_2022,corylittleton,11190,lb,car,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
gregmabin_ten_2022_14,ten_2022_14,gregmabin_ten_2022,ten_2022,gregmabin,12068,cb,ten,1,0,9.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
troydye_min_2022_14,min_2022_14,troydye_min_2022,min_2022,troydye,28251,lb,min,1,0,-1.5,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
georgeodum_sf_2022_14,sf_2022_14,georgeodum_sf_2022,sf_2022,georgeodum,31342,s,sf,1,0,5.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
taecrowder_nyg_2022_14,nyg_2022_14,taecrowder_nyg_2022,nyg_2022,taecrowder,35774,lb,nyg,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
ezekielturner_ari_2022_14,ari_2022_14,ezekielturner_ari_2022,ari_2022,ezekielturner,49167,lb,ari,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
demetriusflanniganfowles_sf_2022_14,sf_2022_14,demetriusflanniganfowles_sf_2022,sf_2022,demetriusflanniganfowles,49231,lb,sf,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
orenburks_sf_2022_14,sf_2022_14,orenburks_sf_2022,sf_2022,orenburks,50203,lb,sf,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
lukegifford_dal_2022_14,dal_2022_14,lukegifford_dal_2022,dal_2022,lukegifford,50675,lb,dal,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
marcellharris_nyj_2022_14,nyj_2022_14,marcellharris_nyj_2022,nyj_2022,marcellharris,51408,lb,nyj,1,0,-2.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
ambrythomas_sf_2022_14,sf_2022_14,ambrythomas_sf_2022,sf_2022,ambrythomas,56058,cb,sf,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
benjaminstjuste_was_2022_14,was_2022_14,benjaminstjuste_was_2022,was_2022,benjaminstjuste,56061,cb,was,1,0,13.3,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
terrelbernard_buf_2022_14,buf_2022_14,terrelbernard_buf_2022,buf_2022,terrelbernard,57739,lb,buf,1,0,8.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
kylergordon_chi_2022_14,chi_2022_14,kylergordon_chi_2022,chi_2022,kylergordon,83451,cb,chi,1,1,6.2,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
andrewboothjr_min_2022_14,min_2022_14,andrewboothjr_min_2022,min_2022,andrewboothjr,99744,cb,min,1,0,8.9,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jaquanbrisker_chi_2022_14,chi_2022_14,jaquanbrisker_chi_2022,chi_2022,jaquanbrisker,101665,s,chi,1,1,-4.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
chrisharrisjr_no_2022_14,no_2022_14,chrisharrisjr_no_2022,no_2022,chrisharrisjr,6457,cb,no,1,1,5.1,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
ajklein_buf_2022_14,buf_2022_14,ajklein_buf_2022,buf_2022,ajklein,7930,lb,buf,1,1,0.3,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
