p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent,week,year,plyr_number
coltmccoy_ari_2022_14,ari_2022_14,coltmccoy_ari_2022,ari_2022,coltmccoy,5609,qb,ari,1,7,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
chasedaniel_lac_2022_14,lac_2022_14,chasedaniel_lac_2022,lac_2022,chasedaniel,5214,qb,lac,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
bryceperkins_lar_2022_14,lar_2022_14,bryceperkins_lar_2022,lar_2022,bryceperkins,35299,qb,lar,1,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
nickmullens_min_2022_14,min_2022_14,nickmullens_min_2022,min_2022,nickmullens,12282,qb,min,1,3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
kyleallen_hou_2022_14,hou_2022_14,kyleallen_hou_2022,hou_2022,kyleallen,26152,qb,hou,1,15,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
mikewhite_nyj_2022_14,nyj_2022_14,mikewhite_nyj_2022,nyj_2022,mikewhite,46453,qb,nyj,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
samdarnold_car_2022_14,car_2022_14,samdarnold_car_2022,car_2022,samdarnold,29048,qb,car,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
tylerhuntley_bal_2022_14,bal_2022_14,tylerhuntley_bal_2022,bal_2022,tylerhuntley,46448,qb,bal,1,12,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
deshaunwatson_cle_2022_14,cle_2022_14,deshaunwatson_cle_2022,cle_2022,deshaunwatson,11767,qb,cle,1,8,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
cjbeathard_jax_2022_14,jax_2022_14,cjbeathard_jax_2022,jax_2022,cjbeathard,11859,qb,jax,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
