p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,week,year,plyr_number
robertjones_mia_2022_14,mia_2022_14,robertjones_mia_2022,mia_2022,robertjones,100786,g,mia,1,100.0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
connorwilliams_mia_2022_14,mia_2022_14,connorwilliams_mia_2022,mia_2022,connorwilliams,46216,ol,mia,1,100.0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
greglittle_mia_2022_14,mia_2022_14,greglittle_mia_2022,mia_2022,greglittle,46254,t,mia,1,100.0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
benjones_ten_2022_14,ten_2022_14,benjones_ten_2022,ten_2022,benjones,7099,ol,ten,1,100.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
dennisdaley_ten_2022_14,ten_2022_14,dennisdaley_ten_2022,ten_2022,dennisdaley,60063,t,ten,1,100.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
natedavis_ten_2022_14,ten_2022_14,natedavis_ten_2022,ten_2022,natedavis,46808,g,ten,1,100.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
rileyreiff_chi_2022_14,chi_2022_14,rileyreiff_chi_2022,chi_2022,rileyreiff,7029,t,chi,1,100.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
patrickmekari_bal_2022_14,bal_2022_14,patrickmekari_bal_2022,bal_2022,patrickmekari,46219,t,bal,1,100.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
johnbates_was_2022_14,was_2022_14,johnbates_was_2022,was_2022,johnbates,42275,te,was,1,84.4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
gabejackson_sea_2022_14,sea_2022_14,gabejackson_sea_2022,sea_2022,gabejackson,8716,g,sea,1,100.0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
kenyongreen_hou_2022_14,hou_2022_14,kenyongreen_hou_2022,hou_2022,kenyongreen,99052,g,hou,1,100.0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
georgekittle_sf_2022_14,sf_2022_14,georgekittle_sf_2022,sf_2022,georgekittle,11901,te,sf,1,44.4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
zachgentry_pit_2022_14,pit_2022_14,zachgentry_pit_2022,pit_2022,zachgentry,36049,te,pit,1,75.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
tylerhigbee_lar_2022_14,lar_2022_14,tylerhigbee_lar_2022,lar_2022,tylerhigbee,10744,te,lar,1,63.0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
samuelcosmi_was_2022_14,was_2022_14,samuelcosmi_was_2022,was_2022,samuelcosmi,60114,t,was,1,100.0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
danielfaalele_bal_2022_14,bal_2022_14,danielfaalele_bal_2022,bal_2022,danielfaalele,81734,t,bal,1,100.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
fostermoreau_lv_2022_14,lv_2022_14,fostermoreau_lv_2022,lv_2022,fostermoreau,47043,te,lv,1,58.2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
pharaohbrown_cle_2022_14,cle_2022_14,pharaohbrown_cle_2022,cle_2022,pharaohbrown,12247,te,cle,1,77.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
danielbellinger_nyg_2022_14,nyg_2022_14,danielbellinger_nyg_2022,nyg_2022,danielbellinger,84041,te,nyg,1,46.9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
parkerhesse_atl_2022_14,atl_2022_14,parkerhesse_atl_2022,atl_2022,parkerhesse,48369,te,atl,1,85.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
justinmccray_hou_2022_14,hou_2022_14,justinmccray_hou_2022,hou_2022,justinmccray,9234,g,hou,1,100.0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
philhaynes_sea_2022_14,sea_2022_14,philhaynes_sea_2022,sea_2022,philhaynes,29244,g,sea,1,100.0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
dawsonknox_buf_2022_14,buf_2022_14,dawsonknox_buf_2022,buf_2022,dawsonknox,35883,te,buf,1,44.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
adamtrautman_no_2022_14,no_2022_14,adamtrautman_no_2022,no_2022,adamtrautman,109795,te,no,1,60.9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
teaganquitoriano_hou_2022_14,hou_2022_14,teaganquitoriano_hou_2022,hou_2022,teaganquitoriano,84036,te,hou,1,54.3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
mitchellwilcox_cin_2022_14,cin_2022_14,mitchellwilcox_cin_2022,cin_2022,mitchellwilcox,47234,te,cin,1,48.1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jakeferguson_dal_2022_14,dal_2022_14,jakeferguson_dal_2022,dal_2022,jakeferguson,61081,te,dal,1,78.1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
mattpryor_ind_2022_14,ind_2022_14,mattpryor_ind_2022,ind_2022,mattpryor,46647,t,ind,1,100.0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
colekmet_chi_2022_14,chi_2022_14,colekmet_chi_2022,chi_2022,colekmet,60995,te,chi,1,46.2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
tjhockenson_min_2022_14,min_2022_14,tjhockenson_min_2022,min_2022,tjhockenson,40912,te,min,1,39.3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
coleturner_was_2022_14,was_2022_14,coleturner_was_2022,was_2022,coleturner,84330,te,was,1,95.8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
brockwright_det_2022_14,det_2022_14,brockwright_det_2022,det_2022,brockwright,60994,te,det,1,65.7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jackstoll_phi_2022_14,phi_2022_14,jackstoll_phi_2022,phi_2022,jackstoll,42058,te,phi,1,42.6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
tylerconklin_nyj_2022_14,nyj_2022_14,tylerconklin_nyj_2022,nyj_2022,tylerconklin,47124,te,nyj,1,37.7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
noahfant_sea_2022_14,sea_2022_14,noahfant_sea_2022,sea_2022,noahfant,42388,te,sea,1,48.9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
mycolepruitt_atl_2022_14,atl_2022_14,mycolepruitt_atl_2022,atl_2022,mycolepruitt,9576,te,atl,1,81.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
moaliecox_ind_2022_14,ind_2022_14,moaliecox_ind_2022,ind_2022,moaliecox,12078,te,ind,1,67.7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
erictomlinson_den_2022_14,den_2022_14,erictomlinson_den_2022,den_2022,erictomlinson,9786,te,den,1,77.8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
loganthomas_was_2022_14,was_2022_14,loganthomas_was_2022,was_2022,loganthomas,8755,te,was,1,41.7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
kylengranson_ind_2022_14,ind_2022_14,kylengranson_ind_2022,ind_2022,kylengranson,40630,te,ind,1,46.3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jasonpeters_dal_2022_14,dal_2022_14,jasonpeters_dal_2022,dal_2022,jasonpeters,2148,g,dal,1,100.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
chrishubbard_cle_2022_14,cle_2022_14,chrishubbard_cle_2022,cle_2022,chrishubbard,8051,t,cle,1,100.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
nickmartin_was_2022_14,was_2022_14,nickmartin_was_2022,was_2022,nickmartin,10684,ol,was,1,100.0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
grantcalcaterra_phi_2022_14,phi_2022_14,grantcalcaterra_phi_2022,phi_2022,grantcalcaterra,60997,te,phi,1,67.9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
marcedeslewis_gb_2022_14,gb_2022_14,marcedeslewis_gb_2022,gb_2022,marcedeslewis,2973,te,gb,1,67.9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
daltonschultz_dal_2022_14,dal_2022_14,daltonschultz_dal_2022,dal_2022,daltonschultz,47304,te,dal,1,38.8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
patfreiermuth_pit_2022_14,pit_2022_14,patfreiermuth_pit_2022,pit_2022,patfreiermuth,84085,te,pit,1,52.8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
harrisonbryant_cle_2022_14,cle_2022_14,harrisonbryant_cle_2022,cle_2022,harrisonbryant,26394,te,cle,1,52.8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
johnnymundt_min_2022_14,min_2022_14,johnnymundt_min_2022,min_2022,johnnymundt,12206,te,min,1,75.0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
bobbyhart_buf_2022_14,buf_2022_14,bobbyhart_buf_2022,buf_2022,bobbyhart,9659,g,buf,1,94.7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
cjuzomah_nyj_2022_14,nyj_2022_14,cjuzomah_nyj_2022,nyj_2022,cjuzomah,9590,te,nyj,1,46.2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
tremckitty_lac_2022_14,lac_2022_14,tremckitty_lac_2022,lac_2022,tremckitty,60896,te,lac,1,72.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
tommysweeney_buf_2022_14,buf_2022_14,tommysweeney_buf_2022,buf_2022,tommysweeney,47216,te,buf,1,77.3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
josholiver_bal_2022_14,bal_2022_14,josholiver_bal_2022,bal_2022,josholiver,47083,te,bal,1,70.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
traviskelce_kc_2022_14,kc_2022_14,traviskelce_kc_2022,kc_2022,traviskelce,7844,te,kc,1,37.8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
cadeotton_tb_2022_14,tb_2022_14,cadeotton_tb_2022,tb_2022,cadeotton,61071,te,tb,1,25.8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
markandrews_bal_2022_14,bal_2022_14,markandrews_bal_2022,bal_2022,markandrews,47436,te,bal,1,26.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
roberttonyan_gb_2022_14,gb_2022_14,roberttonyan_gb_2022,gb_2022,roberttonyan,12193,te,gb,1,47.1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
gregdulcich_den_2022_14,den_2022_14,gregdulcich_den_2022,den_2022,gregdulcich,84068,te,den,1,42.1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
ericsaubert_den_2022_14,den_2022_14,ericsaubert_den_2022,den_2022,ericsaubert,11929,te,den,1,57.7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
tylerkroft_sf_2022_14,sf_2022_14,tylerkroft_sf_2022,sf_2022,tylerkroft,9518,te,sf,1,65.2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
nickvannett_nyg_2022_14,nyg_2022_14,nickvannett_nyg_2022,nyg_2022,nickvannett,10728,te,nyg,1,50.0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
andredillard_phi_2022_14,phi_2022_14,andredillard_phi_2022,phi_2022,andredillard,29250,t,phi,1,100.0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
geoffswaim_ten_2022_14,ten_2022_14,geoffswaim_ten_2022,ten_2022,geoffswaim,9679,te,ten,1,75.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
hunterhenry_ne_2022_14,ne_2022_14,hunterhenry_ne_2022,ne_2022,hunterhenry,10669,te,ne,1,31.9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
willdissly_sea_2022_14,sea_2022_14,willdissly_sea_2022,sea_2022,willdissly,30762,te,sea,1,42.9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
noahgray_kc_2022_14,kc_2022_14,noahgray_kc_2022,kc_2022,noahgray,60878,te,kc,1,43.8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
colbyparkinson_sea_2022_14,sea_2022_14,colbyparkinson_sea_2022,sea_2022,colbyparkinson,52266,te,sea,1,54.2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
durhamsmythe_mia_2022_14,mia_2022_14,durhamsmythe_mia_2022,mia_2022,durhamsmythe,47257,te,mia,1,48.1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
chigoziemokonkwo_ten_2022_14,ten_2022_14,chigoziemokonkwo_ten_2022,ten_2022,chigoziemokonkwo,84000,te,ten,1,37.5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
peytonhendershot_dal_2022_14,dal_2022_14,peytonhendershot_dal_2022,dal_2022,peytonhendershot,60915,te,dal,1,80.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
camjurgens_phi_2022_14,phi_2022_14,camjurgens_phi_2022,phi_2022,camjurgens,84014,ol,phi,1,100.0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
kokieft_tb_2022_14,tb_2022_14,kokieft_tb_2022,tb_2022,kokieft,41372,te,tb,1,73.3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
trevorpenning_no_2022_14,no_2022_14,trevorpenning_no_2022,no_2022,trevorpenning,59963,t,no,1,100.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
dillonradunz_ten_2022_14,ten_2022_14,dillonradunz_ten_2022,ten_2022,dillonradunz,30551,g,ten,1,100.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
devinasiasi_cin_2022_14,cin_2022_14,devinasiasi_cin_2022,cin_2022,devinasiasi,40294,te,cin,1,55.6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
seanmckeon_dal_2022_14,dal_2022_14,seanmckeon_dal_2022,dal_2022,seanmckeon,42266,te,dal,1,100.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
coreylevin_ten_2022_14,ten_2022_14,coreylevin_ten_2022,ten_2022,coreylevin,11972,ol,ten,1,100.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
evanengram_jax_2022_14,jax_2022_14,evanengram_jax_2022,jax_2022,evanengram,11778,te,jax,1,23.3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
leravenclark_ten_2022_14,ten_2022_14,leravenclark_ten_2022,ten_2022,leravenclark,10716,t,ten,1,100.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
alexleatherwood_chi_2022_14,chi_2022_14,alexleatherwood_chi_2022,chi_2022,alexleatherwood,58468,t,chi,1,100.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jamesmitchell_det_2022_14,det_2022_14,jamesmitchell_det_2022,det_2022,jamesmitchell,77885,te,det,1,45.5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
brevinjordan_hou_2022_14,hou_2022_14,brevinjordan_hou_2022,hou_2022,brevinjordan,77887,te,hou,1,41.7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
ryangriffin_chi_2022_14,chi_2022_14,ryangriffin_chi_2022,chi_2022,ryangriffin,7982,te,chi,1,62.5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
shanezylstra_det_2022_14,det_2022_14,shanezylstra_det_2022,det_2022,shanezylstra,143786,te,det,1,43.5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
connorheyward_pit_2022_14,pit_2022_14,connorheyward_pit_2022,pit_2022,connorheyward,57301,te,pit,1,64.3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jordanakins_hou_2022_14,hou_2022_14,jordanakins_hou_2022,hou_2022,jordanakins,47050,te,hou,1,26.5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
chrismanhertz_jax_2022_14,jax_2022_14,chrismanhertz_jax_2022,jax_2022,chrismanhertz,10211,te,jax,1,60.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jackdriscoll_phi_2022_14,phi_2022_14,jackdriscoll_phi_2022,phi_2022,jackdriscoll,27064,t,phi,1,100.0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
geraldeverett_lac_2022_14,lac_2022_14,geraldeverett_lac_2022,lac_2022,geraldeverett,11799,te,lac,1,18.2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
kevinrader_ten_2022_14,ten_2022_14,kevinrader_ten_2022,ten_2022,kevinrader,30887,te,ten,1,80.0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
brendenjaimes_lac_2022_14,lac_2022_14,brendenjaimes_lac_2022,lac_2022,brendenjaimes,59909,g,lac,1,100.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
trentscott_pit_2022_14,pit_2022_14,trentscott_pit_2022,pit_2022,trentscott,24481,t,pit,1,100.0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jonnusmith_ne_2022_14,ne_2022_14,jonnusmith_ne_2022,ne_2022,jonnusmith,11855,te,ne,1,41.2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
taysomhill_no_2022_14,no_2022_14,taysomhill_no_2022,no_2022,taysomhill,12112,te,no,1,26.9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
tylerdavis_gb_2022_14,gb_2022_14,tylerdavis_gb_2022,gb_2022,tylerdavis,47743,te,gb,1,100.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
chrismyarick_nyg_2022_14,nyg_2022_14,chrismyarick_nyg_2022,nyg_2022,chrismyarick,47358,te,nyg,1,75.0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
richardrodgers_lac_2022_14,lac_2022_14,richardrodgers_lac_2022,lac_2022,richardrodgers,8733,te,lac,1,100.0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
kylerudolph_tb_2022_14,tb_2022_14,kylerudolph_tb_2022,tb_2022,kylerudolph,6195,te,tb,1,55.6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
lucaskrull_no_2022_14,no_2022_14,lucaskrull_no_2022,no_2022,lucaskrull,83962,te,no,1,50.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
austinhooper_ten_2022_14,ten_2022_14,austinhooper_ten_2022,ten_2022,austinhooper,10715,te,ten,1,18.5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
danskipper_det_2022_14,det_2022_14,danskipper_det_2022,det_2022,danskipper,12307,g,det,1,100.0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
josiahdeguara_gb_2022_14,gb_2022_14,josiahdeguara_gb_2022,gb_2022,josiahdeguara,47034,te,gb,1,40.0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
blakehance_jax_2022_14,jax_2022_14,blakehance_jax_2022,jax_2022,blakehance,46301,g,jax,1,100.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
walkerlittle_jax_2022_14,jax_2022_14,walkerlittle_jax_2022,jax_2022,walkerlittle,52287,t,jax,1,100.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
colevanlanen_jax_2022_14,jax_2022_14,colevanlanen_jax_2022,jax_2022,colevanlanen,41583,g,jax,1,100.0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
charliewoerner_sf_2022_14,sf_2022_14,charliewoerner_sf_2022,sf_2022,charliewoerner,42257,te,sf,1,100.0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
brycenhopkins_lar_2022_14,lar_2022_14,brycenhopkins_lar_2022,lar_2022,brycenhopkins,47338,te,lar,1,30.0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
aviantecollins_dal_2022_14,dal_2022_14,aviantecollins_dal_2022,dal_2022,aviantecollins,12049,t,dal,1,100.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jacobhollister_lv_2022_14,lv_2022_14,jacobhollister_lv_2022,lv_2022,jacobhollister,12051,te,lv,1,50.0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jameshudson_cle_2022_14,cle_2022_14,jameshudson_cle_2022,cle_2022,jameshudson,59854,t,cle,1,100.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
charlieheck_hou_2022_14,hou_2022_14,charlieheck_hou_2022,hou_2022,charlieheck,36501,t,hou,1,100.0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
thayermunford_lv_2022_14,lv_2022_14,thayermunford_lv_2022,lv_2022,thayermunford,59994,t,lv,1,100.0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
stonesmartt_lac_2022_14,lac_2022_14,stonesmartt_lac_2022,lac_2022,stonesmartt,60492,te,lac,1,18.8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
jelaniwoods_ind_2022_14,ind_2022_14,jelaniwoods_ind_2022,ind_2022,jelaniwoods,60509,te,ind,1,20.0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2022,14
