team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa
car_2022_5,2022,car,5,sf,0.36,0.44,0.46,0.5,0.28,0.35,0.25,0.64
car_2022_6,2022,car,6,lar,0.28,0.35,0.25,0.55,0.33,0.32,0.4,0.57
car_2022_7,2022,car,7,tb,0.74,0.73,0.8,0.68,0.59,0.53,0.6,0.48
car_2022_8,2022,car,8,atl,0.46,0.46,0.48,0.52,0.51,0.3,0.7,0.5
car_2022_9,2022,car,9,cin,0.18,0.27,0.34,0.34,0.15,0.36,0.03,0.83
car_2022_10,2022,car,10,atl,0.55,0.51,0.56,0.58,0.54,0.46,0.6,0.64
car_2022_11,2022,car,11,bal,0.27,0.15,0.25,0.19,0.64,0.67,0.41,0.66
car_2022_12,2022,car,12,den,0.69,0.59,0.89,0.46,0.6,0.62,0.33,0.79
chi_2022_1,2022,chi,1,sf,0.56,0.47,0.55,0.44,0.71,0.75,0.42,0.44
chi_2022_2,2022,chi,2,gb,0.21,0.31,0.11,0.53,0.21,0.24,0.26,0.67
chi_2022_3,2022,chi,3,hou,0.48,0.42,0.36,0.55,0.58,0.49,0.59,0.6
chi_2022_4,2022,chi,4,nyg,0.36,0.33,0.44,0.28,0.38,0.34,0.38,0.83
chi_2022_5,2022,chi,5,min,0.44,0.46,0.69,0.2,0.35,0.4,0.32,0.75
chi_2022_6,2022,chi,6,was,0.38,0.38,0.38,0.5,0.52,0.55,0.37,0.44
chi_2022_7,2022,chi,7,ne,0.69,0.57,0.52,0.67,0.65,0.63,0.44,0.79
chi_2022_8,2022,chi,8,dal,0.4,0.56,0.62,0.58,0.13,0.28,0.1,0.69
chi_2022_9,2022,chi,9,mia,0.4,0.67,0.78,0.58,0.1,0.1,0.55,0.26
chi_2022_10,2022,chi,10,det,0.54,0.58,0.58,0.62,0.4,0.28,0.55,0.63
chi_2022_11,2022,chi,11,atl,0.29,0.38,0.46,0.39,0.44,0.4,0.43,0.24
chi_2022_12,2022,chi,12,nyj,0.21,0.43,0.42,0.51,0,0.05,0.22,0.59
chi_2022_13,2022,chi,13,gb,0.47,0.55,0.53,0.68,0.32,0.38,0.3,0.59
cin_2022_1,2022,cin,1,pit,0.43,0.33,0.43,0.31,0.69,0.58,0.72,0.47
cin_2022_2,2022,cin,2,dal,0.45,0.43,0.55,0.35,0.47,0.43,0.48,0.7
cin_2022_3,2022,cin,3,nyj,0.69,0.58,0.76,0.41,0.72,0.67,0.51,0.55
cin_2022_4,2022,cin,4,mia,0.71,0.58,0.73,0.45,0.69,0.56,0.73,0.72
cin_2022_5,2022,cin,5,bal,0.56,0.54,0.52,0.66,0.54,0.62,0.29,0.56
cin_2022_6,2022,cin,6,no,0.64,0.67,0.7,0.63,0.43,0.51,0.27,0.62
cin_2022_7,2022,cin,7,atl,0.73,0.69,0.85,0.52,0.63,0.48,0.63,0.48
cin_2022_8,2022,cin,8,cle,0.19,0.32,0.35,0.46,0.28,0.23,0.31,0.36
cin_2022_9,2022,cin,9,car,0.69,0.72,0.72,0.82,0.57,0.55,0.48,0.36
cin_2022_11,2022,cin,11,pit,0.57,0.57,0.7,0.43,0.39,0.41,0.4,0.8
cin_2022_12,2022,cin,12,ten,0.7,0.65,0.65,0.7,0.59,0.48,0.71,0.66
cin_2022_13,2022,cin,13,kc,0.67,0.67,0.8,0.52,0.5,0.59,0.26,0.61
cle_2022_1,2022,cle,1,car,0.52,0.5,0.5,0.62,0.46,0.48,0.39,0.69
cle_2022_2,2022,cle,2,nyj,0.62,0.73,0.85,0.65,0.29,0.31,0.5,0.62
cle_2022_3,2022,cle,3,pit,0.52,0.6,0.71,0.53,0.36,0.45,0.24,0.53
cle_2022_4,2022,cle,4,atl,0.44,0.42,0.43,0.49,0.52,0.7,0.27,0.56
cle_2022_5,2022,cle,5,lac,0.4,0.59,0.64,0.57,0.2,0.39,0.03,0.41
cle_2022_6,2022,cle,6,ne,0.32,0.4,0.46,0.39,0.27,0.24,0.48,0.62
cle_2022_7,2022,cle,7,bal,0.67,0.59,0.61,0.69,0.68,0.61,0.57,0.53
cle_2022_8,2022,cle,8,cin,0.81,0.69,0.89,0.64,0.8,0.74,0.43,0.49
cle_2022_10,2022,cle,10,mia,0.27,0.45,0.49,0.46,0.06,0.23,0.05,0.68
cle_2022_11,2022,cle,11,buf,0.54,0.63,0.86,0.28,0.45,0.47,0.38,0.3
cle_2022_12,2022,cle,12,tb,0.61,0.56,0.58,0.59,0.51,0.52,0.41,0.75
cle_2022_13,2022,cle,13,hou,0.52,0.33,0.34,0.42,0.65,0.59,0.57,0.98
dal_2022_1,2022,dal,1,tb,0.31,0.28,0.34,0.49,0.51,0.61,0.29,0.58
dal_2022_2,2022,dal,2,cin,0.79,0.56,0.65,0.53,0.89,0.75,0.73,0.7
dal_2022_3,2022,dal,3,nyg,0.69,0.6,0.67,0.65,0.63,0.67,0.24,0.72
dal_2022_4,2022,dal,4,was,0.6,0.51,0.75,0.32,0.65,0.66,0.41,0.6
dal_2022_5,2022,dal,5,lar,0.55,0.44,0.16,0.67,0.67,0.58,0.7,0.59
dal_2022_6,2022,dal,6,phi,0.62,0.51,0.5,0.59,0.67,0.6,0.57,0.67
dal_2022_7,2022,dal,7,det,0.74,0.5,0.66,0.46,0.88,0.79,0.66,0.76
dal_2022_8,2022,dal,8,chi,0.72,0.69,0.68,0.8,0.53,0.51,0.45,0.68
dal_2022_10,2022,dal,10,gb,0.45,0.49,0.5,0.55,0.4,0.28,0.48,0.57
dal_2022_11,2022,dal,11,min,0.8,0.55,0.69,0.45,0.84,0.74,0.64,0.92
dal_2022_12,2022,dal,12,nyg,0.52,0.49,0.67,0.46,0.58,0.5,0.59,0.49
dal_2022_13,2022,dal,13,ind,0.77,0.66,0.65,0.73,0.74,0.71,0.49,0.57
den_2022_1,2022,den,1,sea,0.52,0.44,0.67,0.19,0.67,0.54,0.74,0.5
den_2022_2,2022,den,2,hou,0.49,0.46,0.51,0.55,0.55,0.59,0.32,0.54
den_2022_3,2022,den,3,sf,0.59,0.41,0.47,0.42,0.82,0.75,0.56,0.61
den_2022_4,2022,den,4,lv,0.43,0.41,0.54,0.32,0.47,0.51,0.35,0.65
den_2022_5,2022,den,5,ind,0.44,0.37,0.42,0.49,0.72,0.69,0.49,0.31
den_2022_6,2022,den,6,lac,0.43,0.41,0.5,0.37,0.54,0.56,0.36,0.47
den_2022_7,2022,den,7,nyj,0.45,0.47,0.5,0.52,0.53,0.56,0.38,0.38
den_2022_8,2022,den,8,jax,0.63,0.48,0.55,0.5,0.77,0.95,0.24,0.62
den_2022_10,2022,den,10,ten,0.33,0.32,0.45,0.32,0.5,0.42,0.67,0.5
den_2022_11,2022,den,11,lv,0.3,0.45,0.59,0.34,0.31,0.28,0.43,0.25
den_2022_12,2022,den,12,car,0.31,0.36,0.4,0.45,0.39,0.1,0.51,0.51
den_2022_13,2022,den,13,bal,0.72,0.5,0.73,0.33,0.81,0.73,0.6,0.84
det_2022_1,2022,det,1,phi,0.59,0.58,0.62,0.65,0.5,0.53,0.35,0.6
det_2022_2,2022,det,2,was,0.68,0.6,0.64,0.66,0.54,0.48,0.6,0.82
det_2022_3,2022,det,3,min,0.44,0.55,0.6,0.53,0.34,0.42,0.25,0.43
det_2022_4,2022,det,4,sea,0.34,0.56,0.67,0.51,0.06,0.26,0,0.55
det_2022_5,2022,det,5,ne,0.27,0.39,0.37,0.51,0.19,0.09,0.37,0.65
det_2022_7,2022,det,7,dal,0.38,0.38,0.46,0.38,0.5,0.42,0.52,0.47
det_2022_8,2022,det,8,mia,0.51,0.6,0.65,0.68,0.31,0.32,0.44,0.59
det_2022_9,2022,det,9,gb,0.59,0.39,0.54,0.32,0.87,0.74,0.72,0.56
det_2022_10,2022,det,10,chi,0.44,0.52,0.72,0.34,0.35,0.42,0.27,0.53
det_2022_11,2022,det,11,nyg,0.68,0.61,0.56,0.69,0.52,0.52,0.42,0.84
det_2022_12,2022,det,12,buf,0.56,0.5,0.61,0.4,0.6,0.59,0.41,0.6
det_2022_13,2022,det,13,jax,0.78,0.65,0.72,0.56,0.68,0.64,0.49,0.81
gb_2022_1,2022,gb,1,min,0.41,0.49,0.45,0.69,0.31,0.36,0.32,0.59
gb_2022_2,2022,gb,2,chi,0.66,0.58,0.7,0.56,0.63,1,0.22,0.64
gb_2022_3,2022,gb,3,tb,0.52,0.48,0.58,0.37,0.54,0.53,0.46,0.62
gb_2022_4,2022,gb,4,ne,0.58,0.61,0.6,0.67,0.48,0.66,0.23,0.48
gb_2022_5,2022,gb,5,nyg,0.46,0.52,0.58,0.51,0.28,0.33,0.29,0.73
gb_2022_6,2022,gb,6,nyj,0.29,0.41,0.54,0.29,0.48,0.61,0.29,0
gb_2022_7,2022,gb,7,was,0.59,0.61,0.7,0.43,0.47,0.47,0.41,0.53
gb_2022_8,2022,gb,8,buf,0.67,0.65,0.62,0.78,0.6,0.68,0.3,0.44
gb_2022_9,2022,gb,9,det,0.4,0.28,0.34,0.29,0.68,0.62,0.57,0.58
gb_2022_10,2022,gb,10,dal,0.71,0.69,0.85,0.6,0.57,0.61,0.35,0.53
gb_2022_11,2022,gb,11,ten,0.45,0.5,0.6,0.37,0.31,0.26,0.48,0.7
gb_2022_12,2022,gb,12,phi,0.58,0.61,0.7,0.6,0.38,0.57,0.16,0.73
gb_2022_13,2022,gb,13,chi,0.45,0.54,0.57,0.6,0.32,0.49,0.11,0.52
hou_2022_1,2022,hou,1,ind,0.44,0.45,0.6,0.32,0.36,0.41,0.32,0.76
hou_2022_2,2022,hou,2,den,0.32,0.39,0.41,0.49,0.39,0.49,0.21,0.44
hou_2022_3,2022,hou,3,chi,0.36,0.27,0.32,0.28,0.51,0.64,0.3,0.86
hou_2022_4,2022,hou,4,lac,0.33,0.44,0.48,0.61,0.24,0.25,0.45,0.59
hou_2022_5,2022,hou,5,jax,0.47,0.41,0.46,0.48,0.53,0.52,0.46,0.67
hou_2022_7,2022,hou,7,lv,0.26,0.45,0.52,0.46,0.1,0.29,0.03,0.54
hou_2022_8,2022,hou,8,ten,0.3,0.26,0.29,0.39,0.5,1,0.13,0.63
hou_2022_9,2022,hou,9,phi,0.54,0.51,0.57,0.53,0.54,0.44,0.61,0.59
hou_2022_10,2022,hou,10,nyg,0.45,0.44,0.6,0.31,0.4,0.2,0.48,0.8
hou_2022_11,2022,hou,11,was,0.22,0.21,0.29,0.2,0.42,0.39,0.42,0.61
hou_2022_12,2022,hou,12,mia,0.27,0.13,0.14,0.42,0.6,0.54,0.58,0.77
hou_2022_13,2022,hou,13,cle,0.38,0.25,0.36,0.16,0.77,0.76,0.54,0.42
ind_2022_1,2022,ind,1,hou,0.34,0.42,0.51,0.38,0.38,0.32,0.61,0.39
ind_2022_2,2022,ind,2,jax,0,0,0,0.31,0.37,0.16,0.62,0.62
ind_2022_3,2022,ind,3,kc,0.59,0.35,0.43,0.31,0.77,0.61,0.81,0.93
ind_2022_4,2022,ind,4,ten,0.33,0.39,0.56,0.22,0.42,0.46,0.34,0.42
ind_2022_5,2022,ind,5,den,0.35,0.27,0.31,0.39,0.57,0.59,0.38,0.63
ind_2022_6,2022,ind,6,jax,0.49,0.54,0.6,0.43,0.38,0.48,0.27,0.59
ind_2022_7,2022,ind,7,ten,0.42,0.38,0.39,0.57,0.6,0.63,0.45,0.47
ind_2022_8,2022,ind,8,was,0.49,0.47,0.56,0.45,0.46,0.44,0.47,0.68
ind_2022_9,2022,ind,9,ne,0.3,0.2,0.26,0.23,0.81,0.67,0.73,0.17
ind_2022_10,2022,ind,10,lv,0.49,0.51,0.53,0.57,0.51,0.45,0.57,0.45
ind_2022_11,2022,ind,11,phi,0.51,0.4,0.56,0.31,0.7,0.66,0.53,0.54
ind_2022_12,2022,ind,12,pit,0.43,0.34,0.37,0.39,0.48,0.55,0.32,0.89
ind_2022_13,2022,ind,13,dal,0.26,0.32,0.39,0.35,0.3,0.45,0.16,0.64
jax_2022_1,2022,jax,1,was,0.48,0.51,0.52,0.77,0.46,0.4,0.61,0.49
jax_2022_2,2022,jax,2,ind,0.82,0.6,0.9,0.33,0.95,0.85,0.57,0.59
jax_2022_3,2022,jax,3,lac,0.59,0.56,0.81,0.33,0.51,0.43,0.81,0.63
jax_2022_4,2022,jax,4,phi,0.38,0.28,0.38,0.2,0.6,0.62,0.45,0.66
jax_2022_5,2022,jax,5,hou,0.41,0.46,0.53,0.43,0.34,0.31,0.37,0.63
jax_2022_6,2022,jax,6,ind,0.4,0.57,0.6,0.62,0.13,0.21,0.49,0.59
jax_2022_7,2022,jax,7,nyg,0.49,0.57,0.65,0.57,0.31,0.38,0.26,0.61
jax_2022_8,2022,jax,8,den,0.36,0.38,0.26,0.63,0.35,0.37,0.35,0.72
jax_2022_9,2022,jax,9,lv,0.59,0.6,0.79,0.44,0.5,0.41,0.66,0.55
jax_2022_10,2022,jax,10,kc,0.39,0.55,0.61,0.43,0.19,0.23,0.47,0.53
jax_2022_12,2022,jax,12,bal,0.54,0.46,0.68,0.19,0.52,0.38,0.61,0.8
jax_2022_13,2022,jax,13,det,0.25,0.35,0.45,0.38,0.28,0.27,0.44,0.49
kc_2022_1,2022,kc,1,ari,0.59,0.63,0.77,0.33,0.45,0.43,0.54,0.51
kc_2022_2,2022,kc,2,lac,0.52,0.51,0.61,0.4,0.44,0.43,0.49,0.73
kc_2022_3,2022,kc,3,ind,0.38,0.43,0.56,0.26,0.57,0.5,0.57,0.17
kc_2022_4,2022,kc,4,tb,0.54,0.62,0.63,0.68,0.23,0.32,0.5,0.81
kc_2022_5,2022,kc,5,lv,0.52,0.54,0.64,0.41,0.42,0.49,0.28,0.63
kc_2022_6,2022,kc,6,buf,0.5,0.56,0.64,0.46,0.33,0.33,0.45,0.68
kc_2022_7,2022,kc,7,sf,1,1,0.99,1,0.57,0.58,0.36,0.58
kc_2022_9,2022,kc,9,ten,0.57,0.51,0.61,0.24,0.56,0.81,0.26,0.69
kc_2022_10,2022,kc,10,jax,0.65,0.72,0.84,0.43,0.44,0.45,0.48,0.45
kc_2022_11,2022,kc,11,lac,0.6,0.65,0.73,0.55,0.38,0.43,0.32,0.62
kc_2022_12,2022,kc,12,lar,0.73,0.55,0.63,0.44,0.8,0.74,0.58,0.68
kc_2022_13,2022,kc,13,cin,0.52,0.62,0.63,0.66,0.28,0.26,0.43,0.61
lac_2022_1,2022,lac,1,lv,0.64,0.46,0.64,0.31,0.87,0.76,0.59,0.53
lac_2022_1,2022,lac,1,lv,0.64,0.46,0.64,0.31,0.87,0.76,0.59,0.53
lac_2022_2,2022,lac,2,kc,0.55,0.49,0.57,0.38,0.6,0.56,0.5,0.59
lac_2022_2,2022,lac,2,kc,0.55,0.49,0.57,0.38,0.6,0.56,0.5,0.59
lac_2022_3,2022,lac,3,jax,0.25,0.29,0.41,0.18,0.37,0.27,0.53,0.55
lac_2022_3,2022,lac,3,jax,0.25,0.29,0.41,0.18,0.37,0.27,0.53,0.55
lac_2022_4,2022,lac,4,hou,0.48,0.58,0.74,0.36,0.31,0.43,0.11,0.52
lac_2022_4,2022,lac,4,hou,0.48,0.58,0.74,0.36,0.31,0.43,0.11,0.52
lac_2022_5,2022,lac,5,cle,0.52,0.56,0.62,0.65,0.39,0.44,0.32,0.59
lac_2022_5,2022,lac,5,cle,0.52,0.56,0.62,0.65,0.39,0.44,0.32,0.59
lac_2022_6,2022,lac,6,den,0.58,0.5,0.56,0.5,0.54,0.52,0.46,0.84
lac_2022_6,2022,lac,6,den,0.58,0.5,0.56,0.5,0.54,0.52,0.46,0.84
lac_2022_7,2022,lac,7,sea,0.34,0.41,0.48,0.29,0.3,0.44,0.15,0.65
lac_2022_7,2022,lac,7,sea,0.34,0.41,0.48,0.29,0.3,0.44,0.15,0.65
lac_2022_9,2022,lac,9,atl,0.39,0.36,0.46,0.29,0.49,0.63,0.26,0.62
lac_2022_9,2022,lac,9,atl,0.39,0.36,0.46,0.29,0.49,0.63,0.26,0.62
lac_2022_10,2022,lac,10,sf,0.36,0.39,0.47,0.42,0.43,0.45,0.35,0.53
lac_2022_10,2022,lac,10,sf,0.36,0.39,0.47,0.42,0.43,0.45,0.35,0.53
lac_2022_11,2022,lac,11,kc,0.5,0.51,0.57,0.52,0.38,0.43,0.31,0.74
lac_2022_11,2022,lac,11,kc,0.5,0.51,0.57,0.52,0.38,0.43,0.31,0.74
lac_2022_12,2022,lac,12,ari,0.45,0.48,0.55,0.35,0.4,0.32,0.52,0.64
lac_2022_12,2022,lac,12,ari,0.45,0.48,0.55,0.35,0.4,0.32,0.52,0.64
lac_2022_13,2022,lac,13,lv,0.37,0.34,0.4,0.33,0.53,0.57,0.36,0.53
lac_2022_13,2022,lac,13,lv,0.37,0.34,0.4,0.33,0.53,0.57,0.36,0.53
lar_2022_1,2022,lar,1,buf,0.34,0.31,0.39,0.34,0.5,0.39,0.83,0.58
lar_2022_2,2022,lar,2,atl,0.45,0.49,0.55,0.52,0.6,0.45,0.72,0.12
lar_2022_3,2022,lar,3,ari,0.56,0.53,0.65,0.56,0.5,0.48,0.52,0.66
lar_2022_4,2022,lar,4,sf,0.41,0.4,0.48,0.39,0.41,0.33,0.57,0.73
lar_2022_5,2022,lar,5,dal,0.53,0.47,0.57,0.29,0.72,0.91,0.39,0.29
lar_2022_6,2022,lar,6,car,0.64,0.5,0.65,0.49,0.71,0.69,0.5,0.7
lar_2022_8,2022,lar,8,sf,0.37,0.53,0.65,0.33,0.18,0.15,0.42,0.51
lar_2022_9,2022,lar,9,tb,0.35,0.32,0.45,0.23,0.57,0.5,0.66,0.43
lar_2022_10,2022,lar,10,ari,0.35,0.4,0.45,0.48,0.4,0.44,0.33,0.5
lar_2022_11,2022,lar,11,no,0.48,0.51,0.58,0.51,0.35,0.31,0.52,0.73
lar_2022_12,2022,lar,12,kc,0.36,0.25,0.29,0.34,0.54,0.47,0.61,0.81
lar_2022_13,2022,lar,13,sea,0.53,0.49,0.41,0.68,0.45,0.44,0.51,0.82
lv_2022_1,2022,lv,1,lac,0.27,0.29,0.35,0.38,0.37,0.27,0.56,0.65
lv_2022_2,2022,lv,2,ari,0.47,0.46,0.55,0.38,0.48,0.54,0.26,0.63
lv_2022_3,2022,lv,3,ten,0.39,0.47,0.6,0.47,0.31,0.3,0.37,0.59
lv_2022_4,2022,lv,4,den,0.53,0.58,0.62,0.61,0.45,0.37,0.6,0.44
lv_2022_5,2022,lv,5,kc,0.57,0.54,0.54,0.64,0.48,0.45,0.54,0.71
lv_2022_7,2022,lv,7,hou,0.57,0.7,0.73,0.76,0.26,0.31,0.34,0.59
lv_2022_8,2022,lv,8,no,0.16,0.24,0.32,0.26,0.28,0.29,0.35,0.56
lv_2022_9,2022,lv,9,jax,0.36,0.48,0.54,0.45,0.23,0.17,0.4,0.57
lv_2022_10,2022,lv,10,ind,0.45,0.54,0.62,0.47,0.21,0.31,0.21,0.78
lv_2022_11,2022,lv,11,den,0.67,0.69,0.84,0.57,0.39,0.31,0.53,0.75
lv_2022_12,2022,lv,12,sea,0.56,0.61,0.72,0.58,0.42,0.41,0.52,0.53
lv_2022_13,2022,lv,13,lac,0.55,0.5,0.5,0.56,0.6,0.56,0.53,0.53
mia_2022_1,2022,mia,1,ne,0.62,0.52,0.62,0.45,0.64,0.61,0.51,0.65
mia_2022_2,2022,mia,2,bal,0.52,0.73,0.81,0.55,0.24,0,0.7,0.24
mia_2022_3,2022,mia,3,buf,0.7,0.68,0.85,0.59,0.55,0.51,0.57,0.6
mia_2022_4,2022,mia,4,cin,0.46,0.49,0.67,0.33,0.48,0.35,0.63,0.44
mia_2022_5,2022,mia,5,nyj,0.36,0.51,0.51,0.65,0.23,0.3,0.23,0.5
mia_2022_6,2022,mia,6,min,0.46,0.47,0.57,0.37,0.54,0.55,0.4,0.36
mia_2022_7,2022,mia,7,pit,0.6,0.53,0.67,0.5,0.63,0.57,0.57,0.55
mia_2022_8,2022,mia,8,det,0.65,0.72,0.81,0.53,0.34,0.41,0.3,0.67
mia_2022_9,2022,mia,9,chi,0.54,0.7,0.91,0.29,0.24,0.17,0.46,0.47
mia_2022_10,2022,mia,10,cle,0.73,0.71,0.85,0.58,0.61,0.54,0.6,0.5
mia_2022_12,2022,mia,12,hou,0.65,0.51,0.63,0.35,0.78,0.72,0.45,0.56
mia_2022_13,2022,mia,13,sf,0.47,0.38,0.43,0.64,0.62,0.55,0.58,0.62
min_2022_1,2022,min,1,gb,0.62,0.58,0.7,0.46,0.54,0.59,0.29,0.67
min_2022_2,2022,min,2,phi,0.37,0.4,0.47,0.45,0.38,0.43,0.3,0.63
min_2022_3,2022,min,3,det,0.57,0.58,0.6,0.61,0.55,0.52,0.47,0.41
min_2022_4,2022,min,4,no,0.42,0.43,0.59,0.33,0.35,0.39,0.32,0.83
min_2022_5,2022,min,5,chi,0.39,0.5,0.55,0.56,0.43,0.25,0.88,0.18
min_2022_6,2022,min,6,mia,0.6,0.47,0.49,0.58,0.71,0.62,0.61,0.69
min_2022_8,2022,min,8,ari,0.48,0.55,0.52,0.7,0.41,0.41,0.52,0.45
min_2022_9,2022,min,9,was,0.48,0.44,0.55,0.35,0.59,0.62,0.38,0.5
min_2022_10,2022,min,10,buf,0.43,0.44,0.51,0.44,0.44,0.42,0.51,0.57
min_2022_11,2022,min,11,dal,0.28,0.3,0.39,0.39,0.42,0.27,0.56,0.51
min_2022_12,2022,min,12,ne,0.51,0.55,0.77,0.27,0.28,0.31,0.54,0.89
min_2022_13,2022,min,13,nyj,0.58,0.52,0.55,0.6,0.56,0.55,0.44,0.67
ne_2022_1,2022,ne,1,mia,0.53,0.39,0.41,0.49,0.7,0.63,0.58,0.65
ne_2022_2,2022,ne,2,pit,0.63,0.6,0.64,0.74,0.57,0.58,0.42,0.54
ne_2022_3,2022,ne,3,bal,0.39,0.5,0.44,0.67,0.33,0.45,0.15,0.44
ne_2022_4,2022,ne,4,gb,0.48,0.42,0.41,0.54,0.49,0.56,0.32,0.76
ne_2022_5,2022,ne,5,det,0.65,0.49,0.83,0.28,0.79,0.76,0.5,0.63
ne_2022_6,2022,ne,6,cle,0.67,0.49,0.73,0.36,0.84,0.72,0.66,0.58
