,feature,t_stat,t_stat_abs,rsqrd,adj_rsqrd,runNum
2153,rec_depth_center_behind_los_contested_receptions_rec_depth_dog,-36.30315832286567,36.30315832286567,0.08431720719987637,0.004559286974443426,124415.23811613281
2723,rec_depth_right_behind_los_interceptions_rec_depth_fav,-36.30275506448845,36.30275506448845,0.08433820875675349,0.004466630584833696,126344.68928519647
279,def_coverage_summary_snap_counts_coverage_def_cov_summ_fav,-2.9166123779609516,2.9184624035158033,0.09039060227448012,0.010339655080479506,125882.42547307133
72,block_summary_snap_counts_lg_block_dog,2.9039307271498656,2.9039307271498656,0.08980151981466739,0.009908906488338969,125783.41397771669
1621,pass_under_pressure_blitz_sacks_pass_pressure_fav,-2.743900157727437,2.7476886323751213,0.08922732688393718,0.009427142195191241,126539.43881550297
854,off_dvoa_fav,2.719777769286969,2.719777769286969,0.08961524254047606,0.009556401570428825,124443.24185908822
281,def_coverage_summary_snap_counts_pass_play_def_cov_summ_fav,-2.5662166594274156,2.626785617564978,0.08870752756390532,0.00882408667073879,125986.23365868087
828,kicking_pat_percent_dog,-2.542294062453843,2.542294062453843,0.08881851808767904,0.008495160543059866,124836.28743217481
2940,rec_depth_short_first_downs_rec_depth_dog,-2.5116786833927867,2.5118273211180484,0.0886836047055808,0.008601599292295987,125256.71723441109
3231,run_block_zone_snap_counts_run_block_run_block_fav,-2.480104824296614,2.4814732850831667,0.08842597333583326,0.008419912259103117,125858.216982518
829,kicking_pat_percent_fav,-2.4772293597335913,2.4772293597335913,0.08800444758273654,0.008054642230217905,125363.80793602897
3233,run_block_zone_snap_counts_run_play_run_block_fav,-2.395199176756625,2.465856766680778,0.08883465849897038,0.008299668923070323,125980.49977324263
283,def_coverage_summary_stops_def_cov_summ_fav,-2.445482125852763,2.445482125852763,0.0882791839724956,0.008305055544633087,124758.58625180897
222,def_coverage_scheme_zone_yards_per_coverage_snap_def_cov_schem_dog,-2.432138051122758,2.432138051122758,0.08844096658301735,0.008117640939360193,124594.71105636864
285,def_coverage_summary_tackles_def_cov_summ_fav,-2.389817280710854,2.390596440982512,0.08770245806843917,0.008306056713438382,125270.33713017752
404,def_summary_grades_defense_penalty_def_stats_dog,2.3690564320825027,2.3691657358606073,0.08828349951068695,0.007896317213107565,126927.12703774417
266,def_coverage_summary_missed_tackle_rate_def_cov_summ_dog,-2.3325254746237016,2.3325254746237016,0.08831558124455136,0.007796118973638779,124858.83223924143
1286,pass_rush_pass_rush_win_rate_pass_rush_summ_fav,-2.3243142271243955,2.3243142271243955,0.08790720989620482,0.007698350853387174,125844.2130116959
2978,rec_depth_short_yards_rec_depth_dog,-2.3142339028735472,2.3165861193235346,0.08896901046890829,0.00819756265409241,126528.82447735191
2908,rec_depth_right_short_targets_percent_rec_depth_dog,-2.2911874241399874,2.293522982560183,0.08850667172951632,0.008021587980229125,125695.5443019313
1620,pass_under_pressure_blitz_sacks_pass_pressure_dog,-2.2923408384282906,2.292618136534927,0.0874386366841922,0.007609326701680834,125479.3814342279
1502,pass_time_more_avg_time_to_throw_time_pocket_dog,-2.271704928421383,2.271729187098719,0.0875111484728627,0.007579637241639947,125892.87825319805
1200,pass_depth_medium_drop_rate_passdepth_fav,-2.2624425381472295,2.2624425381472295,0.08780605322145575,0.007555396284264024,125247.95730270907
753,height_clean_rush_fav,2.2622237859289425,2.2622237859289425,0.08756074843280016,0.007703952602035911,125130.37114763721
