,feature,t_stat,t_stat_abs,rsqrd,adj_rsqrd,runNum
1621,pass_under_pressure_blitz_sacks_pass_pressure_fav,-2.9532285053328318,2.9594605891292725,0.08303160403240807,0.009901002329495923,50061.03367385547
3235,run_block_zone_snap_counts_run_play_run_block_fav,-2.7922634544242904,2.86382993961584,0.08326547587644849,0.00986031913186068,50016.0216832047
3233,run_block_zone_snap_counts_run_block_run_block_fav,-2.862160311132173,2.8624170713554955,0.08350641936393526,0.009628968770386478,49853.32043170823
72,block_summary_snap_counts_lg_block_dog,2.8086347939864464,2.8086347939864464,0.08244837140477651,0.00920186334036675,50766.02244750181
279,def_coverage_summary_snap_counts_coverage_def_cov_summ_fav,-2.740256104884965,2.7454953164032556,0.08353811229717334,0.009398576511647385,50256.05884463581
854,off_dvoa_fav,2.7063380240339123,2.7063380240339123,0.08269854627365708,0.009056033123187047,49665.59992912828
1502,pass_time_more_avg_time_to_throw_time_pocket_dog,-2.652612630270548,2.652612630270548,0.08232596234472103,0.008873379699421981,50116.1407570746
2107,rec_depth_behind_los_grades_hands_drop_rec_depth_dog,-2.5889924992581053,2.5889996587848,0.08264156254274119,0.008734509872868295,48776.18007939372
281,def_coverage_summary_snap_counts_pass_play_def_cov_summ_fav,-2.48822442759997,2.5307671539857117,0.08152592342846957,0.008629280655285915,49869.35492133187
3211,run_block_gap_snap_counts_run_block_percent_run_block_fav,2.4936851510170754,2.501477765595724,0.08208461617359405,0.008611015471139703,50777.671081677705
3231,run_block_zone_snap_counts_run_block_percent_run_block_fav,-2.461234836040254,2.4793782505843835,0.0818888064587154,0.008430173931711608,49872.510464703795
3417,special_teams_tgs_fav,2.462188728642141,2.462188728642141,0.0817126558750178,0.007853109594293377,49513.959272727276
2101,rec_depth_behind_los_drops_rec_depth_dog,2.4412653859669478,2.4473882654754995,0.08314600648401606,0.008170440070275413,47847.076671511626
2668,rec_depth_medium_fumbles_rec_depth_fav,-2.4472794854844673,2.4472794854844673,0.08155514750580621,0.007900777727972954,50218.2175994109
