,feature,t_stat,t_stat_abs,rsqrd,adj_rsqrd,runNum
4094,rec_scheme_zone_drop_rate_rec_schem_fav,3.0023802523966894,3.0023802523966894,0.074600481539452,-0.005343610396676341,98143.81296163927
4270,run_block_zone_snap_counts_run_play_run_block_fav,2.8802806275650465,2.8848225084660664,0.07391099522693272,-0.005590129269866906,99863.05892296547
4268,run_block_zone_snap_counts_run_block_run_block_fav,2.8774281268417274,2.883409739439226,0.07493255870270789,-0.005507407508669717,98965.51425786011
3451,rec_depth_deep_yards_per_reception_rec_depth_dog,-2.831533519701515,2.831533519701515,0.07345559800627853,-0.006064874825009446,100968.07285239677
4309,run_defense_stop_percent_run_def_summ_fav,-2.7255363654129683,2.7255363654129683,0.07411163789485943,-0.006644826883412985,101543.88773829136
4465,speed_clean_rush_fav,2.7188509393944047,2.7190061260428995,0.07389392802965118,-0.006568195378985575,100461.02320625148
1116,broad_jump_rush_fav,-2.714866589164169,2.714866589164169,0.07375798363043007,-0.006584077247025149,100350.81604328394
4246,run_block_gap_snap_counts_run_block_percent_run_block_fav,-2.713486356806211,2.713486356806211,0.07377175887796596,-0.006467545988607403,100914.1322173702
3126,rec_depth_behind_los_contested_targets_rec_depth_fav,2.6737980558255945,2.6737980558255945,0.07367844771974891,-0.006708689480685906,99428.88687350835
2600,pass_under_pressure_blitz_bats_pass_pressure_dog,-2.627378737969676,2.627378737969676,0.07360837090887926,-0.00705662337244855,99529.10130486358
2551,pass_time_more_first_downs_time_pocket_fav,-2.559859744398886,2.559859744398886,0.07375115686250774,-0.007067961510394652,100898.91824502517
1744,explosive_rush_fav,-2.5503448865533858,2.5503907681666758,0.07319478469118797,-0.007011920560348003,98848.69928909953
3965,rec_depth_short_caught_percent_rec_depth_dog,2.5165529228637746,2.5165529228637746,0.0729955088484721,-0.007291872014251385,99854.99270244822
2554,pass_time_more_grades_offense_penalty_time_pocket_dog,2.4963069482738236,2.4963069482738236,0.07333355919273021,-0.007623837687802743,98621.10403397027
1727,draft_yr_passing_dog,2.4610820306171686,2.4610820306171686,0.07301457555434301,-0.007739356845262053,100320.76796763446
4447,size_speed_rush_fav,2.436471081478594,2.438206716479566,0.07287543009305733,-0.007399733315545218,100144.77963311382
3008,rec_concept_screen_contested_targets_rec_concept_fav,2.4331365181017373,2.4331365181017373,0.07220390672890481,-0.0074977546883120685,100246.09341317366
2553,pass_time_more_grades_hands_fumble_time_pocket_fav,2.4294175566221505,2.4294175566221505,0.07260308310386403,-0.007515608316031988,99546.44528480264
3859,rec_depth_right_medium_contested_targets_rec_depth_fav,-2.4058269656038833,2.4058269656038833,0.07202907811020351,-0.007421645098888997,101929.54343092185
1769,height_clean_rush_fav,2.4032145978200017,2.4032145978200017,0.072753801723066,-0.007699806461379791,100585.99836142322
3897,rec_depth_right_medium_yards_after_catch_rec_depth_fav,2.40016367559262,2.400639439918527,0.07191964321594298,-0.007614666778434949,99179.3733047823
3520,rec_depth_left_deep_contested_targets_rec_depth_fav,-2.3919262281931095,2.3919262281931095,0.07254197176194126,-0.007885694758916175,99647.0514530729
2541,pass_time_more_def_gen_pressures_time_pocket_fav,-2.375937109706808,2.375937109706808,0.07305611161859692,-0.007448445709277216,100911.14774859288
2102,pass_concept_screen_touchdowns_pass_conc_dog,-2.373043603370361,2.373043603370361,0.07218098089595817,-0.007802848261490007,99921.20362422509
4266,run_block_zone_snap_counts_run_block_percent_run_block_fav,2.3120187900791023,2.32767794761156,0.07278643641563273,-0.00778861928558496,99359.75819768813
194,a0_tm1_pass_tm2_tackling_tgs_fav,-2.3218399782376444,2.321980110091128,0.07293979043162736,-0.007489258402091943,98885.93346284603
1087,block_summary_snap_counts_lg_block_dog,2.3144982626535935,2.3144982626535935,0.07098192466463751,-0.007699981078131903,99998.68658892128
2652,pass_under_pressure_blitz_spikes_pass_pressure_dog,2.282663185251426,2.283864897035068,0.07172674681702104,-0.008109411753137077,99633.39869122636
1480,def_summary_longest_passrush_fav,2.2810423471678463,2.2810423471678463,0.07180344624521909,-0.008189516597989083,101000.07613851993
2095,pass_concept_screen_sack_percent_pass_conc_fav,-2.2605397006072927,2.2605397006072927,0.07183114857388644,-0.008221443182084646,99700.03153468815
4492,vertical_rush_fav,-2.24263195723293,2.2514716341255983,0.07220425899308523,-0.007944995800142015,100382.48575498576
1201,def_coverage_scheme_zone_forced_incompletion_rate_def_cov_schem_dog,2.2431098116661117,2.2431098116661117,0.07234390922394561,-0.00842927891414961,99983.34608864132
1579,def_summary_snap_counts_dl_b_gap_def_cov_dog,2.2300619730842173,2.2300619730842173,0.0720487479047269,-0.008289231819075116,98369.01134784623
2452,pass_time_franchise_id_time_pocket_fav,2.2284773682049837,2.2284773682049837,0.07183205565760974,-0.008274543052648556,97942.99259436216
4165,rec_summary_grades_hands_fumble_rec_dog,2.2100600830893913,2.2100600830893913,0.07162033143954737,-0.008229617259529608,100328.24454677654
1412,def_summary_grades_defense_def_cov_fav,2.209635203436911,2.209635203436911,0.07236798786617926,-0.00833439049504359,98760.43513203214
1601,def_summary_snap_counts_dl_over_t_def_stats_dog,2.201100636476983,2.201100636476983,0.07105743522113858,-0.00817999259247856,100879.38096368384
1941,pass_block_true_pass_set_pbe_pass_block_fav,-2.1818544221829503,2.1818544221829503,0.0714133771495336,-0.008134939982167917,100589.97782063646
2133,pass_depth_behind_los_drop_rate_passdepth_fav,-2.1743890003612965,2.1743890003612965,0.07167975211650608,-0.008319989708061162,100739.3850916885
1045,bench_passing_dog,-2.149107174755188,2.149107174755188,0.07147655158433151,-0.008806317746232495,99844.86785960082
3367,rec_depth_center_short_interceptions_rec_depth_fav,2.135652826514984,2.135652826514984,0.07105116683905253,-0.008504170664088397,102201.47758702909
4497,weight_clean_lbs_bio_dog,-2.1135443842640242,2.1135443842640242,0.07190466206252623,-0.008672817576090812,100293.80477993374
3104,rec_concept_slot_yards_after_catch_per_reception_rec_concept_fav,-2.1044328979589206,2.1044328979589206,0.07197250647926455,-0.008839581977907131,101131.35817024286
2265,pass_depth_short_btt_rate_passdepth_fav,-2.0981864386229114,2.0981864386229114,0.07086737483020174,-0.008577018938412067,100163.32306607101
1391,def_summary_forced_fumbles_passrush_dog,-2.096836062161686,2.096836062161686,0.07145656995271359,-0.008594249482962252,99280.4955962866
1732,draft_yr_rush_fav,-2.09639076746986,2.09639076746986,0.07205442327719719,-0.008634041848250194,99125.47703180212
1618,def_summary_snap_counts_fs_run_def_fav,-2.063984817056515,2.063984817056515,0.0723633173808884,-0.008573295978980511,99551.26118326119
