player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Rayshawn Jenkins,11868,S,JAX,1,0,15,0,2,0,0,1,0,66.7,2,1,25.0,0,0,0,0,5.3,3,57,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Kaden Elliss,51485,LB,NO,1,0,20,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,3,3,1,33.3,0,0,0,0,100.0,3,1,33.3,1,1,0,1,1,0
Kingsley Enagbare,82409,ED,GB,1,0,12,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,100.0,3,3,1,33.3,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Roquan Smith,50892,LB,CHI,1,0,6,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,12.0,3,25,1,33.3,0,0,0,0,100.0,2,0,0.0,0,0,0,1,1,0
Joshua Williams,156083,CB,KC,1,0,16,0,2,0,0,1,1,66.7,2,1,25.0,0,0,0,1,9.1,3,33,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Myjai Sanders,76816,ED,ARZ,1,0,1,0,1,0,0,0,0,60.0,3,1,33.3,1,1,0,1,83.3,5,6,2,30.0,0,0,1,1,40.0,2,1,25.0,0,0,0,1,1,0
Chuck Clark,11941,S,BLT,1,0,3,0,3,0,0,1,0,40.0,2,1,25.0,0,0,0,0,15.6,5,32,3,30.0,0,0,2,0,60.0,3,2,33.3,0,0,0,0,0,0
Zaven Collins,77190,LB,ARZ,1,0,1,0,0,0,0,0,0,12.5,1,0,0.0,0,0,0,0,21.1,8,38,2,25.0,0,0,0,0,87.5,7,2,28.6,2,2,0,2,2,0
Dane Belton,101398,S,NYG,1,0,21,0,1,0,0,0,0,100.0,1,0,0.0,0,0,0,0,6.9,2,29,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kyle Dugger,90621,S,NE,1,0,19,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,6.1,2,33,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Drake Jackson,70839,ED,SF,1,0,28,0,0,0,0,0,0,75.0,3,0,0.0,0,0,0,0,100.0,4,4,1,25.0,0,0,0,0,25.0,1,1,100.0,1,1,0,1,1,0
Grant Delpit,60685,S,CLV,1,0,8,0,1,0,0,1,1,100.0,2,1,25.0,0,0,0,1,5.6,2,36,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Anthony Barr,8644,LB,DAL,1,0,9,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,18.2,2,11,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Juan Thornhill,50426,S,KC,1,0,16,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,4.4,2,45,1,25.0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0,0
Ryan Neal,49132,S,SEA,1,0,29,0,0,0,0,0,0,75.0,3,1,33.3,1,1,0,0,8.5,4,47,1,25.0,0,0,0,0,25.0,1,0,0.0,0,0,0,1,1,0
Justin Reid,49048,S,KC,1,0,16,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,8.9,4,45,2,25.0,0,0,2,0,100.0,4,2,25.0,0,0,0,0,0,0
Mack Wilson,43190,LB,NE,1,0,19,0,0,0,0,0,0,33.3,1,0,0.0,0,0,0,1,17.4,4,23,1,25.0,0,0,0,1,66.7,2,1,50.0,1,0,0,1,0,0
Antoine Winfield Jr.,42475,S,TB,1,0,30,0,0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,11.8,4,34,1,25.0,0,0,0,0,75.0,3,1,33.3,1,1,0,1,1,0
Akeem Davis-Gaither,34788,LB,CIN,1,0,7,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,18.2,2,11,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Drue Tranquill,51276,LB,LAC,1,0,27,1,0,0,0,0,0,54.5,6,0,0.0,0,0,0,0,32.4,11,34,3,22.7,0,1,0,0,45.5,5,3,50.0,2,2,0,2,2,0
Efe Obada,10235,ED,WAS,1,0,32,2,1,0,1,1,1,41.7,5,2,20.0,0,0,0,1,100.0,12,12,4,20.8,0,1,0,0,58.3,7,2,21.4,1,1,0,1,1,0
K'Waun Williams,9332,CB,DEN,1,0,10,0,2,0,0,2,0,80.0,4,2,25.0,0,0,0,0,9.3,5,54,2,20.0,0,0,0,0,20.0,1,0,0.0,0,0,0,0,0,0
Xavier McKinney,55775,S,NYG,1,0,21,0,2,0,0,1,0,40.0,2,1,25.0,0,0,0,0,13.9,5,36,2,20.0,0,0,1,0,60.0,3,1,16.7,0,0,0,0,0,0
Cameron Thomas,82387,ED,ARZ,1,0,1,0,0,0,0,0,0,40.0,2,1,50.0,1,1,0,0,100.0,5,5,1,20.0,0,0,0,0,60.0,3,0,0.0,0,0,0,1,1,0
Dante Fowler Jr.,9436,ED,DAL,1,0,9,0,1,0,0,1,0,37.5,3,1,16.7,0,0,0,0,100.0,8,8,2,18.8,0,0,0,0,62.5,5,1,20.0,1,1,0,1,1,0
Tyquan Lewis,48475,ED,IND,1,0,14,0,4,0,0,3,1,82.4,14,4,17.9,1,1,0,1,100.0,17,17,5,17.6,0,0,1,0,17.6,3,1,16.7,0,0,0,1,1,0
Myles Garrett,11756,ED,CLV,1,0,8,0,6,0,0,4,0,63.3,19,5,15.8,1,1,0,0,100.0,30,30,8,16.7,0,0,2,0,36.7,11,3,18.2,1,1,0,2,2,0
Geno Stone,55967,S,BLT,1,0,3,0,1,0,0,1,0,66.7,2,1,25.0,0,0,0,0,10.7,3,28,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Dre Greenlaw,51503,LB,SF,1,0,28,0,1,0,0,0,0,66.7,2,0,0.0,0,0,0,0,17.6,3,17,1,16.7,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Jaelan Phillips,56902,ED,MIA,1,0,17,2,3,0,0,2,0,52.4,11,2,9.1,0,0,0,0,87.5,21,24,6,16.7,0,2,1,0,47.6,10,4,25.0,1,1,0,1,1,0
Patrick Queen,57941,LB,BLT,1,0,3,0,1,0,0,0,0,60.0,3,1,33.3,1,1,0,0,33.3,9,27,2,16.7,0,0,0,0,40.0,2,0,0.0,0,0,0,1,1,0
Tae Crowder,35774,LB,NYG,1,0,21,0,2,0,0,0,0,33.3,2,0,0.0,0,0,0,0,23.1,6,26,2,16.7,0,0,2,0,66.7,4,2,25.0,0,0,0,0,0,0
Pete Werner,58093,LB,NO,1,0,20,0,1,0,0,1,1,66.7,2,1,25.0,0,0,0,1,7.7,3,39,1,16.7,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Von Miller,6154,ED,BUF,1,0,4,0,7,0,0,3,0,44.4,16,5,21.9,2,2,0,0,100.0,36,36,9,15.3,0,0,4,0,55.6,20,4,10.0,0,1,1,2,3,1
Za'Darius Smith,9555,ED,MIN,1,0,18,2,7,0,0,1,0,27.9,12,1,4.2,0,0,0,0,97.7,43,44,11,15.1,0,2,6,0,72.1,31,10,19.4,2,2,1,2,2,1
Carl Nassib,10699,ED,TB,1,0,30,0,1,0,0,1,0,80.0,8,2,18.8,1,1,0,0,100.0,10,10,2,15.0,0,0,0,0,20.0,2,0,0.0,0,0,0,1,1,0
Cole Holcomb,49753,LB,WAS,1,0,32,0,2,0,0,1,0,42.9,3,1,16.7,0,0,0,1,16.7,7,42,2,14.3,0,0,1,1,57.1,4,1,12.5,0,0,0,0,0,0
Montez Sweat,27271,ED,WAS,1,0,32,3,4,0,0,0,0,6.3,2,0,0.0,0,0,0,1,100.0,32,32,8,14.1,0,3,4,1,93.8,30,8,15.0,1,1,0,1,1,0
Quinnen Williams,44216,DI,NYJ,1,0,22,1,4,0,1,2,0,31.3,10,3,15.0,0,0,0,0,100.0,34,34,7,13.2,0,0,2,0,68.8,22,3,9.1,1,1,0,2,2,0
Budda Baker,11791,S,ARZ,1,0,1,1,0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,10.5,4,38,1,12.5,0,1,0,0,50.0,2,1,25.0,0,0,0,0,0,0
Marcus Davenport,50291,ED,NO,1,0,20,1,4,0,0,0,0,0.0,0,0,,0,0,0,0,87.0,20,23,5,12.5,0,1,4,0,100.0,20,5,12.5,0,0,0,0,0,0
Ryder Anderson,56409,DI,NYG,1,0,21,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,4,4,1,12.5,0,0,1,0,100.0,4,1,12.5,0,0,0,0,0,0
Matt Milano,11918,LB,BUF,1,0,4,1,0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,8.7,4,46,1,12.5,0,1,0,0,75.0,3,1,16.7,0,0,0,0,0,0
Sam Williams,99106,ED,DAL,1,0,9,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,80.0,4,5,1,12.5,0,0,1,0,100.0,4,1,12.5,0,0,0,0,0,0
Xavier Woods,11946,S,CAR,1,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,11.8,4,34,1,12.5,0,0,1,0,100.0,4,1,12.5,0,0,0,0,0,0
Chris Harris Jr.,6457,CB,NO,1,0,20,0,1,0,0,1,0,25.0,1,1,50.0,0,0,0,0,9.5,4,42,1,12.5,0,0,0,0,75.0,3,0,0.0,0,0,0,0,0,0
Dorance Armstrong,48557,ED,DAL,1,0,9,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,16,16,3,12.5,0,0,2,0,100.0,16,3,12.5,1,1,0,1,1,0
A.J. Epenesa,56369,ED,BUF,1,0,4,1,3,0,0,1,0,5.9,1,1,50.0,0,0,0,1,100.0,17,17,4,11.8,0,1,2,1,94.1,16,3,9.4,0,0,0,0,0,0
Alex Singleton,9994,LB,DEN,1,0,10,1,2,0,0,0,0,16.7,2,0,0.0,0,0,0,0,21.3,13,61,3,11.5,0,1,2,0,83.3,10,3,15.0,0,0,0,0,0,0
Jonathan Allen,11772,DI,WAS,1,0,32,0,6,0,0,1,0,8.6,3,1,16.7,0,0,0,1,100.0,35,35,7,11.4,0,0,5,1,91.4,32,6,10.9,1,2,1,1,2,1
Deatrich Wise Jr.,11886,ED,NE,1,0,19,1,5,0,0,1,0,16.7,6,1,8.3,0,0,0,0,94.7,36,38,7,11.1,0,1,4,0,83.3,30,6,11.7,1,1,0,1,1,0
Boogie Basham,44320,ED,BUF,1,0,4,1,1,0,1,0,0,55.6,5,1,10.0,0,0,0,0,100.0,9,9,2,11.1,0,0,1,0,44.4,4,1,12.5,0,0,0,0,0,0
Travis Jones,76914,DI,BLT,1,0,3,1,0,0,1,0,0,57.1,8,2,18.8,1,1,0,0,100.0,14,14,2,10.7,0,0,0,0,42.9,6,0,0.0,0,0,0,1,1,0
Markus Golden,9491,ED,ARZ,1,1,1,0,4,0,0,1,0,42.9,12,1,4.2,0,0,0,1,93.3,28,30,5,10.7,1,0,3,1,57.1,16,4,15.6,1,1,0,1,1,0
Patrick Jones II,43974,ED,MIN,1,0,18,0,2,0,0,0,0,51.7,15,0,0.0,0,0,0,0,100.0,29,29,4,10.3,0,0,2,0,48.3,14,4,21.4,2,2,0,2,2,0
Danielle Hunter,9521,ED,MIN,1,0,18,2,5,0,1,1,0,56.8,25,2,4.0,0,0,0,0,91.7,44,48,8,10.2,0,1,4,0,43.2,19,6,18.4,1,1,0,1,1,0
Isaiah Simmons,42451,LB,ARZ,1,0,1,1,0,0,0,0,0,60.0,3,0,0.0,0,0,0,0,17.2,5,29,1,10.0,0,1,0,0,40.0,2,1,25.0,0,0,0,0,0,0
Rashan Gary,42905,ED,GB,1,0,12,0,2,0,0,0,0,20.0,4,0,0.0,0,0,0,0,100.0,20,20,3,10.0,0,0,2,0,80.0,16,3,12.5,1,1,0,1,1,0
Khalen Saunders,31534,DI,KC,1,0,16,1,2,0,0,1,0,58.3,7,1,7.1,0,0,1,0,100.0,15,15,3,10.0,0,1,1,0,41.7,5,2,20.0,0,0,0,0,0,1
Nathan Shepherd,24614,DI,NYJ,1,0,22,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,10,10,2,10.0,0,1,1,0,100.0,10,2,10.0,0,0,0,0,0,0
Ifeadi Odenigbo,11975,ED,IND,1,0,14,0,0,0,0,0,0,30.0,3,0,0.0,0,0,0,0,100.0,10,10,1,10.0,0,0,0,0,70.0,7,1,14.3,1,1,1,1,1,1
Jordan Phillips,9485,DI,BUF,1,0,4,0,4,0,0,3,1,75.0,15,3,10.0,0,0,0,1,100.0,20,20,4,10.0,0,0,1,0,25.0,5,1,10.0,0,0,0,0,0,0
Matt Henningsen,56484,DI,DEN,1,0,10,0,1,0,0,0,0,46.7,7,1,14.3,1,1,0,0,100.0,15,15,2,10.0,0,0,1,0,53.3,8,1,6.3,0,0,0,1,1,0
Uchenna Nwosu,50084,ED,SEA,1,0,29,0,3,0,0,2,0,72.0,18,2,5.6,0,0,0,0,61.0,25,41,4,10.0,0,0,1,0,28.0,7,2,21.4,1,1,0,1,1,0
Arnold Ebiketie,56862,ED,ATL,1,0,2,2,3,0,1,1,0,30.8,8,2,12.5,0,0,0,0,76.5,26,34,5,9.6,0,1,2,0,69.2,18,3,8.3,0,0,0,0,0,0
Javon Hargrave,10723,DI,PHI,1,0,24,1,4,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,27,27,5,9.3,0,1,4,0,100.0,27,5,9.3,0,0,0,0,0,0
Devin Lloyd,58238,LB,JAX,1,0,15,0,2,0,0,1,0,33.3,3,1,16.7,0,0,0,0,19.0,11,58,2,9.1,0,0,1,0,66.7,6,1,8.3,0,0,1,0,0,1
Robert Quinn,6166,ED,CHI,1,0,6,0,3,0,0,0,0,0.0,0,0,,0,0,0,0,89.5,17,19,3,8.8,0,0,3,0,100.0,17,3,8.8,0,0,0,0,0,0
Demarcus Lawrence,8669,ED,DAL,1,0,9,1,2,0,0,2,1,82.4,14,2,7.1,0,0,0,1,100.0,17,17,3,8.8,0,1,0,0,17.6,3,1,16.7,0,0,0,0,0,0
Jerry Tillery,49949,DI,LAC,1,0,27,0,3,0,0,0,0,37.5,6,0,0.0,0,0,0,1,100.0,17,17,3,8.8,0,0,3,1,62.5,10,3,15.0,0,0,0,0,0,0
Brandon Graham,5538,ED,PHI,1,0,24,1,2,0,0,2,0,56.3,9,2,11.1,0,0,0,0,100.0,17,17,3,8.8,0,1,0,0,43.8,7,1,7.1,0,0,0,0,0,0
Preston Smith,9471,ED,GB,1,0,12,0,3,0,0,3,0,82.4,14,3,10.7,0,1,1,0,94.4,17,18,3,8.8,0,0,0,0,17.6,3,0,0.0,0,0,0,0,1,1
Davon Godchaux,11934,DI,NE,1,0,19,0,2,0,0,0,0,50.0,11,1,9.1,1,1,0,1,95.8,23,24,3,8.7,0,0,2,1,50.0,11,2,9.1,0,0,0,1,1,0
Quinton Jefferson,10781,DI,SEA,1,0,29,0,3,0,0,3,0,79.3,23,4,10.9,1,1,0,0,100.0,29,29,4,8.6,0,0,0,0,20.7,6,0,0.0,0,0,0,1,1,0
Calais Campbell,4364,DI,BLT,1,0,3,1,1,0,1,1,1,75.0,18,3,11.1,1,1,0,1,85.7,24,28,3,8.3,0,0,0,0,25.0,6,0,0.0,0,0,0,1,1,0
Brent Urban,8769,DI,BLT,1,0,3,0,1,0,0,1,0,50.0,3,1,16.7,0,0,0,0,100.0,6,6,1,8.3,0,0,0,0,50.0,3,0,0.0,0,0,0,0,0,0
Shelby Harris,8869,DI,SEA,1,0,29,0,3,0,0,0,0,3.4,1,0,0.0,0,0,0,0,100.0,30,30,4,8.3,0,0,2,0,96.6,28,3,7.1,1,1,0,1,1,0
Dexter Lawrence,25991,DI,NYG,1,0,21,1,3,0,0,0,0,41.2,7,1,14.3,1,1,0,1,100.0,36,36,5,8.3,0,0,0,0,58.8,10,0,0.0,0,0,0,1,1,0
Darius Harris,29188,LB,KC,1,0,16,0,1,0,0,1,0,50.0,3,1,16.7,0,0,0,0,19.4,6,31,1,8.3,0,0,0,0,50.0,3,0,0.0,0,0,0,0,0,0
Bryan Mone,38461,DI,SEA,1,0,29,1,2,0,0,0,0,71.4,5,0,0.0,0,0,0,0,100.0,18,18,3,8.3,0,0,1,0,28.6,2,1,25.0,0,0,0,0,0,0
Casey Toohill,38472,ED,WAS,1,0,32,0,2,0,0,1,0,66.7,8,1,6.3,0,0,0,0,100.0,12,12,2,8.3,0,0,1,0,33.3,4,1,12.5,0,1,1,0,1,1
L'Jarius Sneed,40588,CB,KC,1,0,16,0,1,0,0,1,0,66.7,4,1,12.5,0,0,0,0,13.3,6,45,1,8.3,0,0,0,0,33.3,2,0,0.0,0,0,0,0,0,0
Daron Payne,48698,DI,WAS,1,1,32,1,3,1,0,3,0,86.1,31,4,8.1,1,1,0,0,100.0,36,36,5,8.3,0,1,0,0,13.9,5,1,10.0,0,0,0,1,1,0
Jacob Martin,50152,ED,NYJ,1,0,22,1,0,0,0,0,0,33.3,2,0,0.0,0,0,0,0,100.0,6,6,1,8.3,0,1,0,0,66.7,4,1,12.5,0,0,0,0,0,0
Gregory Rousseau,76889,ED,BUF,1,0,4,0,3,0,0,2,0,72.2,13,2,7.7,0,0,0,0,94.7,18,19,3,8.3,0,0,1,0,27.8,5,1,10.0,0,0,0,0,0,0
Micah Parsons,81360,ED,DAL,1,0,9,0,3,0,0,3,0,83.3,15,3,10.0,0,0,0,0,64.3,18,28,3,8.3,0,0,0,0,16.7,3,0,0.0,0,0,0,0,0,0
John Franklin-Myers,50088,ED,NYJ,1,0,22,1,2,0,1,2,0,93.5,29,3,5.2,0,0,0,0,100.0,31,31,4,8.1,0,0,0,0,6.5,2,1,50.0,1,1,0,1,1,0
Joe Tryon-Shoyinka,58272,ED,TB,1,0,30,0,4,0,0,1,0,4.0,1,1,50.0,0,0,0,0,96.2,25,26,4,8.0,0,0,3,0,96.0,24,3,6.3,0,0,0,0,0,0
Kayvon Thibodeaux,98444,ED,NYG,1,0,21,0,2,0,0,1,0,36.0,9,2,16.7,1,1,0,0,80.6,25,31,3,8.0,0,0,1,0,64.0,16,1,3.1,0,0,0,1,1,0
Sebastian Joseph-Day,49935,DI,LAC,1,0,27,0,3,0,0,2,0,55.6,10,2,10.0,0,0,0,0,100.0,19,19,3,7.9,0,0,1,0,44.4,8,1,6.3,0,0,0,0,0,0
Cameron Heyward,6183,DI,PIT,1,0,25,1,2,0,0,0,0,3.2,1,0,0.0,0,0,0,0,100.0,32,32,4,7.8,0,1,2,0,96.8,30,4,8.3,1,1,0,1,1,0
Jonathon Cooper,43021,ED,DEN,1,0,10,2,0,0,2,0,0,76.9,10,2,10.0,0,0,0,0,81.3,13,16,2,7.7,0,0,0,0,23.1,3,0,0.0,0,0,0,0,0,0
Derrick Brown,43883,DI,CAR,1,0,5,1,3,0,0,2,0,69.2,18,2,5.6,0,0,1,0,100.0,26,26,4,7.7,0,1,1,0,30.8,8,2,12.5,0,0,0,0,0,1
Joseph Ossai,77205,ED,CIN,1,0,7,1,1,0,0,0,0,7.7,1,0,0.0,0,0,0,0,92.9,13,14,2,7.7,0,1,1,0,92.3,12,2,8.3,0,0,0,0,0,0
Haason Reddick,11768,ED,PHI,1,0,24,1,3,0,1,3,0,96.2,25,4,8.0,0,0,0,0,92.9,26,28,4,7.7,0,0,0,0,3.8,1,0,0.0,0,0,0,0,0,0
Al-Quadin Muhammad,11951,ED,CHI,1,0,6,0,0,0,0,0,0,100.0,13,1,7.7,1,1,0,0,92.9,13,14,1,7.7,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Kevin Givens,28308,DI,SF,1,0,28,0,0,0,0,0,0,30.8,4,1,25.0,1,0,0,0,100.0,13,13,1,7.7,0,0,0,0,69.2,9,0,0.0,0,0,0,1,0,0
B.J. Hill,49894,DI,CIN,1,0,7,1,2,0,1,1,0,83.3,25,3,8.0,1,1,0,0,97.1,34,35,4,7.4,0,0,0,0,16.7,5,0,0.0,0,0,0,1,1,0
Dre'Mont Jones,28075,DI,DEN,1,0,10,1,6,0,1,4,0,56.5,26,5,9.6,0,0,0,0,100.0,47,47,7,7.4,0,0,2,0,43.5,20,2,5.0,0,1,1,0,1,1
Ed Oliver,42200,DI,BUF,1,0,4,2,2,0,1,1,0,38.5,10,2,10.0,0,0,0,0,100.0,27,27,4,7.4,0,1,1,0,61.5,16,2,6.3,0,0,0,0,0,0
Darrell Taylor,36001,ED,SEA,1,0,29,1,1,0,1,0,0,40.7,11,2,13.6,1,2,1,0,90.0,27,30,3,7.4,0,0,1,0,59.3,16,1,3.1,0,0,0,1,2,1
Ta'Quon Graham,56868,DI,ATL,1,0,2,1,3,0,0,2,2,66.7,18,2,5.6,0,0,0,2,100.0,27,27,4,7.4,0,1,1,0,33.3,9,2,11.1,0,0,0,0,0,0
Ja'Whaun Bentley,50966,LB,NE,1,0,19,1,0,0,0,0,0,60.0,3,0,0.0,0,0,0,0,38.9,7,18,1,7.1,0,1,0,0,40.0,2,1,25.0,0,0,0,0,0,0
Charles Omenihu,50612,ED,SF,1,0,28,0,0,0,0,0,0,92.9,13,1,7.7,1,1,0,0,100.0,14,14,1,7.1,0,0,0,0,7.1,1,0,0.0,0,0,0,1,1,0
Foyesade Oluokun,24904,LB,JAX,1,0,15,1,0,0,1,0,0,42.9,3,1,16.7,0,0,0,0,12.1,7,58,1,7.1,0,0,0,0,57.1,4,0,0.0,0,0,0,0,0,0
Jerome Baker,28091,LB,MIA,1,0,17,0,1,0,0,0,0,71.4,5,0,0.0,0,0,0,0,21.2,7,33,1,7.1,0,0,1,0,28.6,2,1,25.0,0,0,0,0,0,0
Rashaan Evans,50213,LB,ATL,1,0,2,0,1,0,0,1,0,50.0,3,1,16.7,0,0,0,0,16.7,7,42,1,7.1,0,0,0,0,50.0,3,0,0.0,0,0,0,0,0,0
Matthew Judon,10780,ED,NE,1,0,19,1,3,0,1,3,0,92.9,26,4,7.7,0,0,0,0,87.5,28,32,4,7.1,0,0,0,0,7.1,2,0,0.0,0,0,0,0,0,0
Grover Stewart,11899,DI,IND,1,0,14,0,0,0,0,0,0,50.0,7,1,14.3,1,1,0,0,100.0,14,14,1,7.1,0,0,0,0,50.0,7,0,0.0,0,0,0,1,1,0
Melvin Ingram III,7024,ED,MIA,1,0,17,0,2,0,0,0,0,14.3,2,0,0.0,0,0,0,0,82.4,14,17,2,7.1,0,0,2,0,85.7,12,2,8.3,0,0,0,0,0,0
Khalil Mack,8640,ED,LAC,1,0,27,0,2,0,0,1,0,44.8,13,1,3.8,0,1,1,0,96.7,29,30,3,6.9,0,0,1,0,55.2,16,2,9.4,1,1,0,1,2,1
Anfernee Jennings,25449,ED,NE,1,0,19,1,1,0,0,0,0,20.7,6,1,16.7,1,1,0,0,93.5,29,31,3,6.9,0,1,1,0,79.3,23,2,4.3,0,0,0,1,1,0
James Smith-Williams,48455,ED,WAS,1,1,32,1,2,1,1,2,1,100.0,22,3,6.8,0,0,0,1,91.7,22,24,3,6.8,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
DaQuan Jones,8747,DI,BUF,1,0,4,1,2,0,0,2,0,59.1,13,2,7.7,0,0,0,0,100.0,22,22,3,6.8,0,1,0,0,40.9,9,1,5.6,0,0,0,0,0,0
Tim Settle,48966,DI,BUF,1,0,4,0,2,0,0,0,0,20.0,3,0,0.0,0,0,0,0,100.0,15,15,2,6.7,0,0,2,0,80.0,12,2,8.3,0,0,0,0,0,0
Shaq Lawson,10653,ED,BUF,1,0,4,0,0,0,0,0,0,86.7,13,1,7.7,1,1,0,0,100.0,15,15,1,6.7,0,0,0,0,13.3,2,0,0.0,0,0,0,1,1,0
Michael Danna,48415,ED,KC,1,0,16,0,2,0,0,1,0,46.7,7,1,7.1,0,0,0,0,100.0,15,15,2,6.7,0,0,1,0,53.3,8,1,6.3,0,0,0,0,0,0
