player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Kenny Clark,10661,DI,GB,1,0,12,0,5,0,0,3,0,50.0,14,3,10.7,0,0,0,0,100.0,30,30,5,8.3,0,0,2,0,50.0,14,2,7.1,0,0,1,0,0,1
Mike Purcell,8530,DI,DEN,1,0,10,0,0,0,0,0,0,60.0,6,0,0.0,0,0,0,0,100.0,12,12,1,8.3,0,0,0,0,40.0,4,1,25.0,1,1,0,1,1,0
Chris Jones,10671,DI,KC,1,0,16,0,2,0,0,2,0,72.2,26,4,11.5,2,2,0,0,100.0,36,36,4,8.3,0,0,0,0,27.8,10,0,0.0,0,0,0,2,2,0
Daniel Ekuale,48874,DI,NE,1,0,19,0,2,0,0,1,1,83.3,5,1,10.0,0,0,0,1,100.0,12,12,2,8.3,0,0,1,0,16.7,1,1,50.0,0,0,0,0,0,0
Carl Granderson,48500,ED,NO,1,0,20,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,18,18,2,8.3,0,0,1,0,100.0,18,2,8.3,1,0,1,1,0,1
Chandler Jones,7027,ED,LV,1,0,23,0,2,0,0,0,0,4.0,1,0,0.0,0,0,0,0,92.6,25,27,3,8.0,0,0,2,0,96.0,24,3,8.3,1,0,0,1,0,0
Uchenna Nwosu,50084,ED,SEA,1,0,29,2,4,0,0,2,0,26.3,10,2,10.0,0,0,0,1,90.5,38,42,6,7.9,0,2,2,1,73.7,28,4,7.1,0,1,2,0,1,2
D.J. Jones,11953,DI,DEN,1,0,10,0,3,0,0,0,0,47.1,8,0,0.0,0,0,1,1,100.0,19,19,3,7.9,0,0,2,1,52.9,9,2,11.1,0,0,0,0,0,1
Teair Tart,82261,DI,TEN,1,0,31,0,3,0,0,0,0,26.3,5,0,0.0,0,0,0,0,100.0,19,19,3,7.9,0,0,3,0,73.7,14,3,10.7,0,0,0,0,0,0
Quinnen Williams,44216,DI,NYJ,1,0,22,2,3,0,1,0,0,12.5,4,1,12.5,0,0,0,0,100.0,32,32,5,7.8,0,1,3,0,87.5,28,4,7.1,0,0,0,0,0,0
Broderick Washington Jr.,50049,DI,BLT,1,0,3,0,2,0,0,0,0,45.5,5,0,0.0,0,0,0,0,100.0,13,13,2,7.7,0,0,1,0,54.5,6,1,8.3,0,0,0,0,0,0
Nathan Shepherd,24614,DI,NYJ,1,0,22,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,13,13,2,7.7,0,1,1,0,100.0,13,2,7.7,0,0,0,0,0,0
Cameron Thomas,82387,ED,ARZ,1,0,1,0,3,0,0,2,0,70.0,14,2,7.1,0,0,0,0,90.9,20,22,3,7.5,0,0,1,0,30.0,6,1,8.3,0,0,0,0,0,0
Preston Smith,9471,ED,GB,1,0,12,1,3,0,0,1,1,14.8,4,1,12.5,0,0,0,1,90.0,27,30,4,7.4,0,1,2,0,85.2,23,3,6.5,0,0,0,0,0,0
Nick Bolton,81322,LB,KC,1,0,16,1,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,17.1,7,41,1,7.1,0,1,0,0,50.0,1,1,50.0,0,0,0,0,0,0
Deatrich Wise Jr.,11886,ED,NE,1,0,19,1,1,0,0,0,0,14.3,2,0,0.0,0,0,0,0,100.0,14,14,2,7.1,0,1,1,0,85.7,12,2,8.3,0,0,0,0,0,0
Abdullah Anderson,32708,DI,ATL,1,0,2,0,2,0,0,2,0,78.6,11,2,9.1,0,0,0,0,100.0,14,14,2,7.1,0,0,0,0,21.4,3,0,0.0,0,0,0,0,0,0
Trevis Gipson,35241,ED,CHI,1,0,6,0,2,0,0,2,0,92.9,13,2,7.7,0,0,0,0,100.0,14,14,2,7.1,0,0,0,0,7.1,1,0,0.0,0,0,0,0,0,0
Khalen Saunders,31534,DI,KC,1,0,16,0,1,0,0,0,0,52.6,10,1,10.0,1,0,0,0,91.3,21,23,2,7.1,0,0,1,0,47.4,9,1,5.6,0,0,0,1,0,1
Jordyn Brooks,50851,LB,SEA,1,0,29,1,0,0,0,0,0,20.0,1,0,0.0,0,0,0,0,12.3,7,57,1,7.1,0,1,0,0,80.0,4,1,12.5,0,0,0,0,0,0
Shelby Harris,8869,DI,SEA,1,0,29,1,3,0,1,1,0,17.2,5,2,20.0,0,0,0,0,100.0,29,29,4,6.9,0,0,2,0,82.8,24,2,4.2,0,0,1,0,0,1
Jordan Elliott,56734,DI,CLV,1,0,8,0,2,0,0,1,0,60.0,9,1,5.6,0,0,0,0,100.0,15,15,2,6.7,0,0,1,0,40.0,6,1,8.3,0,0,0,0,0,0
Rasheem Green,48731,ED,HST,1,0,13,0,0,0,0,0,0,46.7,7,0,0.0,0,0,0,0,100.0,15,15,1,6.7,0,0,0,0,53.3,8,1,12.5,1,1,0,1,1,0
Shaquil Barrett,9000,ED,TB,1,0,30,0,2,0,0,1,0,53.3,8,1,6.3,0,0,0,0,88.2,15,17,2,6.7,0,0,1,0,46.7,7,1,7.1,0,0,0,0,0,0
Charles Omenihu,50612,ED,SF,1,0,28,0,3,0,0,2,0,65.2,15,2,6.7,0,0,0,0,100.0,23,23,3,6.5,0,0,1,0,34.8,8,1,6.3,0,0,0,0,0,0
Daviyon Nixon,82488,DI,CAR,1,0,5,0,1,0,0,1,0,87.5,7,1,7.1,0,0,0,0,100.0,8,8,1,6.3,0,0,0,0,12.5,1,0,0.0,0,0,0,0,0,0
Bilal Nichols,28451,DI,LV,1,1,23,3,1,0,2,1,1,61.3,19,3,7.9,0,0,0,1,100.0,32,32,4,6.3,0,1,0,0,38.7,12,1,4.2,0,0,0,0,0,0
Zaven Collins,77190,LB,ARZ,1,0,1,0,1,0,0,0,0,80.0,4,0,0.0,0,0,0,0,15.4,8,52,1,6.3,0,0,1,0,20.0,1,1,50.0,0,0,0,0,0,0
Frankie Luvu,51028,LB,CAR,1,0,5,0,1,0,0,0,0,42.9,3,0,0.0,0,0,0,0,25.0,8,32,1,6.3,0,0,1,0,57.1,4,1,12.5,0,1,1,0,1,1
Kurt Hinish,56787,DI,HST,1,0,13,0,2,0,0,1,0,50.0,8,1,6.3,0,0,0,0,100.0,16,16,2,6.3,0,0,1,0,50.0,8,1,6.3,0,0,0,0,0,0
Neil Farrell Jr.,56401,DI,LV,1,0,23,1,0,0,0,0,0,37.5,3,0,0.0,0,0,0,0,100.0,8,8,1,6.3,0,1,0,0,62.5,5,1,10.0,0,0,0,0,0,0
Sam Eguavoen,15301,LB,MIA,1,0,17,0,1,0,0,0,0,37.5,3,0,0.0,0,0,0,0,100.0,8,8,1,6.3,0,0,1,0,62.5,5,1,10.0,0,0,0,0,0,0
Alex Highsmith,43507,ED,PIT,1,0,25,0,4,0,0,1,0,14.7,5,1,10.0,0,0,0,0,97.1,34,35,4,5.9,0,0,3,0,85.3,29,3,5.2,0,0,0,0,0,0
Jerry Hughes,5556,ED,HST,1,0,13,0,2,0,0,2,0,82.4,14,2,7.1,0,0,0,0,100.0,17,17,2,5.9,0,0,0,0,17.6,3,0,0.0,0,0,0,0,0,0
Grady Jarrett,9570,DI,ATL,1,0,2,2,0,0,0,0,0,37.0,10,1,10.0,1,1,0,0,100.0,34,34,3,5.9,0,1,0,0,63.0,17,1,2.9,0,0,0,1,1,0
Darrell Taylor,36001,ED,SEA,1,0,29,0,1,0,0,1,1,84.6,22,2,6.8,1,1,0,1,92.9,26,28,2,5.8,0,0,0,0,15.4,4,0,0.0,0,0,0,1,1,0
Dexter Lawrence,25991,DI,NYG,1,0,21,1,2,0,1,2,0,77.8,21,3,7.1,0,0,0,0,100.0,27,27,3,5.6,0,0,0,0,22.2,6,0,0.0,0,0,0,0,0,0
Mario Edwards Jr.,9468,ED,TEN,1,0,31,1,1,0,0,1,0,50.0,9,1,5.6,0,0,0,0,94.7,18,19,2,5.6,0,1,0,0,50.0,9,1,5.6,0,0,0,0,0,0
Justin Ellis,8742,DI,NYG,1,0,21,0,1,0,0,0,0,77.8,7,0,0.0,0,0,1,0,100.0,9,9,1,5.6,0,0,1,0,22.2,2,1,25.0,0,0,0,0,0,1
Andrew Billings,10756,DI,LV,1,0,23,0,1,0,0,0,0,44.4,4,0,0.0,0,0,0,0,100.0,9,9,1,5.6,0,0,1,0,55.6,5,1,10.0,0,0,0,0,0,0
Al-Quadin Muhammad,11951,ED,CHI,1,0,6,1,1,0,1,1,0,100.0,18,2,5.6,0,0,0,0,100.0,18,18,2,5.6,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Brian Burns,44522,ED,CAR,1,0,5,0,3,0,0,0,0,15.6,7,0,0.0,0,0,0,0,90.0,45,50,4,5.6,0,0,3,0,84.4,38,4,6.6,1,1,1,1,1,1
