player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Cobie Durant,79126,S,LA,1,0,26,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,6.7,1,15,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Blake Cashman,35413,LB,HST,1,0,13,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Derwin James,51368,S,LAC,1,0,27,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.8,1,36,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jahlani Tavai,51055,LB,NE,1,0,19,0,0,0,0,0,0,50.0,1,1,100.0,1,1,0,0,22.2,2,9,1,50.0,0,0,0,0,50.0,1,0,0.0,0,0,0,1,1,0
Byron Murphy Jr.,44027,CB,ARZ,1,0,1,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.5,1,40,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Vonn Bell,10695,S,CIN,1,0,7,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,3.0,1,33,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
DeShon Elliott,28854,S,DET,1,0,11,2,0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,3.8,2,52,2,50.0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,0,0
Leo Chenal,101463,LB,KC,1,0,16,1,0,0,0,0,0,,0,0,,0,0,0,0,9.1,1,11,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Xavier Woods,11946,S,CAR,1,0,5,0,1,0,0,0,0,66.7,2,1,50.0,1,0,0,0,7.0,3,43,2,50.0,0,0,1,0,33.3,1,1,50.0,0,0,0,1,0,0
Lavonte David,7060,LB,TB,1,0,30,0,1,0,0,1,0,100.0,4,2,37.5,1,1,0,0,8.5,4,47,2,37.5,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Anthony Walker,11916,LB,CLV,1,0,8,0,3,0,0,1,0,25.0,1,1,50.0,0,0,0,0,11.4,4,35,3,37.5,0,0,2,0,75.0,3,2,33.3,0,0,0,0,0,0
Tremaine Edmunds,50905,LB,BUF,1,0,4,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,12.0,3,25,1,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Christian Kirksey,8706,LB,HST,1,0,13,0,0,0,0,0,0,66.7,2,1,50.0,1,0,0,0,8.6,3,35,1,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,1,0,0
T.J. Edwards,30737,LB,PHI,1,0,24,1,2,0,1,2,0,100.0,5,3,30.0,0,0,0,0,11.1,5,45,3,30.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Preston Smith,9471,ED,GB,1,0,12,1,3,0,0,0,0,0.0,0,0,,0,0,0,0,87.5,14,16,6,28.6,0,1,3,0,100.0,14,6,28.6,2,2,0,2,2,0
Adam Gotsis,10697,DI,JAX,1,0,15,2,0,0,2,0,0,100.0,7,3,28.6,1,1,0,0,100.0,7,7,3,28.6,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Foyesade Oluokun,24904,LB,JAX,1,0,15,2,0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,11.4,4,35,2,25.0,0,2,0,0,50.0,2,2,50.0,0,0,0,0,0,0
Sione Takitaki,12666,LB,CLV,1,0,8,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,28.6,2,7,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Anthony Pittman,94372,ED,DET,1,0,11,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,2,2,1,25.0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0,0
Kevin Pierre-Louis,8767,LB,HST,1,0,13,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,20.0,2,10,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Kevin Byard,10698,S,TEN,1,0,31,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,5.0,2,40,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Germaine Pratt,29407,LB,CIN,1,0,7,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,11.8,2,17,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Kyle Van Noy,8675,ED,LAC,1,0,27,1,1,0,0,1,0,75.0,3,1,16.7,0,0,0,0,25.0,4,16,2,25.0,0,1,0,0,25.0,1,1,50.0,0,0,0,0,0,0
Duron Harmon,7872,S,LV,1,0,23,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,3.8,2,52,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Talanoa Hufanga,83903,S,SF,1,0,28,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,6.1,2,33,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Chauncey Gardner-Johnson,49371,S,PHI,1,0,24,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,4.0,2,50,1,25.0,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0,0
Chandon Sullivan,49349,CB,MIN,1,0,18,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,5.3,2,38,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Keanu Neal,10651,S,TB,1,0,30,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,100.0,2,2,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
