player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Carlton Davis,49335,CB,TB,1,0,30,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,2.8,1,36,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
DeShon Elliott,28854,S,DET,1,0,11,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.1,1,32,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Dre Greenlaw,51503,LB,SF,1,0,28,0,2,0,0,2,0,66.7,2,2,50.0,0,0,0,0,5.4,3,56,2,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,0,0,0
Devin Bush,27375,LB,PIT,1,0,25,1,2,0,0,2,0,40.0,2,2,50.0,0,0,0,0,16.1,5,31,3,30.0,0,1,0,0,60.0,3,1,16.7,0,0,0,0,0,0
Tae Crowder,35774,LB,NYG,1,0,21,1,0,0,1,0,0,100.0,5,2,30.0,1,1,0,0,14.3,5,35,2,30.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Tremaine Edmunds,50905,LB,BUF,1,0,4,1,0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,5.3,2,38,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
L'Jarius Sneed,40588,CB,KC,1,0,16,0,0,0,0,0,0,50.0,2,1,50.0,1,1,0,0,7.5,4,53,1,25.0,0,0,0,0,50.0,2,0,0.0,0,0,0,1,1,0
Akeem Davis-Gaither,34788,LB,CIN,1,0,7,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,20.0,2,10,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Ryan Neal,49132,S,SEA,1,0,29,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,7.4,2,27,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Zaire Franklin,49834,LB,IND,1,0,14,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,7.4,2,27,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Andrew Adams,11240,S,TEN,1,0,31,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,7.4,2,27,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Dayo Odeyingbo,56923,ED,IND,1,0,14,0,0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,100.0,4,4,1,25.0,0,0,0,0,50.0,2,1,50.0,1,1,0,1,1,0
Demario Davis,7079,LB,NO,1,0,20,0,0,0,0,0,0,33.3,1,1,100.0,1,1,0,0,9.8,4,41,1,25.0,0,0,0,0,66.7,2,0,0.0,0,0,0,1,1,0
Josiah Scott,55634,CB,PHI,1,0,24,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,8.0,2,25,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Carl Nassib,10699,ED,TB,1,0,30,0,0,0,0,0,0,80.0,4,1,25.0,1,1,0,0,71.4,5,7,1,20.0,0,0,0,0,20.0,1,0,0.0,0,0,0,1,1,0
Jaquan Brisker,101665,S,CHI,1,0,6,0,0,0,0,0,0,60.0,3,1,33.3,1,1,0,0,22.7,5,22,1,20.0,0,0,0,0,40.0,2,0,0.0,0,0,0,1,1,0
Derrick Barnes,58120,LB,DET,1,0,11,0,2,0,0,2,0,80.0,4,2,25.0,0,0,0,0,62.5,5,8,2,20.0,0,0,0,0,20.0,1,0,0.0,0,0,0,0,0,0
Fred Warner,51222,LB,SF,1,0,28,0,2,0,0,1,0,100.0,4,1,12.5,0,0,0,0,8.9,5,56,2,20.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nick Bosa,42741,ED,SF,1,0,28,3,9,0,1,4,0,36.4,16,5,15.6,0,0,0,0,100.0,44,44,14,18.2,0,2,5,0,63.6,28,9,19.6,2,2,0,2,2,0
Donovan Wilson,49408,S,DAL,1,0,9,1,0,0,1,0,0,100.0,3,1,16.7,0,0,0,0,6.7,3,45,1,16.7,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Oshane Ximines,48538,ED,NYG,1,0,21,1,1,0,1,0,0,33.3,2,1,25.0,0,0,0,0,100.0,6,6,2,16.7,0,0,1,0,66.7,4,1,12.5,0,0,0,0,0,0
Darius Harris,29188,LB,KC,1,0,16,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,20.0,3,15,1,16.7,0,0,1,1,100.0,3,1,16.7,0,0,0,0,0,0
Andrew Billings,10756,DI,LV,1,0,23,1,0,0,1,0,0,33.3,1,1,50.0,0,0,0,0,100.0,3,3,1,16.7,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0,0
Tomon Fox,42486,ED,NYG,1,0,21,0,1,0,0,1,0,100.0,3,1,16.7,0,0,0,0,60.0,3,5,1,16.7,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Micah McFadden,81246,LB,NYG,1,0,21,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,15.8,3,19,1,16.7,0,0,1,0,100.0,3,1,16.7,0,0,0,0,0,0
Frankie Luvu,51028,LB,CAR,1,0,5,0,2,0,0,1,0,33.3,2,1,25.0,0,0,0,0,19.4,6,31,2,16.7,0,0,1,0,66.7,4,1,12.5,0,0,1,0,0,1
Rashan Gary,42905,ED,GB,1,0,12,0,3,0,0,3,0,100.0,21,5,16.7,2,3,1,0,100.0,21,21,5,16.7,0,0,0,0,0.0,0,0,,0,0,0,2,3,1
Jeremiah Owusu-Koramoah,58089,LB,CLV,1,0,8,0,2,0,0,0,0,16.7,1,0,0.0,0,0,0,2,40.0,6,15,2,16.7,0,0,2,2,83.3,5,2,20.0,0,0,0,0,0,0
Lavonte David,7060,LB,TB,1,0,30,0,1,0,0,0,0,33.3,1,0,0.0,0,0,0,0,7.0,3,43,1,16.7,0,0,1,0,66.7,2,1,25.0,0,0,0,0,0,0
Bryce Huff,27128,ED,NYJ,1,0,22,0,3,0,0,3,0,100.0,9,3,16.7,0,0,0,0,100.0,9,9,3,16.7,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Bryan Cook,55940,S,KC,1,0,16,1,0,0,0,0,0,33.3,1,0,0.0,0,0,0,0,7.1,3,42,1,16.7,0,1,0,0,66.7,2,1,25.0,0,0,0,0,0,0
Malik Harrison,28081,LB,BLT,1,0,3,0,1,0,0,1,0,100.0,3,1,16.7,0,0,0,0,37.5,3,8,1,16.7,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Kamu Grugier-Hill,10842,LB,HST,1,0,13,0,2,0,0,0,0,16.7,1,0,0.0,0,0,0,0,15.8,6,38,2,16.7,0,0,2,0,83.3,5,2,20.0,0,0,0,0,0,0
Johnathan Abram,34646,S,LV,1,0,23,0,1,0,0,0,0,66.7,2,0,0.0,0,0,0,0,10.3,3,29,1,16.7,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Patrick Queen,57941,LB,BLT,1,0,3,3,0,0,2,0,0,55.6,5,2,20.0,0,0,0,0,24.4,10,41,3,15.0,0,1,0,0,44.4,4,1,12.5,0,0,0,0,0,0
Dennis Gardeck,66928,ED,ARZ,1,0,1,0,1,0,0,0,0,80.0,8,1,12.5,1,1,0,0,58.8,10,17,2,15.0,0,0,1,0,20.0,2,1,25.0,0,0,0,1,1,0
Arnold Ebiketie,56862,ED,ATL,1,0,2,3,3,0,2,3,0,90.0,18,5,13.9,0,0,0,0,95.2,20,21,6,15.0,0,1,0,0,10.0,2,1,25.0,0,0,0,0,0,0
Dexter Lawrence,25991,DI,NYG,1,0,21,1,5,0,1,3,0,65.6,21,5,14.3,1,1,0,0,100.0,34,34,8,14.7,0,0,1,0,34.4,11,2,13.6,1,1,0,2,2,0
Morgan Fox,11184,DI,LAC,1,0,27,1,3,0,0,1,0,38.1,8,2,18.8,1,1,0,0,100.0,21,21,5,14.3,0,1,2,0,61.9,13,3,11.5,0,0,0,1,1,0
Neville Gallimore,28094,DI,DAL,1,0,9,0,0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,100.0,7,7,1,14.3,0,0,0,0,50.0,2,0,0.0,0,0,0,1,1,0
Deommodore Lenoir,55686,CB,SF,1,0,28,0,0,0,0,0,0,14.3,1,0,0.0,0,0,0,0,12.5,7,56,1,14.3,0,0,0,0,85.7,6,1,16.7,1,1,0,1,1,0
Josh Allen,50235,ED,JAX,1,0,15,1,2,0,0,0,0,0.0,0,0,,0,0,0,0,72.0,18,25,4,13.9,0,1,2,0,100.0,18,4,13.9,1,1,0,1,1,0
Sam Hubbard,48457,ED,CIN,1,0,7,3,6,0,3,6,1,100.0,33,9,13.6,0,0,0,1,91.7,33,36,9,13.6,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Gregory Rousseau,76889,ED,BUF,1,0,4,0,4,0,0,3,1,86.4,19,4,13.2,1,1,0,1,95.7,22,23,5,13.6,0,0,1,0,13.6,3,1,16.7,0,0,1,1,1,1
Jaelan Phillips,56902,ED,MIA,1,0,17,1,3,0,1,1,0,34.8,8,2,12.5,0,0,0,0,88.5,23,26,5,13.0,0,0,2,0,65.2,15,3,13.3,1,1,0,1,1,0
Demarcus Lawrence,8669,ED,DAL,1,0,9,2,7,0,2,6,0,88.6,31,8,12.9,0,0,0,0,100.0,35,35,9,12.9,0,0,1,0,11.4,4,1,12.5,0,0,0,0,0,0
Isaac Rochell,11980,ED,CLV,1,0,8,1,3,0,0,1,0,25.0,4,1,12.5,0,0,0,0,88.9,16,18,4,12.5,0,1,2,0,75.0,12,3,12.5,0,0,0,0,0,0
Jermaine Johnson II,99015,ED,NYJ,1,0,22,0,0,0,0,0,0,100.0,8,1,12.5,1,1,0,0,100.0,8,8,1,12.5,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Micheal Clemons,56872,ED,NYJ,1,0,22,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,8,8,2,12.5,0,1,1,0,100.0,8,2,12.5,0,0,0,0,0,0
Mike Hilton,10898,CB,CIN,1,0,7,1,0,0,0,0,0,50.0,2,0,0.0,0,0,0,0,10.8,4,37,1,12.5,0,1,0,0,50.0,2,1,25.0,0,0,0,0,0,0
Kenneth Murray,58099,LB,LAC,1,0,27,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,18.2,4,22,1,12.5,0,0,1,0,100.0,4,1,12.5,0,0,0,0,0,0
Jordyn Brooks,50851,LB,SEA,1,0,29,0,1,0,0,0,0,75.0,3,0,0.0,0,0,0,0,9.8,4,41,1,12.5,0,0,1,0,25.0,1,1,50.0,0,0,0,0,0,0
Devon Kennard,8809,ED,ARZ,1,0,1,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,80.0,4,5,1,12.5,0,0,1,0,100.0,4,1,12.5,0,0,0,0,0,0
Sebastian Joseph-Day,49935,DI,LAC,1,0,27,1,3,0,0,0,0,29.4,5,0,0.0,0,0,0,0,100.0,25,25,5,12.0,0,0,2,0,70.6,12,3,16.7,1,1,0,1,1,0
Haason Reddick,11768,ED,PHI,1,0,24,0,1,0,0,1,0,90.5,19,3,13.2,2,2,0,0,87.5,21,24,3,11.9,0,0,0,0,9.5,2,0,0.0,0,0,0,2,2,0
Azeez Ojulari,81959,ED,NYG,1,0,21,0,2,0,0,1,0,41.2,7,1,7.1,0,0,0,1,77.3,17,22,3,11.8,0,0,1,1,58.8,10,2,15.0,1,1,0,1,1,0
Von Miller,6154,ED,BUF,1,0,4,0,4,0,0,4,1,50.0,13,5,23.1,1,1,0,1,100.0,26,26,5,11.5,0,0,0,0,50.0,13,0,0.0,0,0,0,1,1,0
Dean Lowry,10771,DI,GB,1,0,12,0,1,0,0,1,0,38.5,5,1,10.0,0,0,1,0,100.0,13,13,2,11.5,0,0,0,0,61.5,8,1,12.5,1,1,0,1,1,1
Odafe Oweh,82161,ED,BLT,1,0,3,1,4,0,0,2,0,51.6,16,3,12.5,1,1,1,2,77.5,31,40,6,11.3,0,1,2,2,48.4,15,3,10.0,0,0,0,1,1,1
Jordan Elliott,56734,DI,CLV,1,0,8,0,2,0,0,0,0,47.1,8,0,0.0,0,0,0,1,100.0,18,18,3,11.1,0,0,2,1,52.9,9,2,11.1,0,0,0,1,1,0
Ifeadi Odenigbo,11975,ED,IND,1,0,14,1,1,0,0,0,0,11.1,1,0,0.0,0,0,0,0,100.0,9,9,2,11.1,0,1,1,0,88.9,8,2,12.5,0,0,0,0,0,0
Efe Obada,10235,ED,WAS,1,0,32,1,1,0,0,0,0,22.2,2,0,0.0,0,0,0,0,100.0,9,9,2,11.1,0,1,1,0,77.8,7,2,14.3,0,0,0,0,0,0
Cameron Jordan,6176,ED,NO,1,0,20,2,3,0,2,3,0,100.0,32,6,10.9,1,0,0,0,94.1,32,34,6,10.9,0,0,0,0,0.0,0,0,,0,0,0,1,0,0
Trey Hendrickson,11858,ED,CIN,1,0,7,2,4,0,0,0,0,0.0,0,0,,0,0,0,0,87.5,28,32,6,10.7,0,2,4,0,100.0,28,6,10.7,0,0,0,0,0,0
Yannick Ngakoue,10703,ED,IND,1,0,14,1,2,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,14,14,3,10.7,0,1,2,0,100.0,14,3,10.7,0,0,0,0,0,0
Denico Autry,8982,ED,TEN,1,0,31,1,1,0,0,0,0,35.7,10,0,0.0,0,0,0,0,96.6,28,29,4,10.7,0,1,1,0,64.3,18,4,16.7,2,2,0,2,2,0
Charles Omenihu,50612,ED,SF,1,0,28,1,3,0,1,3,1,75.0,21,4,9.5,0,0,0,1,100.0,28,28,5,10.7,0,0,0,0,25.0,7,1,14.3,1,1,0,1,1,0
Dante Fowler Jr.,9436,ED,DAL,1,0,9,1,1,0,0,1,0,42.1,8,2,18.8,1,1,0,0,95.0,19,20,3,10.5,0,1,0,0,57.9,11,1,4.5,0,0,0,1,1,0
D.J. Jones,11953,DI,DEN,1,0,10,0,3,0,0,1,0,37.5,9,1,5.6,0,0,0,0,100.0,25,25,4,10.0,0,0,2,0,62.5,15,3,13.3,1,1,0,1,1,0
Dawuane Smoot,11823,ED,JAX,1,0,15,0,0,0,0,0,0,100.0,10,1,10.0,1,1,0,0,90.9,10,11,1,10.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Trey Flowers,9534,ED,MIA,1,0,17,0,2,0,0,2,1,85.7,6,2,16.7,0,0,0,1,100.0,10,10,2,10.0,0,0,0,0,14.3,1,0,0.0,0,0,0,0,0,0
Za'Darius Smith,9555,ED,MIN,1,0,18,0,1,0,0,0,0,20.0,3,0,0.0,0,0,0,0,93.8,15,16,2,10.0,0,0,1,0,80.0,12,2,12.5,1,1,0,1,1,0
Malcolm Rodriguez,60731,LB,DET,1,0,11,1,0,0,1,0,0,60.0,3,1,16.7,0,0,0,0,19.2,5,26,1,10.0,0,0,0,0,40.0,2,0,0.0,0,1,1,0,1,1
Perrion Winfrey,122952,DI,CLV,1,0,8,0,1,0,0,1,0,80.0,4,1,12.5,0,0,0,0,100.0,5,5,1,10.0,0,0,0,0,20.0,1,0,0.0,0,0,0,0,0,0
Matt Ioannidis,10786,DI,CAR,1,0,5,1,4,0,0,1,0,28.0,7,1,7.1,0,0,0,0,100.0,25,25,5,10.0,0,1,3,0,72.0,18,4,11.1,0,0,0,0,0,0
Montez Sweat,27271,ED,WAS,1,0,32,1,3,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,20,20,4,10.0,0,1,3,0,100.0,20,4,10.0,0,0,0,0,0,0
Thomas Booker,82168,DI,HST,1,0,13,0,0,0,0,0,0,60.0,6,1,16.7,1,1,0,0,100.0,10,10,1,10.0,0,0,0,0,40.0,4,0,0.0,0,0,0,1,1,0
Dalvin Tomlinson,11810,DI,MIN,1,0,18,1,1,0,1,1,0,71.4,15,3,13.3,1,1,0,0,100.0,21,21,3,9.5,0,0,0,0,28.6,6,0,0.0,0,0,0,1,1,0
Quinnen Williams,44216,DI,NYJ,1,1,22,1,1,0,0,0,0,22.2,4,1,25.0,1,1,0,0,100.0,21,21,3,9.5,1,0,1,0,77.8,14,1,3.6,0,1,1,1,2,1
Hassan Ridgeway,10750,DI,SF,1,0,28,1,1,0,0,0,0,20.0,4,0,0.0,0,0,0,0,100.0,21,21,3,9.5,0,1,1,0,80.0,16,3,12.5,1,1,0,1,1,0
Rasheem Green,48731,ED,HST,1,0,13,0,2,0,0,1,0,38.1,8,2,18.8,1,0,0,0,100.0,21,21,3,9.5,0,0,1,0,61.9,13,1,3.8,0,0,0,1,0,0
Adam Gotsis,10697,DI,JAX,1,0,15,1,0,0,1,0,0,100.0,12,1,4.2,0,0,0,0,100.0,16,16,2,9.4,0,0,0,0,0.0,0,0,,0,0,0,1,0,0
Randy Gregory,9493,ED,DEN,1,0,10,2,3,0,1,1,0,48.1,13,2,7.7,0,0,0,0,90.0,27,30,5,9.3,0,1,2,0,51.9,14,3,10.7,0,0,0,0,0,0
Isaiah Thomas,56798,ED,CLV,1,0,8,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,11,11,2,9.1,0,1,1,0,100.0,11,2,9.1,0,0,0,0,0,0
Jihad Ward,10678,ED,NYG,1,0,21,1,1,0,1,0,0,36.4,8,1,6.3,0,0,0,1,95.7,22,23,3,9.1,0,0,1,1,63.6,14,2,10.7,1,1,0,1,1,0
DeForest Buckner,10641,DI,IND,1,0,14,0,2,0,0,1,0,27.3,3,1,16.7,0,0,0,0,100.0,11,11,2,9.1,0,0,1,0,72.7,8,1,6.3,0,0,0,0,0,0
Matthew Judon,10780,ED,NE,1,0,19,0,3,0,0,3,1,85.7,24,4,10.4,1,1,0,1,93.3,28,30,4,8.9,0,0,0,0,14.3,4,0,0.0,0,0,0,1,1,0
Melvin Ingram III,7024,ED,MIA,1,0,17,0,3,0,0,0,0,11.8,2,0,0.0,0,0,0,0,85.0,17,20,3,8.8,0,0,3,0,88.2,15,3,10.0,0,0,0,0,0,0
Samson Ebukam,11880,ED,SF,1,0,28,0,2,0,0,0,0,52.9,18,1,5.6,1,1,0,0,100.0,34,34,4,8.8,0,0,2,0,47.1,16,3,12.5,1,1,0,2,2,0
Malik Reed,48567,ED,PIT,1,0,25,1,3,0,1,3,0,95.7,22,4,9.1,0,0,0,0,100.0,23,23,4,8.7,0,0,0,0,4.3,1,0,0.0,0,0,0,0,0,0
Tyquan Lewis,48475,ED,IND,1,0,14,0,3,0,0,0,0,38.9,7,0,0.0,0,0,0,0,100.0,18,18,3,8.3,0,0,3,0,61.1,11,3,13.6,0,0,0,0,0,0
Anthony Nelson,48405,ED,TB,1,0,30,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,80.0,12,15,1,8.3,0,0,0,0,100.0,12,1,8.3,1,1,0,1,1,0
Shaq Lawson,10653,ED,BUF,1,0,4,1,1,0,0,0,0,16.7,2,0,0.0,0,0,0,1,100.0,12,12,2,8.3,0,1,1,1,83.3,10,2,10.0,0,0,0,0,0,0
Anthony Barr,8644,LB,DAL,1,0,9,1,0,0,1,0,0,60.0,3,1,16.7,0,0,0,0,20.0,6,30,1,8.3,0,0,0,0,40.0,2,0,0.0,0,0,0,0,0,0
John Jenkins,7863,DI,MIA,1,0,17,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,100.0,6,6,1,8.3,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
James Smith-Williams,48455,ED,WAS,1,0,32,1,1,0,1,1,0,100.0,12,2,8.3,0,0,0,0,92.3,12,13,2,8.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Josh Uche,27379,ED,NE,1,0,19,0,2,0,0,0,0,8.3,1,0,0.0,0,0,0,0,92.3,12,13,2,8.3,0,0,2,0,91.7,11,2,9.1,0,0,0,0,0,0
Zaven Collins,77190,LB,ARZ,1,0,1,0,1,0,0,1,0,66.7,4,1,12.5,0,0,0,0,15.4,6,39,1,8.3,0,0,0,0,33.3,2,0,0.0,0,0,0,0,0,0
Cameron Sample,56462,ED,CIN,1,0,7,0,1,0,0,0,0,66.7,4,0,0.0,0,0,0,0,100.0,6,6,1,8.3,0,0,1,0,33.3,2,1,25.0,0,0,0,0,0,0
Alex Highsmith,43507,ED,PIT,1,0,25,0,4,0,0,1,1,30.6,11,2,13.6,1,1,0,2,97.3,36,37,5,8.3,0,0,3,1,69.4,25,3,6.0,0,0,0,1,1,0
Devin White,43089,LB,TB,1,0,30,1,0,0,0,0,0,33.3,2,0,0.0,0,0,0,0,14.0,6,43,1,8.3,0,1,0,0,66.7,4,1,12.5,0,0,0,0,0,0
Jonathan Garvin,56703,ED,GB,1,0,12,1,0,0,1,0,0,33.3,2,1,25.0,0,0,0,0,100.0,6,6,1,8.3,0,0,0,0,66.7,4,0,0.0,0,0,0,0,0,0
Abdullah Anderson,32708,DI,ATL,1,0,2,0,1,0,0,1,0,50.0,3,1,16.7,0,0,0,0,100.0,6,6,1,8.3,0,0,0,0,50.0,3,0,0.0,0,0,0,0,0,0
Marcus Davenport,50291,ED,NO,1,0,20,1,2,0,0,0,0,0.0,0,0,,0,0,0,0,96.9,31,32,4,8.1,0,1,2,0,100.0,31,4,8.1,1,1,0,1,1,0
Quinton Jefferson,10781,DI,SEA,1,0,29,2,2,0,2,2,0,72.0,18,4,11.1,0,0,0,0,100.0,25,25,4,8.0,0,0,0,0,28.0,7,0,0.0,0,0,0,0,0,0
Kwity Paye,56713,ED,IND,1,0,14,1,1,0,1,0,0,88.0,22,2,6.8,1,1,0,0,100.0,25,25,3,8.0,0,0,1,0,12.0,3,1,16.7,0,0,0,1,1,0
Jonathan Allen,11772,DI,WAS,1,0,32,0,2,0,0,0,0,8.0,2,0,0.0,0,0,0,0,100.0,25,25,3,8.0,0,0,2,0,92.0,23,3,8.7,1,1,0,1,1,0
Chris Rumph II,56345,ED,LAC,1,0,27,1,2,0,0,0,0,26.3,5,0,0.0,0,0,0,1,100.0,19,19,3,7.9,0,1,2,1,73.7,14,3,10.7,0,0,0,0,0,0
Jerry Tillery,49949,DI,LAC,1,0,27,0,1,0,0,1,0,27.8,5,1,10.0,0,0,0,0,100.0,19,19,2,7.9,0,0,0,0,72.2,13,1,7.7,1,1,0,1,1,0
Brian Burns,44522,ED,CAR,1,0,5,0,2,0,0,1,0,38.5,10,1,5.0,0,0,0,0,83.9,26,31,3,7.7,0,0,1,0,61.5,16,2,9.4,1,1,0,1,1,0
DeMarvin Leal,98919,ED,PIT,1,0,25,0,2,0,0,2,0,38.5,5,2,20.0,0,0,0,0,100.0,13,13,2,7.7,0,0,0,0,61.5,8,0,0.0,0,0,0,0,0,0
Fletcher Cox,7018,DI,PHI,1,0,24,1,2,0,1,2,0,95.0,19,3,7.9,0,0,0,0,100.0,20,20,3,7.5,0,0,0,0,5.0,1,0,0.0,0,0,0,0,0,0
Grady Jarrett,9570,DI,ATL,1,0,2,1,2,0,1,2,0,63.6,21,3,7.1,0,0,0,0,100.0,34,34,4,7.4,0,0,0,0,36.4,12,1,8.3,1,1,0,1,1,0
Arden Key,50201,ED,JAX,1,0,15,0,1,0,0,0,0,14.3,1,0,0.0,0,0,0,0,87.5,7,8,1,7.1,0,0,1,0,85.7,6,1,8.3,0,1,1,0,1,1
Bobby Wagner,7050,LB,LA,1,0,26,0,1,0,0,0,0,14.3,1,0,0.0,0,0,0,0,25.0,7,28,1,7.1,0,0,1,0,85.7,6,1,8.3,0,0,0,0,0,0
Ja'Whaun Bentley,50966,LB,NE,1,0,19,0,1,0,0,1,0,71.4,5,1,10.0,0,1,1,0,21.9,7,32,1,7.1,0,0,0,0,28.6,2,0,0.0,0,0,0,0,1,1
Jacob Martin,50152,ED,NYJ,1,0,22,0,1,0,0,1,0,85.7,6,1,8.3,0,0,0,0,77.8,7,9,1,7.1,0,0,0,0,14.3,1,0,0.0,0,0,0,0,0,0
Deadrin Senat,48815,DI,TB,1,0,30,0,1,0,0,0,0,50.0,3,0,0.0,0,0,0,0,100.0,7,7,1,7.1,0,0,1,0,50.0,3,1,16.7,0,0,0,0,0,0
Darrell Taylor,36001,ED,SEA,1,0,29,0,3,0,0,2,0,85.7,18,2,5.6,0,1,1,0,100.0,21,21,3,7.1,0,0,1,0,14.3,3,1,16.7,0,0,0,0,1,1
Khalil Mack,8640,ED,LAC,1,0,27,1,1,0,1,1,0,62.1,18,3,11.1,1,1,0,0,93.5,29,31,3,6.9,0,0,0,0,37.9,11,0,0.0,0,0,0,1,1,0
