p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards,week,year,plyr_number
rileydixon_lar_2022_18,lar_2022_18,rileydixon_lar_2022,lar_2022,rileydixon,10862,p,lar,1,5,5,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
matthaack_ind_2022_18,ind_2022_18,matthaack_ind_2022,ind_2022,matthaack,12212,p,ind,1,4,4,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
cameronjohnston_hou_2022_18,hou_2022_18,cameronjohnston_hou_2022,hou_2022,cameronjohnston,12255,p,hou,1,6,6,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
coreybojorquez_cle_2022_18,cle_2022_18,coreybojorquez_cle_2022,cle_2022,coreybojorquez,27626,p,cle,1,4,4,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
logancooke_jax_2022_18,jax_2022_18,logancooke_jax_2022,jax_2022,logancooke,29214,p,jax,1,5,5,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tommytownsend_kc_2022_18,kc_2022_18,tommytownsend_kc_2022,kc_2022,tommytownsend,33007,p,kc,1,5,5,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jackfox_det_2022_18,det_2022_18,jackfox_det_2022,det_2022,jackfox,34735,p,det,1,3,3,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
michaeldickson_sea_2022_18,sea_2022_18,michaeldickson_sea_2022,sea_2022,michaeldickson,35381,p,sea,1,4,4,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ajcoleiii_lv_2022_18,lv_2022_18,ajcoleiii_lv_2022,lv_2022,ajcoleiii,36038,p,lv,1,2,2,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jkscott_lac_2022_18,lac_2022_18,jkscott_lac_2022,lac_2022,jkscott,38809,p,lac,1,4,4,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
corlisswaitman_den_2022_18,den_2022_18,corlisswaitman_den_2022,den_2022,corlisswaitman,39620,p,den,1,5,5,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
mitchwishnowsky_sf_2022_18,sf_2022_18,mitchwishnowsky_sf_2022,sf_2022,mitchwishnowsky,44663,p,sf,1,2,2,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
bradenmann_nyj_2022_18,nyj_2022_18,bradenmann_nyj_2022,nyj_2022,bradenmann,44664,p,nyj,1,3,3,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
blakegillikin_no_2022_18,no_2022_18,blakegillikin_no_2022,no_2022,blakegillikin,45045,p,no,1,6,6,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ryanstonehouse_ten_2022_18,ten_2022_18,ryanstonehouse_ten_2022,ten_2022,ryanstonehouse,52045,p,ten,1,5,5,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jordanstout_bal_2022_18,bal_2022_18,jordanstout_bal_2022,bal_2022,jordanstout,57649,p,bal,1,4,4,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
trentongill_chi_2022_18,chi_2022_18,trentongill_chi_2022,chi_2022,trentongill,60295,p,chi,1,7,7,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
pressleyharviniii_pit_2022_18,pit_2022_18,pressleyharviniii_pit_2022,pit_2022,pressleyharviniii,62973,p,pit,1,2,2,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jamiegillan_nyg_2022_18,nyg_2022_18,jamiegillan_nyg_2022,nyg_2022,jamiegillan,63303,p,nyg,1,1,1,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ryanwright_min_2022_18,min_2022_18,ryanwright_min_2022,min_2022,ryanwright,77591,p,min,1,2,2,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jakecamarda_tb_2022_18,tb_2022_18,jakecamarda_tb_2022,tb_2022,jakecamarda,82636,p,tb,1,5,5,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
