p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,week,year,plyr_number
grantcalcaterra_phi_2022_18,phi_2022_18,grantcalcaterra_phi_2022,phi_2022,grantcalcaterra,60997,te,phi,1,20.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jamarrchase_cin_2022_18,cin_2022_18,jamarrchase_cin_2022,cin_2022,jamarrchase,84270,wr,cin,1,10.0,3,72.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
teehiggins_cin_2022_18,cin_2022_18,teehiggins_cin_2022,cin_2022,teehiggins,61211,wr,cin,1,11.7,0,88.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
joemixon_cin_2022_18,cin_2022_18,joemixon_cin_2022,cin_2022,joemixon,11803,hb,cin,1,1.4,0,77.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tonypollard_dal_2022_18,dal_2022_18,tonypollard_dal_2022,dal_2022,tonypollard,27126,hb,dal,1,4.5,1,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
olamidezaccheaus_atl_2022_18,atl_2022_18,olamidezaccheaus_atl_2022,atl_2022,olamidezaccheaus,44920,wr,atl,1,5.7,1,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
mitchellwilcox_cin_2022_18,cin_2022_18,mitchellwilcox_cin_2022,cin_2022,mitchellwilcox,47234,te,cin,1,2.7,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
gabrieldavis_buf_2022_18,buf_2022_18,gabrieldavis_buf_2022,buf_2022,gabrieldavis,55410,wr,buf,1,18.2,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
dawsonknox_buf_2022_18,buf_2022_18,dawsonknox_buf_2022,buf_2022,dawsonknox,35883,te,buf,1,10.4,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tylerboyd_cin_2022_18,cin_2022_18,tylerboyd_cin_2022,cin_2022,tylerboyd,10689,wr,cin,1,4.3,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
samajeperine_cin_2022_18,cin_2022_18,samajeperine_cin_2022,cin_2022,samajeperine,11869,hb,cin,1,1.5,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
trentonirwin_cin_2022_18,cin_2022_18,trentonirwin_cin_2022,cin_2022,trentonirwin,48080,wr,cin,1,19.5,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jonnusmith_ne_2022_18,ne_2022_18,jonnusmith_ne_2022,ne_2022,jonnusmith,11855,te,ne,1,3.3,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
deonjackson_ind_2022_18,ind_2022_18,deonjackson_ind_2022,ind_2022,deonjackson,57189,hb,ind,1,-3.3,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
devinsingletary_buf_2022_18,buf_2022_18,devinsingletary_buf_2022,buf_2022,devinsingletary,40485,hb,buf,1,2.3,1,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
khalilherbert_chi_2022_18,chi_2022_18,khalilherbert_chi_2022,chi_2022,khalilherbert,41668,hb,chi,1,-3.0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
anthonyfirkser_atl_2022_18,atl_2022_18,anthonyfirkser_atl_2022,atl_2022,anthonyfirkser,51837,te,atl,1,4.0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ajdillon_gb_2022_18,gb_2022_18,ajdillon_gb_2022,gb_2022,ajdillon,57165,hb,gb,1,0.3,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ameerabdullah_lv_2022_18,lv_2022_18,ameerabdullah_lv_2022,lv_2022,ameerabdullah,9487,hb,lv,1,2.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
stefondiggs_buf_2022_18,buf_2022_18,stefondiggs_buf_2022,buf_2022,stefondiggs,9579,wr,buf,1,12.5,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
derrickhenry_ten_2022_18,ten_2022_18,derrickhenry_ten_2022,ten_2022,derrickhenry,10679,hb,ten,1,-0.5,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
stephenanderson_ari_2022_18,ari_2022_18,stephenanderson_ari_2022,ari_2022,stephenanderson,11160,te,ari,1,5.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
isaiahmckenzie_buf_2022_18,buf_2022_18,isaiahmckenzie_buf_2022,buf_2022,isaiahmckenzie,11927,wr,buf,1,27.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
pennyhart_sea_2022_18,sea_2022_18,pennyhart_sea_2022,sea_2022,pennyhart,13534,wr,sea,1,10.5,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
freddieswain_den_2022_18,den_2022_18,freddieswain_den_2022,den_2022,freddieswain,26448,wr,den,1,8.5,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
marcedeslewis_gb_2022_18,gb_2022_18,marcedeslewis_gb_2022,gb_2022,marcedeslewis,2973,te,gb,1,17.5,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
devinasiasi_cin_2022_18,cin_2022_18,devinasiasi_cin_2022,cin_2022,devinasiasi,40294,te,cin,1,2.5,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
keithkirkwood_no_2022_18,no_2022_18,keithkirkwood_no_2022,no_2022,keithkirkwood,48017,wr,no,1,20.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
nyheimhines_buf_2022_18,buf_2022_18,nyheimhines_buf_2022,buf_2022,nyheimhines,48103,hb,buf,1,13.0,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
connorheyward_pit_2022_18,pit_2022_18,connorheyward_pit_2022,pit_2022,connorheyward,57301,te,pit,1,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
pierrestrongjr_ne_2022_18,ne_2022_18,pierrestrongjr_ne_2022,ne_2022,pierrestrongjr,66619,hb,ne,1,2.5,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jamescook_buf_2022_18,buf_2022_18,jamescook_buf_2022,buf_2022,jamescook,83666,hb,buf,1,1.0,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
davidbell_cle_2022_18,cle_2022_18,davidbell_cle_2022,cle_2022,davidbell,97989,wr,cle,1,8.5,1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jalenvirgil_den_2022_18,den_2022_18,jalenvirgil_den_2022,den_2022,jalenvirgil,41991,wr,den,1,6.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
reggiegilliam_buf_2022_18,buf_2022_18,reggiegilliam_buf_2022,buf_2022,reggiegilliam,40951,fb,buf,1,2.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
malcolmbrown_lar_2022_18,lar_2022_18,malcolmbrown_lar_2022,lar_2022,malcolmbrown,9902,hb,lar,1,0.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
milessanders_phi_2022_18,phi_2022_18,milessanders_phi_2022,phi_2022,milessanders,40555,hb,phi,1,0.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
patricktaylorjr_gb_2022_18,gb_2022_18,patricktaylorjr_gb_2022,gb_2022,patricktaylorjr,40448,hb,gb,1,-1.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
zackmoss_ind_2022_18,ind_2022_18,zackmoss_ind_2022,ind_2022,zackmoss,40341,hb,ind,1,-1.0,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
zachgentry_pit_2022_18,pit_2022_18,zachgentry_pit_2022,pit_2022,zachgentry,36049,te,pit,1,1.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
kirkmerritt_no_2022_18,no_2022_18,kirkmerritt_no_2022,no_2022,kirkmerritt,35096,wr,no,1,22.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
justinjackson_det_2022_18,det_2022_18,justinjackson_det_2022,det_2022,justinjackson,29539,hb,det,1,7.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
zachpascal_phi_2022_18,phi_2022_18,zachpascal_phi_2022,phi_2022,zachpascal,12303,wr,phi,1,5.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
johnnymundt_min_2022_18,min_2022_18,johnnymundt_min_2022,min_2022,johnnymundt,12206,te,min,1,-1.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
kyrenwilliams_lar_2022_18,lar_2022_18,kyrenwilliams_lar_2022,lar_2022,kyrenwilliams,97118,hb,lar,1,-6.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
davidjohnson_no_2022_18,no_2022_18,davidjohnson_no_2022,no_2022,davidjohnson,9519,hb,no,1,3.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
colebeasley_buf_2022_18,buf_2022_18,colebeasley_buf_2022,buf_2022,colebeasley,7330,wr,buf,1,5.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
sammywatkins_bal_2022_18,bal_2022_18,sammywatkins_bal_2022,bal_2022,sammywatkins,8639,wr,bal,1,26.0,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
cjham_min_2022_18,min_2022_18,cjham_min_2022,min_2022,cjham,11347,fb,min,1,4.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
michaelwoodsii_cle_2022_18,cle_2022_18,michaelwoodsii_cle_2022,cle_2022,michaelwoodsii,84117,wr,cle,1,5.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
khalilshakir_buf_2022_18,buf_2022_18,khalilshakir_buf_2022,buf_2022,khalilshakir,84140,wr,buf,1,5.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
keelancole_lv_2022_18,lv_2022_18,keelancole_lv_2022,lv_2022,keelancole,51593,wr,lv,1,9.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
parkerhesse_atl_2022_18,atl_2022_18,parkerhesse_atl_2022,atl_2022,parkerhesse,48369,te,atl,1,5.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
scottymiller_tb_2022_18,tb_2022_18,scottymiller_tb_2022,tb_2022,scottymiller,47481,wr,tb,1,47.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ezekielelliott_dal_2022_18,dal_2022_18,ezekielelliott_dal_2022,dal_2022,ezekielelliott,10638,hb,dal,1,1.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jkdobbins_bal_2022_18,bal_2022_18,jkdobbins_bal_2022,bal_2022,jkdobbins,57366,hb,bal,1,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tremckitty_lac_2022_18,lac_2022_18,tremckitty_lac_2022,lac_2022,tremckitty,60896,te,lac,1,1.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
justicehill_bal_2022_18,bal_2022_18,justicehill_bal_2022,bal_2022,justicehill,45865,hb,bal,1,1.0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
devontasmith_phi_2022_18,phi_2022_18,devontasmith_phi_2022,phi_2022,devontasmith,61100,wr,phi,1,8.0,0,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ceedeelamb_dal_2022_18,dal_2022_18,ceedeelamb_dal_2022,dal_2022,ceedeelamb,61570,wr,dal,1,8.1,3,91.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tjhockenson_min_2022_18,min_2022_18,tjhockenson_min_2022,min_2022,tjhockenson,40912,te,min,1,8.1,0,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
brandonaiyuk_sf_2022_18,sf_2022_18,brandonaiyuk_sf_2022,sf_2022,brandonaiyuk,84109,wr,sf,1,10.3,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
