p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week,year,plyr_number
natehairston_ari_2022_18,ari_2022_18,natehairston_ari_2022,ari_2022,natehairston,11913,cb,ari,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tanzelsmart_nyj_2022_18,nyj_2022_18,tanzelsmart_nyj_2022,nyj_2022,tanzelsmart,11944,di,nyj,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ifeadiodenigbo_ind_2022_18,ind_2022_18,ifeadiodenigbo_ind_2022,ind_2022,ifeadiodenigbo,11975,ed,ind,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
dylancole_ten_2022_18,ten_2022_18,dylancole_ten_2022,ten_2022,dylancole,24304,lb,ten,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
clayjohnston_cin_2022_18,cin_2022_18,clayjohnston_cin_2022,cin_2022,clayjohnston,25685,lb,cin,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tremonsmith_hou_2022_18,hou_2022_18,tremonsmith_hou_2022,hou_2022,tremonsmith,28196,cb,hou,1,1,0,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
deshonelliott_det_2022_18,det_2022_18,deshonelliott_det_2022,det_2022,deshonelliott,28854,s,det,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
krisboyd_min_2022_18,min_2022_18,krisboyd_min_2022,min_2022,krisboyd,34222,cb,min,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
joebachie_cin_2022_18,cin_2022_18,joebachie_cin_2022,cin_2022,joebachie,43250,lb,cin,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
boogiebasham_buf_2022_18,buf_2022_18,boogiebasham_buf_2022,buf_2022,boogiebasham,44320,ed,buf,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
samhubbard_cin_2022_18,cin_2022_18,samhubbard_cin_2022,cin_2022,samhubbard,48457,ed,cin,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
danielwise_was_2022_18,was_2022_18,danielwise_was_2022,was_2022,danielwise,48922,di,was,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ryanneal_sea_2022_18,sea_2022_18,ryanneal_sea_2022,sea_2022,ryanneal,49132,s,sea,1,1,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tonybrown_ind_2022_18,ind_2022_18,tonybrown_ind_2022,ind_2022,tonybrown,49255,cb,ind,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
markusbailey_cin_2022_18,cin_2022_18,markusbailey_cin_2022,cin_2022,markusbailey,49681,lb,cin,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
leightonvanderesch_dal_2022_18,dal_2022_18,leightonvanderesch_dal_2022,dal_2022,leightonvanderesch,50950,lb,dal,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
kamrencurl_was_2022_18,was_2022_18,kamrencurl_was_2022,was_2022,kamrencurl,55800,s,was,1,4,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
markquesebell_dal_2022_18,dal_2022_18,markquesebell_dal_2022,dal_2022,markquesebell,56033,s,dal,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
allangeorge_cin_2022_18,cin_2022_18,allangeorge_cin_2022,cin_2022,allangeorge,56275,cb,cin,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
victordimukeje_ari_2022_18,ari_2022_18,victordimukeje_ari_2022,ari_2022,victordimukeje,56347,ed,ari,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jaytufele_cin_2022_18,cin_2022_18,jaytufele_cin_2022,cin_2022,jaytufele,56913,di,cin,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
matthewbutler_lv_2022_18,lv_2022_18,matthewbutler_lv_2022,lv_2022,matthewbutler,62931,di,lv,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
davidojabo_bal_2022_18,bal_2022_18,davidojabo_bal_2022,bal_2022,davidojabo,101420,ed,bal,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
chrisharrisjr_no_2022_18,no_2022_18,chrisharrisjr_no_2022,no_2022,chrisharrisjr,6457,cb,no,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
vinnycurry_nyj_2022_18,nyj_2022_18,vinnycurry_nyj_2022,nyj_2022,vinnycurry,7061,ed,nyj,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
justinbethel_mia_2022_18,mia_2022_18,justinbethel_mia_2022,mia_2022,justinbethel,7654,cb,mia,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
akeemspence_sf_2022_18,sf_2022_18,akeemspence_sf_2022,sf_2022,akeemspence,7882,di,sf,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ajklein_buf_2022_18,buf_2022_18,ajklein_buf_2022,buf_2022,ajklein,7930,lb,buf,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jordanpoyer_buf_2022_18,buf_2022_18,jordanpoyer_buf_2022,buf_2022,jordanpoyer,8000,s,buf,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
daquanjones_buf_2022_18,buf_2022_18,daquanjones_buf_2022,buf_2022,daquanjones,8747,di,buf,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
denicoautry_ten_2022_18,ten_2022_18,denicoautry_ten_2022,ten_2022,denicoautry,8982,ed,ten,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
dannyshelton_kc_2022_18,kc_2022_18,dannyshelton_kc_2022,kc_2022,dannyshelton,9445,di,kc,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jordanphillips_buf_2022_18,buf_2022_18,jordanphillips_buf_2022,buf_2022,jordanphillips,9485,di,buf,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tyelerdavison_lac_2022_18,lac_2022_18,tyelerdavison_lac_2022,lac_2022,tyelerdavison,9587,di,lac,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
eliapple_cin_2022_18,cin_2022_18,eliapple_cin_2022,cin_2022,eliapple,10644,cb,cin,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
shaqlawson_buf_2022_18,buf_2022_18,shaqlawson_buf_2022,buf_2022,shaqlawson,10653,ed,buf,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
xavienhoward_mia_2022_18,mia_2022_18,xavienhoward_mia_2022,mia_2022,xavienhoward,10672,cb,mia,1,1,0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
mackensiealexander_dal_2022_18,dal_2022_18,mackensiealexander_dal_2022,dal_2022,mackensiealexander,10688,cb,dal,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
vonnbell_cin_2022_18,cin_2022_18,vonnbell_cin_2022,cin_2022,vonnbell,10695,s,cin,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
djreader_cin_2022_18,cin_2022_18,djreader_cin_2022,cin_2022,djreader,10800,di,cin,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
willparks_nyj_2022_18,nyj_2022_18,willparks_nyj_2022,nyj_2022,willparks,10853,s,nyj,1,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
mikehilton_cin_2022_18,cin_2022_18,mikehilton_cin_2022,cin_2022,mikehilton,10898,cb,cin,1,1,0,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
antoniohamilton_ari_2022_18,ari_2022_18,antoniohamilton_ari_2022,ari_2022,antoniohamilton,11353,cb,ari,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tredaviouswhite_buf_2022_18,buf_2022_18,tredaviouswhite_buf_2022,buf_2022,tredaviouswhite,11782,cb,buf,1,1,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tacocharlton_chi_2022_18,chi_2022_18,tacocharlton_chi_2022,chi_2022,tacocharlton,11783,ed,chi,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
justinevans_no_2022_18,no_2022_18,justinevans_no_2022,no_2022,justinevans,11805,s,no,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
tanohkpassagnon_no_2022_18,no_2022_18,tanohkpassagnon_no_2022,no_2022,tanohkpassagnon,11814,ed,no,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
treyhendrickson_cin_2022_18,cin_2022_18,treyhendrickson_cin_2022,cin_2022,treyhendrickson,11858,ed,cin,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
mattmilano_buf_2022_18,buf_2022_18,mattmilano_buf_2022,buf_2022,mattmilano,11918,lb,buf,1,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
djjones_den_2022_18,den_2022_18,djjones_den_2022,den_2022,djjones,11953,di,den,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jeremiahledbetter_jax_2022_18,jax_2022_18,jeremiahledbetter_jax_2022,jax_2022,jeremiahledbetter,11960,di,jax,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
joshtupou_cin_2022_18,cin_2022_18,joshtupou_cin_2022,cin_2022,joshtupou,12093,di,cin,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
sameguavoen_mia_2022_18,mia_2022_18,sameguavoen_mia_2022,mia_2022,sameguavoen,15301,lb,mia,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
isaiahmack_bal_2022_18,bal_2022_18,isaiahmack_bal_2022,bal_2022,isaiahmack,26229,di,bal,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
siranneal_buf_2022_18,buf_2022_18,siranneal_buf_2022,buf_2022,siranneal,27130,cb,buf,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
michaeldwumfour_sf_2022_18,sf_2022_18,michaeldwumfour_sf_2022,sf_2022,michaeldwumfour,27376,di,sf,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
germainepratt_cin_2022_18,cin_2022_18,germainepratt_cin_2022,cin_2022,germainepratt,29407,lb,cin,1,1,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
loganwilson_cin_2022_18,cin_2022_18,loganwilson_cin_2022,cin_2022,loganwilson,29623,lb,cin,1,2,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
deedelaney_tb_2022_18,tb_2022_18,deedelaney_tb_2022,tb_2022,deedelaney,31078,cb,tb,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
georgeodum_sf_2022_18,sf_2022_18,georgeodum_sf_2022,sf_2022,georgeodum,31342,s,sf,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
danejackson_buf_2022_18,buf_2022_18,danejackson_buf_2022,buf_2022,danejackson,32989,cb,buf,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
robertrochell_lar_2022_18,lar_2022_18,robertrochell_lar_2022,lar_2022,robertrochell,33693,cb,lar,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
ericjohnson_ind_2022_18,ind_2022_18,ericjohnson_ind_2022,ind_2022,ericjohnson,33698,di,ind,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
akeemdavisgaither_cin_2022_18,cin_2022_18,akeemdavisgaither_cin_2022,cin_2022,akeemdavisgaither,34788,lb,cin,1,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
edoliver_buf_2022_18,buf_2022_18,edoliver_buf_2022,buf_2022,edoliver,42200,di,buf,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
krysbarnes_gb_2022_18,gb_2022_18,krysbarnes_gb_2022,gb_2022,krysbarnes,42548,lb,gb,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
benstille_cle_2022_18,cle_2022_18,benstille_cle_2022,cle_2022,benstille,43555,di,cle,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jefferysimmons_ten_2022_18,ten_2022_18,jefferysimmons_ten_2022,ten_2022,jefferysimmons,43742,di,ten,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
jamessmithwilliams_was_2022_18,was_2022_18,jamessmithwilliams_was_2022,was_2022,jamessmithwilliams,48455,ed,was,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
bradleychubb_mia_2022_18,mia_2022_18,bradleychubb_mia_2022,mia_2022,bradleychubb,48526,ed,mia,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
malikreed_pit_2022_18,pit_2022_18,malikreed_pit_2022,pit_2022,malikreed,48567,ed,pit,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
deadrinsenat_tb_2022_18,tb_2022_18,deadrinsenat_tb_2022,tb_2022,deadrinsenat,48815,di,tb,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
timsettle_buf_2022_18,buf_2022_18,timsettle_buf_2022,buf_2022,timsettle,48966,di,buf,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
treflowers_cin_2022_18,cin_2022_18,treflowers_cin_2022,cin_2022,treflowers,49059,cb,cin,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2022,18
