p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,week,year,plyr_number
andrecisco_jax_2022_18,jax_2022_18,andrecisco_jax_2022,jax_2022,andrecisco,76641,s,jax,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
christiankirksey_hou_2022_18,hou_2022_18,christiankirksey_hou_2022,hou_2022,christiankirksey,8706,lb,hou,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
deandrehoustoncarson_chi_2022_18,chi_2022_18,deandrehoustoncarson_chi_2022,chi_2022,deandrehoustoncarson,10819,s,chi,1,3,3.0,1.5,0,0,0,0,0,0,0,0,0,18,2022,18
demariodavis_no_2022_18,no_2022_18,demariodavis_no_2022,no_2022,demariodavis,7079,lb,no,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
gregmabin_ten_2022_18,ten_2022_18,gregmabin_ten_2022,ten_2022,gregmabin,12068,cb,ten,1,2,2.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
jaylonsmith_nyg_2022_18,nyg_2022_18,jaylonsmith_nyg_2022,nyg_2022,jaylonsmith,10668,lb,nyg,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
keanuneal_tb_2022_18,tb_2022_18,keanuneal_tb_2022,tb_2022,keanuneal,10651,s,tb,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
eliapple_cin_2022_18,cin_2022_18,eliapple_cin_2022,cin_2022,eliapple,10644,cb,cin,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
damoneclark_dal_2022_18,dal_2022_18,damoneclark_dal_2022,dal_2022,damoneclark,81282,lb,dal,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
anthonybarr_dal_2022_18,dal_2022_18,anthonybarr_dal_2022,dal_2022,anthonybarr,8644,lb,dal,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
trevondiggs_dal_2022_18,dal_2022_18,trevondiggs_dal_2022,dal_2022,trevondiggs,41817,cb,dal,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
darrenhall_atl_2022_18,atl_2022_18,darrenhall_atl_2022,atl_2022,darrenhall,60742,cb,atl,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
troyandersen_atl_2022_18,atl_2022_18,troyandersen_atl_2022,atl_2022,troyandersen,57317,lb,atl,1,2,1.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
derwinjames_lac_2022_18,lac_2022_18,derwinjames_lac_2022,lac_2022,derwinjames,51368,s,lac,1,3,,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
jamindavis_was_2022_18,was_2022_18,jamindavis_was_2022,was_2022,jamindavis,57905,lb,was,1,5,,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
patrickqueen_bal_2022_18,bal_2022_18,patrickqueen_bal_2022,bal_2022,patrickqueen,57941,lb,bal,1,6,,6.0,0,0,0,0,0,0,0,0,0,18,2022,18
keioncrossen_mia_2022_18,mia_2022_18,keioncrossen_mia_2022,mia_2022,keioncrossen,49454,cb,mia,1,3,,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
carltondavis_tb_2022_18,tb_2022_18,carltondavis_tb_2022,tb_2022,carltondavis,49335,cb,tb,1,2,,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
jordanwhitehead_nyj_2022_18,nyj_2022_18,jordanwhitehead_nyj_2022,nyj_2022,jordanwhitehead,49196,s,nyj,1,10,,10.0,0,0,0,0,0,0,0,0,0,18,2022,18
myleshartsfield_car_2022_18,car_2022_18,myleshartsfield_car_2022,car_2022,myleshartsfield,49159,s,car,1,6,,6.0,0,0,0,0,0,0,0,0,0,18,2022,18
jamesbradberry_phi_2022_18,phi_2022_18,jamesbradberry_phi_2022,phi_2022,jamesbradberry,10696,cb,phi,1,4,,4.0,0,0,0,0,0,0,0,0,0,18,2022,18
gregnewsomeii_cle_2022_18,cle_2022_18,gregnewsomeii_cle_2022,cle_2022,gregnewsomeii,83341,cb,cle,1,10,,3.3,0,0,0,0,0,0,0,0,0,18,2022,18
kamugrugierhill_ari_2022_18,ari_2022_18,kamugrugierhill_ari_2022,ari_2022,kamugrugierhill,10842,lb,ari,1,2,,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
taronjohnson_buf_2022_18,buf_2022_18,taronjohnson_buf_2022,buf_2022,taronjohnson,49511,cb,buf,1,20,10.0,6.7,0,0,0,0,0,0,0,0,0,18,2022,18
mylesbryant_ne_2022_18,ne_2022_18,mylesbryant_ne_2022,ne_2022,mylesbryant,43336,cb,ne,1,44,8.8,8.8,0,0,0,0,0,0,0,0,0,18,2022,18
willparks_nyj_2022_18,nyj_2022_18,willparks_nyj_2022,nyj_2022,willparks,10853,s,nyj,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,18,2022,18
shaqthompson_car_2022_18,car_2022_18,shaqthompson_car_2022,car_2022,shaqthompson,9458,lb,car,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,18,2022,18
frankieluvu_car_2022_18,car_2022_18,frankieluvu_car_2022,car_2022,frankieluvu,51028,lb,car,1,7,7.0,7.0,0,0,0,0,0,0,0,0,0,18,2022,18
mackensiealexander_dal_2022_18,dal_2022_18,mackensiealexander_dal_2022,dal_2022,mackensiealexander,10688,cb,dal,1,7,7.0,7.0,0,0,0,0,0,0,0,0,0,18,2022,18
harrisonsmith_min_2022_18,min_2022_18,harrisonsmith_min_2022,min_2022,harrisonsmith,7641,s,min,1,7,7.0,7.0,0,0,0,0,0,0,0,0,0,18,2022,18
jalenthompson_ari_2022_18,ari_2022_18,jalenthompson_ari_2022,ari_2022,jalenthompson,49116,s,ari,1,6,6.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
talanoahufanga_sf_2022_18,sf_2022_18,talanoahufanga_sf_2022,sf_2022,talanoahufanga,83903,s,sf,1,6,6.0,6.0,0,0,0,0,0,0,0,0,0,18,2022,18
fredwarner_sf_2022_18,sf_2022_18,fredwarner_sf_2022,sf_2022,fredwarner,51222,lb,sf,1,6,6.0,6.0,0,0,0,0,0,0,0,0,0,18,2022,18
cameronsutton_pit_2022_18,pit_2022_18,cameronsutton_pit_2022,pit_2022,cameronsutton,11850,cb,pit,1,15,5.0,3.8,0,0,0,0,0,0,0,0,0,18,2022,18
kevinbyard_ten_2022_18,ten_2022_18,kevinbyard_ten_2022,ten_2022,kevinbyard,10698,s,ten,1,5,5.0,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
innisgaines_gb_2022_18,gb_2022_18,innisgaines_gb_2022,gb_2022,innisgaines,44443,cb,gb,1,10,5.0,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
jeremyreaves_was_2022_18,was_2022_18,jeremyreaves_was_2022,was_2022,jeremyreaves,50406,s,was,1,5,5.0,1.7,0,0,0,0,0,0,0,0,0,18,2022,18
julianlove_nyg_2022_18,nyg_2022_18,julianlove_nyg_2022,nyg_2022,julianlove,51081,s,nyg,1,5,5.0,1.7,0,0,0,0,0,0,0,0,0,18,2022,18
mikehilton_cin_2022_18,cin_2022_18,mikehilton_cin_2022,cin_2022,mikehilton,10898,cb,cin,1,29,4.8,4.1,0,0,0,0,0,0,0,0,0,18,2022,18
teeztabor_sea_2022_18,sea_2022_18,teeztabor_sea_2022,sea_2022,teeztabor,11808,s,sea,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,18,2022,18
marcusjones_ne_2022_18,ne_2022_18,marcusjones_ne_2022,ne_2022,marcusjones,55717,cb,ne,1,4,4.0,4.0,0,0,0,0,0,0,0,0,0,18,2022,18
avontemaddox_phi_2022_18,phi_2022_18,avontemaddox_phi_2022,phi_2022,avontemaddox,50543,cb,phi,1,7,3.5,3.5,0,0,0,0,0,0,0,0,0,18,2022,18
ronnieharrison_cle_2022_18,cle_2022_18,ronnieharrison_cle_2022,cle_2022,ronnieharrison,49206,s,cle,1,7,3.5,3.5,0,0,0,0,0,0,0,0,0,18,2022,18
dannyjohnson_was_2022_18,was_2022_18,dannyjohnson_was_2022,was_2022,dannyjohnson,49379,cb,was,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
zavencollins_ari_2022_18,ari_2022_18,zavencollins_ari_2022,ari_2022,zavencollins,77190,lb,ari,1,3,3.0,1.5,0,0,0,0,0,0,0,0,0,18,2022,18
ernestjones_lar_2022_18,lar_2022_18,ernestjones_lar_2022,lar_2022,ernestjones,81399,lb,lar,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
lonniejohnsonjr_ten_2022_18,ten_2022_18,lonniejohnsonjr_ten_2022,ten_2022,lonniejohnsonjr,55615,s,ten,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
cornellarmstrong_atl_2022_18,atl_2022_18,cornellarmstrong_atl_2022,atl_2022,cornellarmstrong,50351,cb,atl,1,3,3.0,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
mattmilano_buf_2022_18,buf_2022_18,mattmilano_buf_2022,buf_2022,mattmilano,11918,lb,buf,1,5,2.5,2.5,0,0,0,0,0,0,0,0,0,18,2022,18
jawhaunbentley_ne_2022_18,ne_2022_18,jawhaunbentley_ne_2022,ne_2022,jawhaunbentley,50966,lb,ne,1,2,2.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
bryancook_kc_2022_18,kc_2022_18,bryancook_kc_2022,kc_2022,bryancook,55940,s,kc,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
natehobbs_lv_2022_18,lv_2022_18,natehobbs_lv_2022,lv_2022,natehobbs,55948,cb,lv,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
chadmuma_jax_2022_18,jax_2022_18,chadmuma_jax_2022,jax_2022,chadmuma,75818,lb,jax,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
brianasamoah_min_2022_18,min_2022_18,brianasamoah_min_2022,min_2022,brianasamoah,77195,lb,min,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
cordaleflott_nyg_2022_18,nyg_2022_18,cordaleflott_nyg_2022,nyg_2022,cordaleflott,98834,cb,nyg,1,2,2.0,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
siranneal_buf_2022_18,buf_2022_18,siranneal_buf_2022,buf_2022,siranneal,27130,cb,buf,1,5,1.7,1.7,0,0,0,0,0,0,0,0,0,18,2022,18
orenburks_sf_2022_18,sf_2022_18,orenburks_sf_2022,sf_2022,orenburks,50203,lb,sf,1,3,1.5,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
dregreenlaw_sf_2022_18,sf_2022_18,dregreenlaw_sf_2022,sf_2022,dregreenlaw,51503,lb,sf,1,3,1.5,1.5,0,0,0,0,0,0,0,0,0,18,2022,18
alexanzalone_det_2022_18,det_2022_18,alexanzalone_det_2022,det_2022,alexanzalone,11831,lb,det,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
benjaminstjuste_was_2022_18,was_2022_18,benjaminstjuste_was_2022,was_2022,benjaminstjuste,56061,cb,was,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
shaunwade_ne_2022_18,ne_2022_18,shaunwade_ne_2022,ne_2022,shaunwade,55673,cb,ne,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
corylittleton_car_2022_18,car_2022_18,corylittleton_car_2022,car_2022,corylittleton,11190,lb,car,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
elandonroberts_mia_2022_18,mia_2022_18,elandonroberts_mia_2022,mia_2022,elandonroberts,10848,lb,mia,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
ajklein_buf_2022_18,buf_2022_18,ajklein_buf_2022,buf_2022,ajklein,7930,lb,buf,1,1,1.0,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
nasiradderley_lac_2022_18,lac_2022_18,nasiradderley_lac_2022,lac_2022,nasiradderley,33880,s,lac,1,7,,7.0,0,0,0,0,0,0,0,0,0,18,2022,18
dallisflowers_ind_2022_18,ind_2022_18,dallisflowers_ind_2022,ind_2022,dallisflowers,156091,cb,ind,1,1,,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
tariqwoolen_sea_2022_18,sea_2022_18,tariqwoolen_sea_2022,sea_2022,tariqwoolen,61790,cb,sea,1,2,,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
landoncollins_nyg_2022_18,nyg_2022_18,landoncollins_nyg_2022,nyg_2022,landoncollins,9466,s,nyg,1,5,,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
grantdelpit_cle_2022_18,cle_2022_18,grantdelpit_cle_2022,cle_2022,grantdelpit,60685,s,cle,1,5,,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
ifeatumelifonwu_det_2022_18,det_2022_18,ifeatumelifonwu_det_2022,det_2022,ifeatumelifonwu,56203,s,det,1,4,,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
dariouswilliams_jax_2022_18,jax_2022_18,dariouswilliams_jax_2022,jax_2022,dariouswilliams,55724,cb,jax,1,2,,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
jasirtaylor_lac_2022_18,lac_2022_18,jasirtaylor_lac_2022,lac_2022,jasirtaylor,55426,cb,lac,1,2,,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
jayronkearse_dal_2022_18,dal_2022_18,jayronkearse_dal_2022,dal_2022,jayronkearse,10878,s,dal,1,6,,6.0,0,0,0,0,0,0,0,0,0,18,2022,18
jonathanjones_ne_2022_18,ne_2022_18,jonathanjones_ne_2022,ne_2022,jonathanjones,11217,cb,ne,1,5,,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
kadenelliss_no_2022_18,no_2022_18,kadenelliss_no_2022,no_2022,kadenelliss,51485,lb,no,1,3,,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
marcuswilliams_bal_2022_18,bal_2022_18,marcuswilliams_bal_2022,bal_2022,marcuswilliams,11797,s,bal,1,4,,4.0,0,0,0,0,0,0,0,0,0,18,2022,18
justinreid_kc_2022_18,kc_2022_18,justinreid_kc_2022,kc_2022,justinreid,49048,s,kc,1,9,,9.0,0,0,0,0,0,0,0,0,0,18,2022,18
tylerhall_lv_2022_18,lv_2022_18,tylerhall_lv_2022,lv_2022,tylerhall,43958,cb,lv,1,14,,7.0,0,0,0,0,0,0,0,0,0,18,2022,18
chuckclark_bal_2022_18,bal_2022_18,chuckclark_bal_2022,bal_2022,chuckclark,11941,s,bal,1,9,,9.0,0,0,0,0,0,0,0,0,0,18,2022,18
kvonwallace_phi_2022_18,phi_2022_18,kvonwallace_phi_2022,phi_2022,kvonwallace,42467,s,phi,1,1,,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
taehayes_ne_2022_18,ne_2022_18,taehayes_ne_2022,ne_2022,taehayes,35173,cb,ne,1,3,,3.0,0,0,0,0,0,0,0,0,0,18,2022,18
kerbyjoseph_det_2022_18,det_2022_18,kerbyjoseph_det_2022,det_2022,kerbyjoseph,83239,s,det,1,2,,1.0,0,0,0,0,0,0,0,0,0,18,2022,18
quaywalker_gb_2022_18,gb_2022_18,quaywalker_gb_2022,gb_2022,quaywalker,82547,lb,gb,1,2,,2.0,0,0,0,0,0,0,0,0,0,18,2022,18
trevonmoehrig_lv_2022_18,lv_2022_18,trevonmoehrig_lv_2022,lv_2022,trevonmoehrig,77847,s,lv,1,10,,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
tavierrethomas_hou_2022_18,hou_2022_18,tavierrethomas_hou_2022,hou_2022,tavierrethomas,66931,cb,hou,1,23,23.0,11.5,0,0,0,0,0,0,0,0,0,18,2022,18
michaelcarterii_nyj_2022_18,nyj_2022_18,michaelcarterii_nyj_2022,nyj_2022,michaelcarterii,60644,cb,nyj,1,20,20.0,20.0,0,0,0,0,0,0,0,0,0,18,2022,18
isaiaholiver_atl_2022_18,atl_2022_18,isaiaholiver_atl_2022,atl_2022,isaiaholiver,50393,cb,atl,1,17,17.0,4.3,0,0,0,0,0,0,0,0,0,18,2022,18
bobbymccain_was_2022_18,was_2022_18,bobbymccain_was_2022,was_2022,bobbymccain,9578,s,was,1,15,15.0,15.0,0,0,0,0,0,0,0,0,0,18,2022,18
cobybryant_sea_2022_18,sea_2022_18,cobybryant_sea_2022,sea_2022,cobybryant,55088,cb,sea,1,30,15.0,15.0,0,0,0,0,0,0,0,0,0,18,2022,18
daronbland_dal_2022_18,dal_2022_18,daronbland_dal_2022,dal_2022,daronbland,56158,cb,dal,1,29,14.5,14.5,0,0,0,0,0,0,0,0,0,18,2022,18
rodneymcleod_ind_2022_18,ind_2022_18,rodneymcleod_ind_2022,ind_2022,rodneymcleod,7271,s,ind,1,14,14.0,14.0,0,0,0,0,0,0,0,0,0,18,2022,18
bradleyroby_no_2022_18,no_2022_18,bradleyroby_no_2022,no_2022,bradleyroby,8666,cb,no,1,27,13.5,5.4,0,0,0,0,0,0,0,0,0,18,2022,18
kareemjackson_den_2022_18,den_2022_18,kareemjackson_den_2022,den_2022,kareemjackson,5545,s,den,1,13,13.0,6.5,0,0,0,0,0,0,0,0,0,18,2022,18
willharris_det_2022_18,det_2022_18,willharris_det_2022,det_2022,willharris,51336,cb,det,1,26,13.0,6.5,0,0,0,0,0,0,0,0,0,18,2022,18
treherndon_jax_2022_18,jax_2022_18,treherndon_jax_2022,jax_2022,treherndon,50380,cb,jax,1,38,12.7,9.5,0,0,0,0,0,0,0,0,0,18,2022,18
tyrannmathieu_no_2022_18,no_2022_18,tyrannmathieu_no_2022,no_2022,tyrannmathieu,7850,s,no,1,12,12.0,6.0,0,0,0,0,0,0,0,0,0,18,2022,18
deionjones_cle_2022_18,cle_2022_18,deionjones_cle_2022,cle_2022,deionjones,10686,lb,cle,1,12,12.0,12.0,0,0,0,0,0,0,0,0,0,18,2022,18
trentmcduffie_kc_2022_18,kc_2022_18,trentmcduffie_kc_2022,kc_2022,trentmcduffie,72191,cb,kc,1,23,11.5,7.7,0,0,0,0,0,0,0,0,0,18,2022,18
brycecallahan_lac_2022_18,lac_2022_18,brycecallahan_lac_2022,lac_2022,brycecallahan,10000,cb,lac,1,11,11.0,5.5,0,0,0,0,0,0,0,0,0,18,2022,18
tonyfieldsii_cle_2022_18,cle_2022_18,tonyfieldsii_cle_2022,cle_2022,tonyfieldsii,57698,lb,cle,1,10,10.0,10.0,0,0,0,0,0,0,0,0,0,18,2022,18
ericrowe_mia_2022_18,mia_2022_18,ericrowe_mia_2022,mia_2022,ericrowe,9480,s,mia,1,19,9.5,9.5,0,0,0,0,0,0,0,0,0,18,2022,18
jalenramsey_lar_2022_18,lar_2022_18,jalenramsey_lar_2022,lar_2022,jalenramsey,10639,cb,lar,1,9,9.0,9.0,0,0,0,0,0,0,0,0,0,18,2022,18
terrelledmunds_pit_2022_18,pit_2022_18,terrelledmunds_pit_2022,pit_2022,terrelledmunds,51334,s,pit,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,18,2022,18
andrewwingard_jax_2022_18,jax_2022_18,andrewwingard_jax_2022,jax_2022,andrewwingard,49268,s,jax,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,18,2022,18
justinsimmons_den_2022_18,den_2022_18,justinsimmons_den_2022,den_2022,justinsimmons,10732,s,den,1,8,8.0,4.0,0,0,0,0,0,0,0,0,0,18,2022,18
xavierwoods_car_2022_18,car_2022_18,xavierwoods_car_2022,car_2022,xavierwoods,11946,s,car,1,8,8.0,8.0,0,0,0,0,0,0,0,0,0,18,2022,18
darnellsavage_gb_2022_18,gb_2022_18,darnellsavage_gb_2022,gb_2022,darnellsavage,34247,s,gb,1,23,7.7,5.8,0,0,0,0,0,0,0,0,0,18,2022,18
kwaunwilliams_den_2022_18,den_2022_18,kwaunwilliams_den_2022,den_2022,kwaunwilliams,9332,cb,den,1,30,7.5,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
deealford_atl_2022_18,atl_2022_18,deealford_atl_2022,atl_2022,deealford,110542,cb,atl,1,15,7.5,3.8,0,0,0,0,0,0,0,0,0,18,2022,18
ezekielturner_ari_2022_18,ari_2022_18,ezekielturner_ari_2022,ari_2022,ezekielturner,49167,lb,ari,1,7,7.0,7.0,0,0,0,0,0,0,0,0,0,18,2022,18
kaderkohou_mia_2022_18,mia_2022_18,kaderkohou_mia_2022,mia_2022,kaderkohou,156070,cb,mia,1,20,6.7,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
joshuakalu_ten_2022_18,ten_2022_18,joshuakalu_ten_2022,ten_2022,joshuakalu,51203,s,ten,1,20,6.7,6.7,0,0,0,0,0,0,0,0,0,18,2022,18
darnayholmes_nyg_2022_18,nyg_2022_18,darnayholmes_nyg_2022,nyg_2022,darnayholmes,56247,cb,nyg,1,20,6.7,5.0,0,0,0,0,0,0,0,0,0,18,2022,18
arthurmaulet_pit_2022_18,pit_2022_18,arthurmaulet_pit_2022,pit_2022,arthurmaulet,12224,cb,pit,1,13,6.5,3.3,0,0,0,0,0,0,0,0,0,18,2022,18
jimmieward_sf_2022_18,sf_2022_18,jimmieward_sf_2022,sf_2022,jimmieward,8665,s,sf,1,26,6.5,4.3,0,0,0,0,0,0,0,0,0,18,2022,18
antoinewinfieldjr_tb_2022_18,tb_2022_18,antoinewinfieldjr_tb_2022,tb_2022,antoinewinfieldjr,42475,s,tb,1,19,6.3,4.8,0,0,0,0,0,0,0,0,0,18,2022,18
samfranklin_car_2022_18,car_2022_18,samfranklin_car_2022,car_2022,samfranklin,43580,s,car,1,6,6.0,6.0,0,0,0,0,0,0,0,0,0,18,2022,18
jonathanowens_hou_2022_18,hou_2022_18,jonathanowens_hou_2022,hou_2022,jonathanowens,66930,s,hou,1,6,6.0,6.0,0,0,0,0,0,0,0,0,0,18,2022,18
malikhooker_dal_2022_18,dal_2022_18,malikhooker_dal_2022,dal_2022,malikhooker,11770,s,dal,1,6,6.0,6.0,0,0,0,0,0,0,0,0,0,18,2022,18
devondrecampbell_gb_2022_18,gb_2022_18,devondrecampbell_gb_2022,gb_2022,devondrecampbell,10749,lb,gb,1,11,5.5,5.5,0,0,0,0,0,0,0,0,0,18,2022,18
