team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa
car_2022_2,2022,car,2,nyg,0.47,0.37,0.34,0.62,23.0,9.7,42.6,0.64
car_2022_4,2022,car,4,ari,0.22,0.28,0.37,0.2,-12.0,-28.2,4.0,0.49
car_2022_6,2022,car,6,lar,0.26,0.33,0.25,0.53,-18.0,-34.9,1.1,0.57
car_2022_8,2022,car,8,atl,0.42,0.44,0.46,0.54,-0.2,-47.4,40.2,0.5
car_2022_10,2022,car,10,atl,0.52,0.51,0.53,0.6,3.1,-14.3,25.6,0.63
car_2022_12,2022,car,12,den,0.63,0.56,0.87,0.43,11.0,18.9,-4.3,0.8
car_2022_14,2022,car,14,sea,0.54,0.46,0.49,0.59,20.8,8.1,60.7,0.58
car_2022_16,2022,car,16,det,0.6,0.72,0.91,0.76,-12.6,-35.1,51.2,0.43
car_2022_1,2022,car,1,cle,0.32,0.33,0.46,0.22,-3.6,12.9,-18.4,0.58
car_2022_3,2022,car,3,no,0.44,0.44,0.45,0.49,-11.3,-28.2,19.8,0.78
car_2022_5,2022,car,5,sf,0.36,0.45,0.45,0.55,-22.4,-27.5,-17.7,0.63
car_2022_7,2022,car,7,tb,0.7,0.72,0.78,0.68,8.8,1.3,26.4,0.48
car_2022_9,2022,car,9,cin,0.13,0.25,0.29,0.38,-44.9,-32.5,-53.4,0.83
car_2022_11,2022,car,11,bal,0.23,0.13,0.23,0.23,14.4,28.3,0.6,0.66
car_2022_15,2022,car,15,pit,0.4,0.4,0.7,0.0,-16.0,-54.1,-1.2,0.85
lar_2022_2,2022,lar,2,atl,0.41,0.48,0.53,0.53,11.2,-16.5,43.8,0.12
lar_2022_4,2022,lar,4,sf,0.4,0.4,0.46,0.42,-5.6,-33.3,26.7,0.72
lar_2022_6,2022,lar,6,car,0.63,0.49,0.62,0.5,31.2,47.4,14.3,0.71
lar_2022_8,2022,lar,8,sf,0.35,0.52,0.64,0.34,-35.6,-72.3,4.3,0.51
lar_2022_10,2022,lar,10,ari,0.31,0.39,0.46,0.45,-14.3,-17.7,-8.7,0.5
lar_2022_12,2022,lar,12,kc,0.33,0.25,0.27,0.37,4.9,-6.4,25.1,0.81
lar_2022_14,2022,lar,14,lv,0.53,0.44,0.57,0.3,22.0,46.2,8.9,0.6
lar_2022_16,2022,lar,16,den,0.84,0.74,0.93,0.62,20.8,29.2,9.5,0.8
lar_2022_1,2022,lar,1,buf,0.3,0.3,0.38,0.33,1.3,-26.0,62.1,0.58
lar_2022_3,2022,lar,3,ari,0.52,0.52,0.65,0.52,-1.2,-9.3,16.3,0.66
lar_2022_5,2022,lar,5,dal,0.45,0.42,0.5,0.3,24.7,89.9,-8.6,0.28
lar_2022_9,2022,lar,9,tb,0.29,0.3,0.43,0.22,5.6,-7.0,36.9,0.42
lar_2022_11,2022,lar,11,no,0.45,0.5,0.59,0.49,-19.6,-41.8,11.9,0.73
lar_2022_13,2022,lar,13,sea,0.46,0.46,0.38,0.66,-10.9,-22.5,11.8,0.81
lar_2022_15,2022,lar,15,gb,0.25,0.33,0.46,0.31,-13.8,-22.6,-5.8,0.46
tb_2022_2,2022,tb,2,no,0.52,0.33,0.51,0.19,46.9,66.1,7.0,0.59
tb_2022_4,2022,tb,4,kc,0.62,0.69,0.74,0.4,0.3,16.0,-19.6,0.39
tb_2022_6,2022,tb,6,pit,0.38,0.42,0.56,0.39,-2.4,-46.1,45.3,0.47
tb_2022_8,2022,tb,8,bal,0.45,0.6,0.67,0.57,-29.4,-27.3,-31.7,0.54
tb_2022_10,2022,tb,10,sea,0.59,0.57,0.73,0.48,6.3,-13.7,65.5,0.62
tb_2022_12,2022,tb,12,cle,0.43,0.46,0.58,0.38,2.2,6.4,-2.3,0.47
tb_2022_14,2022,tb,14,sf,0.18,0.37,0.44,0.37,-33.7,-64.2,-13.5,0.35
tb_2022_16,2022,tb,16,ari,0.37,0.37,0.48,0.34,2.1,14.3,-16.9,0.56
tb_2022_1,2022,tb,1,dal,0.68,0.5,0.53,0.57,50.8,67.3,14.2,0.56
tb_2022_3,2022,tb,3,gb,0.52,0.44,0.59,0.18,18.6,-1.8,50.4,0.65
tb_2022_5,2022,tb,5,atl,0.56,0.51,0.58,0.51,14.8,20.9,9.6,0.59
tb_2022_7,2022,tb,7,car,0.25,0.4,0.52,0.32,-39.0,-69.1,-11.2,0.64
tb_2022_9,2022,tb,9,lar,0.61,0.46,0.56,0.29,27.7,20.3,38.3,0.8
tb_2022_13,2022,tb,13,no,0.43,0.54,0.6,0.46,-11.6,-52.4,40.6,0.41
tb_2022_15,2022,tb,15,cin,0.54,0.48,0.6,0.38,26.7,11.7,56.9,0.42
den_2022_2,2022,den,2,hou,0.49,0.46,0.51,0.56,10.7,26.5,-15.1,0.54
den_2022_4,2022,den,4,lv,0.39,0.41,0.54,0.33,-7.8,-5.8,-9.8,0.65
den_2022_6,2022,den,6,lac,0.42,0.43,0.52,0.38,6.8,9.4,1.3,0.46
den_2022_8,2022,den,8,jax,0.64,0.48,0.56,0.51,40.3,106.0,-20.6,0.62
den_2022_10,2022,den,10,ten,0.24,0.28,0.41,0.28,-5.3,-28.6,38.4,0.5
den_2022_12,2022,den,12,car,0.28,0.33,0.36,0.48,-10.2,-78.5,16.8,0.5
den_2022_14,2022,den,14,kc,0.5,0.38,0.48,0.36,26.5,41.3,-5.0,0.67
den_2022_16,2022,den,16,lar,0.04,0.24,0.26,0.33,-63.7,-93.2,-39.5,0.78
den_2022_1,2022,den,1,sea,0.45,0.42,0.65,0.19,15.3,-0.9,43.7,0.5
den_2022_3,2022,den,3,sf,0.58,0.39,0.46,0.42,44.8,57.4,24.2,0.61
den_2022_5,2022,den,5,ind,0.4,0.37,0.43,0.5,23.6,30.6,13.7,0.31
den_2022_7,2022,den,7,nyj,0.4,0.44,0.47,0.53,2.0,9.4,-8.2,0.38
den_2022_11,2022,den,11,lv,0.24,0.44,0.59,0.35,-29.7,-56.7,0.7,0.25
den_2022_13,2022,den,13,bal,0.67,0.49,0.72,0.36,32.8,39.5,23.0,0.84
den_2022_15,2022,den,15,ari,0.61,0.51,0.41,0.68,37.9,57.4,2.3,0.41
ari_2022_2,2022,ari,2,lv,0.4,0.39,0.38,0.58,3.2,-13.6,32.6,0.56
ari_2022_4,2022,ari,4,car,0.59,0.47,0.55,0.47,27.4,22.6,39.8,0.67
ari_2022_6,2022,ari,6,sea,0.25,0.23,0.3,0.29,9.7,10.4,8.8,0.47
ari_2022_8,2022,ari,8,min,0.36,0.42,0.53,0.29,-13.1,2.7,-40.9,0.57
ari_2022_10,2022,ari,10,lar,0.51,0.5,0.52,0.6,1.4,2.2,-0.2,0.65
ari_2022_12,2022,ari,12,lac,0.47,0.52,0.72,0.35,-5.6,-12.6,23.6,0.51
ari_2022_14,2022,ari,14,ne,0.35,0.42,0.47,0.55,-13.3,-3.2,-37.1,0.54
ari_2022_16,2022,ari,16,tb,0.54,0.41,0.42,0.53,14.3,13.8,15.3,0.9
ari_2022_1,2022,ari,1,kc,0.25,0.36,0.46,0.26,-26.6,-42.2,7.6,0.6
ari_2022_3,2022,ari,3,lar,0.25,0.43,0.49,0.47,-32.8,-43.5,-16.5,0.43
ari_2022_5,2022,ari,5,phi,0.52,0.53,0.64,0.45,6.4,2.1,10.5,0.49
ari_2022_7,2022,ari,7,no,0.42,0.47,0.59,0.44,-3.8,-13.9,20.7,0.49
ari_2022_9,2022,ari,9,sea,0.27,0.26,0.42,0.26,-1.4,4.4,-8.1,0.63
ari_2022_11,2022,ari,11,sf,0.14,0.33,0.4,0.34,-51.9,-75.9,-28.9,0.68
ari_2022_15,2022,ari,15,den,0.32,0.31,0.3,0.49,-13.8,13.5,-38.1,0.86
sf_2022_2,2022,sf,2,sea,0.6,0.47,0.75,0.33,33.3,35.5,30.0,0.59
sf_2022_4,2022,sf,4,lar,0.64,0.6,0.73,0.45,27.8,25.9,33.0,0.38
sf_2022_6,2022,sf,6,atl,0.4,0.45,0.57,0.3,-13.4,-77.4,13.0,0.64
sf_2022_8,2022,sf,8,lar,0.74,0.71,0.9,0.53,5.2,-15.8,43.7,0.75
sf_2022_10,2022,sf,10,lac,0.61,0.53,0.7,0.49,27.2,27.8,25.4,0.5
sf_2022_12,2022,sf,12,no,0.65,0.56,0.63,0.51,23.6,5.8,51.6,0.65
sf_2022_14,2022,sf,14,tb,0.81,0.69,0.9,0.6,29.8,34.7,17.7,0.72
sf_2022_16,2022,sf,16,was,0.54,0.54,0.63,0.59,-2.7,-56.9,46.8,0.7
sf_2022_1,2022,sf,1,chi,0.38,0.26,0.29,0.38,25.0,7.8,36.8,0.62
sf_2022_3,2022,sf,3,den,0.46,0.35,0.46,0.31,27.0,19.3,36.5,0.56
sf_2022_5,2022,sf,5,car,0.61,0.63,0.7,0.63,15.5,14.6,17.1,0.32
sf_2022_7,2022,sf,7,kc,0.2,0.43,0.48,0.54,-57.9,-59.7,-54.3,0.61
sf_2022_11,2022,sf,11,ari,0.81,0.72,0.92,0.59,24.3,15.7,39.3,0.68
sf_2022_13,2022,sf,13,mia,0.74,0.46,0.52,0.43,57.1,69.5,5.4,0.83
sf_2022_15,2022,sf,15,sea,0.68,0.6,0.73,0.57,27.1,34.4,5.3,0.51
sea_2022_2,2022,sea,2,sf,0.44,0.46,0.54,0.45,-0.9,-40.1,20.3,0.53
sea_2022_4,2022,sea,4,det,0.62,0.73,0.79,0.79,-10.4,-13.7,-5.5,0.45
sea_2022_6,2022,sea,6,ari,0.48,0.41,0.52,0.4,29.9,29.5,30.4,0.36
sea_2022_8,2022,sea,8,nyg,0.63,0.45,0.55,0.29,32.2,33.3,31.0,0.85
sea_2022_10,2022,sea,10,tb,0.47,0.53,0.66,0.21,-26.4,-47.1,-11.8,0.85
sea_2022_12,2022,sea,12,lv,0.42,0.49,0.62,0.29,-26.7,-44.3,-12.1,0.77
sea_2022_14,2022,sea,14,car,0.39,0.38,0.52,0.1,-10.9,-6.7,-13.6,0.85
sea_2022_16,2022,sea,16,kc,0.39,0.38,0.44,0.44,-0.4,-16.1,22.6,0.63
sea_2022_1,2022,sea,1,den,0.42,0.48,0.65,0.24,-21.1,-49.6,38.6,0.77
sea_2022_3,2022,sea,3,atl,0.39,0.52,0.63,0.44,-37.5,-30.6,-43.4,0.72
sea_2022_5,2022,sea,5,no,0.49,0.57,0.73,0.51,-13.9,2.4,-23.5,0.54
sea_2022_7,2022,sea,7,lac,0.67,0.58,0.71,0.51,17.2,12.8,34.5,0.74
sea_2022_9,2022,sea,9,ari,0.54,0.5,0.57,0.53,9.6,8.3,12.4,0.68
sea_2022_13,2022,sea,13,lar,0.54,0.54,0.67,0.45,-2.8,29.0,-35.2,0.69
sea_2022_15,2022,sea,15,sf,0.44,0.49,0.53,0.56,-21.4,-33.6,-12.7,0.79
phi_2022_2,2022,phi,2,min,0.69,0.61,0.68,0.66,32.4,40.9,-1.8,0.45
phi_2022_4,2022,phi,4,jax,0.72,0.5,0.48,0.58,60.6,79.8,35.4,0.53
phi_2022_6,2022,phi,6,dal,0.57,0.52,0.62,0.5,17.9,41.0,-10.4,0.56
phi_2022_8,2022,phi,8,pit,0.9,0.82,0.82,0.85,26.8,43.5,-16.6,0.63
phi_2022_10,2022,phi,10,was,0.58,0.64,0.59,0.78,-7.6,-0.7,-11.3,0.55
phi_2022_12,2022,phi,12,gb,0.55,0.6,0.61,0.7,-9.9,-12.1,-7.4,0.6
phi_2022_14,2022,phi,14,nyg,0.74,0.71,0.56,0.98,0.9,-6.0,11.8,0.8
phi_2022_16,2022,phi,16,dal,0.57,0.52,0.73,0.29,10.1,-6.9,34.7,0.67
phi_2022_1,2022,phi,1,det,0.5,0.51,0.55,0.64,2.4,24.0,-27.5,0.53
phi_2022_3,2022,phi,3,was,0.66,0.58,0.8,0.24,27.2,36.8,3.6,0.52
phi_2022_5,2022,phi,5,ari,0.48,0.52,0.56,0.54,-9.7,-25.4,12.5,0.63
phi_2022_9,2022,phi,9,hou,0.49,0.57,0.68,0.46,-12.6,-0.0,-22.3,0.55
phi_2022_11,2022,phi,11,ind,0.44,0.44,0.48,0.45,-0.6,-18.7,18.3,0.65
phi_2022_13,2022,phi,13,ten,0.7,0.58,0.78,0.61,26.6,14.8,44.4,0.73
phi_2022_15,2022,phi,15,chi,0.45,0.4,0.41,0.48,13.2,-2.5,31.5,0.56
cle_2022_2,2022,cle,2,nyj,0.57,0.71,0.82,0.66,-30.0,-45.8,7.1,0.62
cle_2022_4,2022,cle,4,atl,0.41,0.41,0.41,0.51,1.5,40.3,-20.4,0.57
cle_2022_6,2022,cle,6,ne,0.28,0.39,0.44,0.38,-27.8,-62.1,15.9,0.61
cle_2022_8,2022,cle,8,cin,0.8,0.7,0.9,0.65,36.5,47.6,3.0,0.49
cle_2022_10,2022,cle,10,mia,0.21,0.44,0.48,0.45,-59.1,-68.9,-48.6,0.68
cle_2022_12,2022,cle,12,tb,0.56,0.54,0.56,0.58,-1.6,-1.9,-0.8,0.75
cle_2022_14,2022,cle,14,cin,0.41,0.44,0.61,0.27,-12.3,1.0,-36.2,0.67
cle_2022_16,2022,cle,16,no,0.43,0.34,0.32,0.41,12.1,31.1,6.1,0.77
cle_2022_1,2022,cle,1,car,0.5,0.48,0.46,0.63,2.6,4.0,-0.2,0.68
cle_2022_3,2022,cle,3,pit,0.49,0.59,0.69,0.56,-17.4,-11.9,-23.3,0.53
cle_2022_5,2022,cle,5,lac,0.39,0.59,0.65,0.57,-36.0,-27.5,-46.9,0.41
cle_2022_7,2022,cle,7,bal,0.63,0.59,0.59,0.7,20.6,15.3,22.7,0.51
cle_2022_11,2022,cle,11,buf,0.51,0.62,0.86,0.26,-4.7,-8.6,-1.4,0.29
cle_2022_13,2022,cle,13,hou,0.48,0.3,0.33,0.38,22.5,24.4,19.1,0.98
cle_2022_15,2022,cle,15,bal,0.63,0.54,0.54,0.62,27.8,66.2,-10.9,0.56
was_2022_2,2022,was,2,det,0.31,0.39,0.49,0.31,-9.3,-5.3,-15.7,0.41
was_2022_4,2022,was,4,dal,0.44,0.4,0.43,0.52,6.9,-41.7,58.5,0.67
was_2022_6,2022,was,6,chi,0.47,0.36,0.37,0.47,19.9,21.5,17.8,0.71
was_2022_8,2022,was,8,ind,0.42,0.5,0.56,0.47,-18.4,-43.6,5.8,0.6
was_2022_10,2022,was,10,phi,0.54,0.5,0.58,0.54,-7.5,2.7,-19.7,0.95
was_2022_12,2022,was,12,atl,0.59,0.52,0.53,0.57,12.1,31.4,-1.6,0.72
was_2022_16,2022,was,16,sf,0.47,0.53,0.8,0.31,-5.8,-3.9,-7.3,0.51
was_2022_1,2022,was,1,jax,0.46,0.44,0.54,0.34,4.2,20.4,-34.9,0.61
was_2022_3,2022,was,3,phi,0.35,0.3,0.34,0.45,1.4,-44.5,68.3,0.76
was_2022_5,2022,was,5,ten,0.42,0.39,0.53,0.27,8.0,14.3,3.0,0.59
was_2022_7,2022,was,7,gb,0.39,0.45,0.58,0.34,-14.7,-38.6,44.7,0.61
was_2022_9,2022,was,9,min,0.48,0.39,0.37,0.51,11.9,-0.2,30.3,0.78
was_2022_11,2022,was,11,hou,0.63,0.45,0.58,0.38,43.8,40.8,51.9,0.61
was_2022_13,2022,was,13,nyg,0.38,0.4,0.46,0.42,-1.5,-25.4,26.0,0.52
was_2022_15,2022,was,15,nyg,0.39,0.38,0.49,0.37,-8.4,2.6,-20.6,0.77
ne_2022_2,2022,ne,2,pit,0.6,0.59,0.62,0.77,8.8,14.4,1.1,0.54
ne_2022_4,2022,ne,4,gb,0.44,0.42,0.41,0.54,-2.9,7.5,-13.2,0.75
ne_2022_6,2022,ne,6,cle,0.63,0.49,0.75,0.36,38.0,40.9,31.7,0.58
ne_2022_8,2022,ne,8,nyj,0.53,0.42,0.48,0.41,10.5,3.8,29.8,0.92
ne_2022_12,2022,ne,12,min,0.46,0.58,0.65,0.4,-4.6,-38.0,42.2,0.26
ne_2022_14,2022,ne,14,ari,0.44,0.43,0.48,0.52,6.5,16.0,-20.6,0.54
ne_2022_16,2022,ne,16,cin,0.4,0.44,0.59,0.31,10.8,3.1,29.2,0.25
