team_id,year,team,week,opp,total_dvoa,off_dvoa,off_pass_dvoa,off_rush_dvoa,def_dvoa,def_pass_dvoa,def_rush_dvoa,special_teams_dvoa
car_2022_2,2022,car,2,nyg,0.53,0.41,0.35,0.72,24.1,11.8,42.4,0.64
car_2022_4,2022,car,4,ari,0.25,0.31,0.39,0.22,-10.5,-24.6,3.4,0.5
car_2022_6,2022,car,6,lar,0.26,0.36,0.26,0.57,-23.6,-36.3,-9.4,0.57
car_2022_8,2022,car,8,atl,0.46,0.47,0.49,0.55,1.8,-42.2,39.5,0.5
car_2022_10,2022,car,10,atl,0.58,0.53,0.58,0.61,8.1,-6.1,26.4,0.64
car_2022_1,2022,car,1,cle,0.32,0.3,0.43,0.18,2.5,14.8,-8.7,0.58
car_2022_3,2022,car,3,no,0.46,0.47,0.45,0.54,-14.3,-37.5,28.6,0.79
car_2022_5,2022,car,5,sf,0.31,0.41,0.42,0.5,-29.1,-35.7,-23.0,0.65
car_2022_7,2022,car,7,tb,0.77,0.76,0.84,0.7,11.9,6.4,24.7,0.47
car_2022_9,2022,car,9,cin,0.14,0.29,0.34,0.38,-50.3,-42.5,-55.7,0.82
lar_2022_2,2022,lar,2,atl,0.46,0.51,0.56,0.55,14.3,-8.7,41.4,0.11
lar_2022_4,2022,lar,4,sf,0.36,0.37,0.44,0.36,-11.8,-39.8,20.8,0.72
lar_2022_6,2022,lar,6,car,0.65,0.5,0.63,0.51,27.4,37.0,17.4,0.7
lar_2022_8,2022,lar,8,sf,0.32,0.51,0.63,0.31,-40.9,-78.6,0.2,0.51
lar_2022_10,2022,lar,10,ari,0.35,0.42,0.47,0.5,-12.1,-15.0,-8.0,0.51
lar_2022_1,2022,lar,1,buf,0.35,0.33,0.44,0.31,1.4,-25.3,60.8,0.59
lar_2022_3,2022,lar,3,ari,0.57,0.55,0.67,0.6,0.5,-7.1,17.0,0.66
lar_2022_5,2022,lar,5,dal,0.49,0.46,0.55,0.27,22.9,71.9,-2.1,0.28
lar_2022_9,2022,lar,9,tb,0.35,0.33,0.47,0.23,9.7,-0.8,35.9,0.43
tb_2022_2,2022,tb,2,no,0.53,0.34,0.52,0.2,42.7,55.9,15.2,0.59
tb_2022_4,2022,tb,4,kc,0.67,0.72,0.76,0.42,3.2,21.4,-19.9,0.38
tb_2022_6,2022,tb,6,pit,0.38,0.44,0.58,0.4,-7.8,-48.8,37.0,0.48
tb_2022_8,2022,tb,8,bal,0.52,0.62,0.71,0.51,-18.4,-8.4,-30.2,0.53
tb_2022_10,2022,tb,10,sea,0.69,0.64,0.79,0.54,11.4,-6.8,65.5,0.63
tb_2022_1,2022,tb,1,dal,0.71,0.52,0.57,0.57,45.2,56.2,20.8,0.56
tb_2022_3,2022,tb,3,gb,0.56,0.47,0.62,0.2,17.3,-1.9,47.2,0.65
tb_2022_5,2022,tb,5,atl,0.62,0.55,0.61,0.52,17.9,29.9,7.6,0.59
tb_2022_7,2022,tb,7,car,0.25,0.41,0.53,0.32,-41.8,-79.2,-7.4,0.64
tb_2022_9,2022,tb,9,lar,0.64,0.48,0.57,0.3,24.0,20.2,29.4,0.82
den_2022_2,2022,den,2,hou,0.53,0.45,0.5,0.53,20.9,37.4,-6.2,0.54
den_2022_4,2022,den,4,lv,0.39,0.39,0.52,0.31,-7.3,-5.7,-8.9,0.64
den_2022_6,2022,den,6,lac,0.45,0.44,0.53,0.39,6.7,15.6,-11.9,0.47
den_2022_8,2022,den,8,jax,0.67,0.5,0.59,0.51,38.0,97.3,-17.2,0.62
den_2022_10,2022,den,10,ten,0.32,0.35,0.49,0.33,-4.1,-29.8,44.2,0.5
den_2022_1,2022,den,1,sea,0.54,0.46,0.69,0.23,22.9,9.4,46.6,0.5
den_2022_3,2022,den,3,sf,0.55,0.37,0.43,0.39,38.2,49.7,19.5,0.62
den_2022_5,2022,den,5,ind,0.45,0.38,0.41,0.56,29.5,44.6,8.2,0.31
den_2022_7,2022,den,7,nyj,0.45,0.48,0.51,0.54,5.5,13.1,-4.9,0.38
ari_2022_2,2022,ari,2,lv,0.41,0.39,0.37,0.58,4.4,-13.5,35.6,0.56
ari_2022_4,2022,ari,4,car,0.59,0.48,0.56,0.48,20.3,11.4,42.8,0.68
ari_2022_6,2022,ari,6,sea,0.33,0.26,0.32,0.34,16.7,20.9,11.2,0.47
ari_2022_8,2022,ari,8,min,0.42,0.46,0.58,0.3,-11.0,-0.5,-29.6,0.57
ari_2022_10,2022,ari,10,lar,0.55,0.53,0.54,0.64,-1.0,1.2,-5.1,0.66
ari_2022_1,2022,ari,1,kc,0.28,0.38,0.49,0.26,-25.9,-41.4,8.1,0.59
ari_2022_3,2022,ari,3,lar,0.26,0.45,0.51,0.5,-36.4,-43.1,-26.2,0.43
ari_2022_5,2022,ari,5,phi,0.56,0.56,0.7,0.42,5.3,5.0,5.7,0.48
ari_2022_7,2022,ari,7,no,0.43,0.49,0.6,0.47,-8.7,-24.0,28.1,0.49
ari_2022_9,2022,ari,9,sea,0.34,0.3,0.45,0.3,2.8,10.9,-6.6,0.63
sf_2022_2,2022,sf,2,sea,0.71,0.53,0.79,0.39,41.6,48.3,31.4,0.59
sf_2022_4,2022,sf,4,lar,0.67,0.62,0.74,0.48,24.7,24.4,25.5,0.37
sf_2022_6,2022,sf,6,atl,0.43,0.48,0.6,0.3,-14.0,-71.6,9.8,0.64
sf_2022_8,2022,sf,8,lar,0.77,0.74,0.94,0.55,0.2,-17.6,32.7,0.75
sf_2022_10,2022,sf,10,lac,0.65,0.55,0.72,0.5,28.4,33.0,15.1,0.49
sf_2022_1,2022,sf,1,chi,0.44,0.31,0.31,0.45,25.7,9.7,36.6,0.62
sf_2022_3,2022,sf,3,den,0.55,0.43,0.54,0.35,27.5,22.6,33.5,0.57
sf_2022_5,2022,sf,5,car,0.62,0.65,0.72,0.66,8.7,2.6,20.6,0.31
sf_2022_7,2022,sf,7,kc,0.23,0.45,0.5,0.55,-54.6,-55.2,-53.4,0.63
sea_2022_2,2022,sea,2,sf,0.39,0.43,0.51,0.41,-7.1,-48.5,15.4,0.53
sea_2022_4,2022,sea,4,det,0.65,0.76,0.82,0.83,-14.4,-21.2,-4.1,0.45
sea_2022_6,2022,sea,6,ari,0.53,0.44,0.54,0.46,32.1,33.6,29.9,0.36
sea_2022_8,2022,sea,8,nyg,0.71,0.5,0.58,0.37,33.5,35.7,31.0,0.85
sea_2022_10,2022,sea,10,tb,0.53,0.58,0.72,0.22,-25.3,-44.1,-12.0,0.86
sea_2022_1,2022,sea,1,den,0.51,0.55,0.74,0.26,-18.7,-45.4,37.1,0.77
sea_2022_3,2022,sea,3,atl,0.44,0.56,0.67,0.45,-33.4,-23.7,-41.7,0.71
sea_2022_5,2022,sea,5,no,0.52,0.59,0.75,0.52,-11.6,-6.9,-14.3,0.54
sea_2022_7,2022,sea,7,lac,0.72,0.61,0.74,0.54,18.2,17.0,22.8,0.74
sea_2022_9,2022,sea,9,ari,0.61,0.54,0.59,0.59,11.9,11.7,12.4,0.68
phi_2022_2,2022,phi,2,min,0.75,0.65,0.73,0.68,32.5,37.8,11.0,0.45
phi_2022_4,2022,phi,4,jax,0.74,0.5,0.49,0.57,57.6,71.3,39.7,0.52
phi_2022_6,2022,phi,6,dal,0.62,0.54,0.67,0.49,21.4,42.3,-4.1,0.55
phi_2022_8,2022,phi,8,pit,0.96,0.85,0.85,0.87,26.2,45.1,-22.6,0.63
phi_2022_10,2022,phi,10,was,0.62,0.67,0.59,0.84,-7.5,2.4,-12.7,0.55
phi_2022_1,2022,phi,1,det,0.52,0.54,0.58,0.67,-0.4,18.2,-26.0,0.53
phi_2022_3,2022,phi,3,was,0.7,0.61,0.81,0.28,26.7,36.6,2.5,0.52
phi_2022_5,2022,phi,5,ari,0.53,0.56,0.58,0.59,-9.2,-23.7,11.0,0.63
phi_2022_9,2022,phi,9,hou,0.54,0.56,0.69,0.43,-3.4,9.2,-13.1,0.55
cle_2022_2,2022,cle,2,nyj,0.64,0.75,0.88,0.68,-24.8,-41.8,14.9,0.62
cle_2022_4,2022,cle,4,atl,0.45,0.43,0.44,0.52,3.2,45.7,-20.7,0.56
cle_2022_6,2022,cle,6,ne,0.31,0.44,0.51,0.35,-33.0,-67.7,11.5,0.63
cle_2022_8,2022,cle,8,cin,0.83,0.74,0.94,0.71,28.8,37.6,2.4,0.49
cle_2022_10,2022,cle,10,mia,0.23,0.43,0.45,0.49,-53.3,-54.6,-52.0,0.68
cle_2022_1,2022,cle,1,car,0.51,0.5,0.48,0.65,-4.7,-8.2,2.4,0.7
cle_2022_3,2022,cle,3,pit,0.51,0.63,0.73,0.57,-21.1,-11.2,-31.9,0.53
cle_2022_5,2022,cle,5,lac,0.42,0.62,0.68,0.6,-36.0,-21.3,-54.7,0.41
cle_2022_7,2022,cle,7,bal,0.69,0.59,0.62,0.66,28.1,33.0,26.2,0.53
was_2022_2,2022,was,2,det,0.33,0.41,0.5,0.33,-11.3,-9.6,-14.0,0.42
was_2022_4,2022,was,4,dal,0.48,0.42,0.48,0.5,6.1,-49.4,65.0,0.67
was_2022_6,2022,was,6,chi,0.53,0.4,0.38,0.54,20.7,22.4,18.5,0.72
was_2022_8,2022,was,8,ind,0.47,0.51,0.55,0.52,-11.4,-32.9,9.3,0.6
was_2022_10,2022,was,10,phi,0.58,0.52,0.65,0.51,-6.6,6.3,-22.0,0.96
was_2022_1,2022,was,1,jax,0.48,0.47,0.57,0.34,2.0,14.4,-27.9,0.61
was_2022_3,2022,was,3,phi,0.4,0.34,0.4,0.41,1.0,-42.2,63.9,0.75
was_2022_5,2022,was,5,ten,0.5,0.45,0.6,0.31,9.2,11.2,7.7,0.6
was_2022_7,2022,was,7,gb,0.44,0.49,0.63,0.37,-15.4,-38.0,40.6,0.62
was_2022_9,2022,was,9,min,0.54,0.42,0.41,0.52,15.8,-2.6,43.9,0.79
ne_2022_2,2022,ne,2,pit,0.64,0.63,0.65,0.81,6.0,13.6,-4.3,0.55
ne_2022_4,2022,ne,4,gb,0.49,0.46,0.43,0.59,-4.0,6.8,-14.7,0.76
ne_2022_6,2022,ne,6,cle,0.66,0.48,0.73,0.37,41.8,42.8,39.6,0.58
ne_2022_8,2022,ne,8,nyj,0.59,0.44,0.5,0.41,15.2,7.6,36.9,0.93
ne_2022_1,2022,ne,1,mia,0.52,0.37,0.37,0.51,30.4,36.3,21.0,0.65
ne_2022_3,2022,ne,3,bal,0.39,0.49,0.45,0.64,-16.4,-3.7,-35.7,0.43
ne_2022_5,2022,ne,5,det,0.63,0.48,0.82,0.28,32.1,50.7,8.5,0.62
ne_2022_7,2022,ne,7,chi,0.26,0.28,0.34,0.35,-6.8,14.5,-18.5,0.56
ne_2022_9,2022,ne,9,ind,0.58,0.32,0.39,0.29,50.6,54.7,42.9,0.74
buf_2022_2,2022,buf,2,ten,0.96,0.65,0.79,0.49,59.0,78.0,43.5,0.84
buf_2022_4,2022,buf,4,bal,0.66,0.53,0.64,0.38,23.5,42.1,3.8,0.73
buf_2022_6,2022,buf,6,kc,0.78,0.64,0.78,0.47,29.3,27.9,33.2,0.67
buf_2022_8,2022,buf,8,gb,0.49,0.49,0.49,0.56,-10.7,-0.4,-19.2,0.74
buf_2022_10,2022,buf,10,min,0.69,0.59,0.7,0.45,15.0,16.2,12.8,0.75
buf_2022_1,2022,buf,1,lar,0.75,0.56,0.74,0.26,39.9,42.9,33.7,0.67
buf_2022_3,2022,buf,3,mia,0.45,0.49,0.57,0.37,0.4,-9.6,9.1,0.4
buf_2022_5,2022,buf,5,pit,0.69,0.74,0.81,0.73,-0.7,-13.6,38.5,0.45
buf_2022_9,2022,buf,9,nyj,0.52,0.51,0.45,0.71,1.5,-13.2,13.1,0.58
no_2022_2,2022,no,2,tb,0.42,0.31,0.32,0.49,24.3,16.8,33.8,0.56
no_2022_4,2022,no,4,min,0.62,0.59,0.65,0.65,8.0,-10.3,35.5,0.59
no_2022_6,2022,no,6,cin,0.43,0.56,0.56,0.68,-27.2,-28.8,-21.9,0.56
no_2022_8,2022,no,8,lv,0.67,0.48,0.59,0.47,51.0,50.4,52.5,0.46
no_2022_10,2022,no,10,pit,0.25,0.22,0.43,0.0,-7.5,-4.9,-9.8,0.74
no_2022_1,2022,no,1,atl,0.45,0.5,0.47,0.71,-7.6,-1.5,-13.5,0.49
no_2022_3,2022,no,3,car,0.35,0.43,0.6,0.27,3.6,-3.5,9.7,0.18
no_2022_5,2022,no,5,sea,0.48,0.56,0.54,0.67,-13.9,-21.1,-3.4,0.52
no_2022_7,2022,no,7,ari,0.45,0.48,0.59,0.4,-11.8,-14.1,-9.2,0.67
no_2022_9,2022,no,9,bal,0.38,0.37,0.49,0.31,-3.2,6.5,-7.7,0.67
dal_2022_2,2022,dal,2,cin,0.8,0.6,0.68,0.57,41.1,40.8,41.6,0.7
dal_2022_4,2022,dal,4,was,0.6,0.51,0.75,0.33,20.1,35.3,-1.0,0.6
dal_2022_6,2022,dal,6,phi,0.62,0.53,0.53,0.59,16.8,15.4,17.9,0.67
dal_2022_8,2022,dal,8,chi,0.76,0.74,0.72,0.87,2.9,1.6,3.9,0.68
dal_2022_10,2022,dal,10,gb,0.49,0.53,0.53,0.62,-14.9,-53.3,9.2,0.66
dal_2022_1,2022,dal,1,tb,0.3,0.28,0.35,0.49,2.0,23.4,-16.2,0.58
dal_2022_3,2022,dal,3,nyg,0.72,0.64,0.69,0.72,13.3,29.4,-20.1,0.73
dal_2022_5,2022,dal,5,lar,0.55,0.45,0.13,0.7,23.3,20.5,31.1,0.59
dal_2022_7,2022,dal,7,det,0.73,0.5,0.64,0.48,44.7,56.5,32.3,0.76
pit_2022_2,2022,pit,2,ne,0.36,0.52,0.62,0.52,-36.2,-38.4,-33.0,0.55
pit_2022_4,2022,pit,4,nyj,0.5,0.43,0.5,0.42,9.6,-5.5,27.7,0.65
pit_2022_6,2022,pit,6,tb,0.62,0.5,0.81,0.2,10.4,3.4,18.0,0.87
pit_2022_8,2022,pit,8,phi,0.22,0.41,0.45,0.5,-47.8,-53.0,-37.4,0.63
pit_2022_10,2022,pit,10,no,0.68,0.55,0.57,0.59,39.9,15.5,87.1,0.41
pit_2022_1,2022,pit,1,cin,0.65,0.44,0.53,0.32,42.2,37.3,52.3,0.66
pit_2022_3,2022,pit,3,cle,0.5,0.54,0.54,0.63,-5.8,-31.5,12.2,0.51
pit_2022_5,2022,pit,5,buf,0.2,0.47,0.6,0.23,-45.4,-46.5,-41.4,0.26
pit_2022_7,2022,pit,7,mia,0.45,0.39,0.41,0.48,10.2,9.4,11.1,0.6
hou_2022_2,2022,hou,2,den,0.32,0.41,0.45,0.49,-14.5,-6.4,-25.3,0.44
hou_2022_4,2022,hou,4,lac,0.35,0.47,0.51,0.64,-30.1,-51.8,5.5,0.59
hou_2022_8,2022,hou,8,ten,0.33,0.29,0.32,0.4,3.9,94.7,-27.8,0.63
hou_2022_10,2022,hou,10,nyg,0.47,0.46,0.62,0.37,-11.4,-68.6,12.9,0.81
hou_2022_1,2022,hou,1,ind,0.45,0.47,0.6,0.36,-15.0,-16.3,-13.2,0.76
hou_2022_3,2022,hou,3,chi,0.37,0.3,0.34,0.31,-0.3,29.9,-18.1,0.85
hou_2022_5,2022,hou,5,jax,0.49,0.43,0.49,0.48,7.9,4.6,13.5,0.67
hou_2022_7,2022,hou,7,lv,0.21,0.45,0.51,0.47,-52.9,-51.8,-54.0,0.54
hou_2022_9,2022,hou,9,phi,0.53,0.52,0.59,0.53,1.5,-17.0,22.2,0.59
bal_2022_2,2022,bal,2,mia,0.67,0.65,1.0,0.33,-16.0,-24.5,2.0,1.0
bal_2022_4,2022,bal,4,buf,0.61,0.54,0.56,0.65,14.1,7.9,26.5,0.63
bal_2022_6,2022,bal,6,nyg,0.45,0.48,0.45,0.87,1.1,-14.4,16.3,0.43
bal_2022_8,2022,bal,8,tb,0.7,0.77,0.75,0.84,-15.9,-18.0,-10.8,0.65
bal_2022_1,2022,bal,1,nyj,0.75,0.66,0.85,0.3,22.4,22.0,23.7,0.6
bal_2022_3,2022,bal,3,ne,0.78,0.75,0.78,0.82,-2.3,15.7,-26.6,0.79
bal_2022_5,2022,bal,5,cin,0.58,0.52,0.52,0.65,5.2,19.9,-18.3,0.72
bal_2022_7,2022,bal,7,cle,0.45,0.39,0.44,0.39,-4.7,-2.5,-7.6,0.87
bal_2022_9,2022,bal,9,no,0.7,0.6,0.61,0.67,19.4,10.9,37.8,0.66
kc_2022_2,2022,kc,2,lac,0.54,0.54,0.65,0.41,-7.5,-14.5,4.9,0.72
kc_2022_4,2022,kc,4,tb,0.56,0.65,0.66,0.7,-32.1,-39.1,11.7,0.81
kc_2022_6,2022,kc,6,buf,0.54,0.61,0.71,0.42,-21.6,-38.6,5.2,0.69
kc_2022_10,2022,kc,10,jax,0.7,0.76,0.9,0.43,-3.4,-9.5,16.4,0.44
kc_2022_1,2022,kc,1,ari,0.62,0.67,0.81,0.35,-5.9,-18.3,21.6,0.52
kc_2022_3,2022,kc,3,ind,0.39,0.44,0.56,0.31,11.0,3.5,21.6,0.17
kc_2022_5,2022,kc,5,lv,0.49,0.53,0.63,0.4,-13.4,-9.0,-18.6,0.63
kc_2022_7,2022,kc,7,sf,1.0,1.0,0.99,1.0,7.6,14.4,-7.3,0.58
kc_2022_9,2022,kc,9,ten,0.6,0.55,0.65,0.25,7.7,49.2,-12.7,0.7
lv_2022_2,2022,lv,2,ari,0.48,0.48,0.57,0.4,-2.4,6.6,-17.9,0.62
lv_2022_4,2022,lv,4,den,0.55,0.62,0.67,0.63,-6.8,-31.8,27.7,0.44
lv_2022_8,2022,lv,8,no,0.11,0.23,0.3,0.28,-29.6,-55.3,-3.5,0.56
lv_2022_10,2022,lv,10,ind,0.46,0.56,0.62,0.52,-34.0,-39.2,-28.9,0.78
lv_2022_1,2022,lv,1,lac,0.27,0.31,0.37,0.39,-16.8,-47.6,16.8,0.65
lv_2022_3,2022,lv,3,ten,0.4,0.51,0.64,0.51,-25.4,-55.2,0.8,0.58
lv_2022_5,2022,lv,5,kc,0.59,0.56,0.55,0.68,-1.0,-8.4,14.7,0.72
lv_2022_7,2022,lv,7,hou,0.6,0.69,0.73,0.76,-18.3,-27.7,-4.6,0.59
lv_2022_9,2022,lv,9,jax,0.38,0.51,0.57,0.45,-29.0,-71.0,4.8,0.57
min_2022_2,2022,min,2,phi,0.36,0.43,0.49,0.45,-18.8,-18.6,-19.1,0.63
min_2022_4,2022,min,4,no,0.41,0.44,0.6,0.34,-21.7,-35.7,-9.1,0.84
min_2022_6,2022,min,6,mia,0.61,0.44,0.45,0.62,30.9,33.1,26.5,0.68
min_2022_8,2022,min,8,ari,0.49,0.57,0.54,0.74,-10.1,-20.9,18.2,0.44
min_2022_10,2022,min,10,buf,0.45,0.48,0.56,0.42,-5.9,-16.7,13.9,0.57
min_2022_1,2022,min,1,gb,0.65,0.62,0.74,0.52,3.3,13.8,-17.1,0.67
min_2022_3,2022,min,3,det,0.54,0.58,0.58,0.64,2.8,0.9,5.4,0.42
min_2022_5,2022,min,5,chi,0.4,0.54,0.58,0.61,-10.1,-56.6,63.6,0.18
min_2022_9,2022,min,9,was,0.46,0.43,0.53,0.36,9.9,24.8,-7.2,0.5
cin_2022_2,2022,cin,2,dal,0.42,0.41,0.54,0.33,-6.9,-23.2,10.5,0.7
cin_2022_4,2022,cin,4,mia,0.72,0.57,0.69,0.47,28.6,19.0,42.3,0.72
cin_2022_6,2022,cin,6,no,0.65,0.7,0.72,0.67,-11.2,-7.8,-15.0,0.62
cin_2022_8,2022,cin,8,cle,0.14,0.29,0.31,0.47,-25.9,-63.3,-9.1,0.36
cin_2022_1,2022,cin,1,pit,0.41,0.34,0.42,0.34,19.7,12.7,33.8,0.47
cin_2022_3,2022,cin,3,nyj,0.71,0.6,0.79,0.42,29.4,35.9,14.0,0.54
cin_2022_5,2022,cin,5,bal,0.57,0.54,0.54,0.63,9.9,35.7,-17.1,0.56
cin_2022_7,2022,cin,7,atl,0.75,0.72,0.88,0.55,15.9,-2.7,28.6,0.48
cin_2022_9,2022,cin,9,car,0.7,0.74,0.71,0.87,7.9,4.8,12.2,0.35
