p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play,week,year,plyr_number
ianthomas_car_2022_11,car_2022_11,ianthomas_car_2022,car_2022,ianthomas,42130,te,car,1,0,5,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
diondawkins_buf_2022_11,buf_2022_11,diondawkins_buf_2022,buf_2022,diondawkins,11818,t,buf,1,0,4,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mitchmorse_buf_2022_11,buf_2022_11,mitchmorse_buf_2022,buf_2022,mitchmorse,9482,ol,buf,1,0,4,61.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ezracleveland_min_2022_11,min_2022_11,ezracleveland_min_2022,min_2022,ezracleveland,41973,g,min,1,0,18,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
spencerbrown_buf_2022_11,buf_2022_11,spencerbrown_buf_2022,buf_2022,spencerbrown,42296,t,buf,1,0,4,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
rodgersaffold_buf_2022_11,buf_2022_11,rodgersaffold_buf_2022,buf_2022,rodgersaffold,5558,g,buf,1,0,4,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
garrettbradbury_min_2022_11,min_2022_11,garrettbradbury_min_2022,min_2022,garrettbradbury,46013,ol,min,1,0,18,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ryanbates_buf_2022_11,buf_2022_11,ryanbates_buf_2022,buf_2022,ryanbates,28300,g,buf,1,0,4,67.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brianoneill_min_2022_11,min_2022_11,brianoneill_min_2022,min_2022,brianoneill,46854,t,min,1,0,18,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
edingram_min_2022_11,min_2022_11,edingram_min_2022,min_2022,edingram,59819,g,min,1,0,18,54.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
samuelcosmi_was_2022_11,was_2022_11,samuelcosmi_was_2022,was_2022,samuelcosmi,60114,t,was,1,0,32,74.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
benjones_ten_2022_11,ten_2022_11,benjones_ten_2022,ten_2022,benjones,7099,ol,ten,1,0,31,60.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
durhamsmythe_mia_2022_11,mia_2022_11,durhamsmythe_mia_2022,mia_2022,durhamsmythe,47257,te,mia,1,0,17,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
orlandobrownjr_kc_2022_11,kc_2022_11,orlandobrownjr_kc_2022,kc_2022,orlandobrownjr,46227,t,kc,1,0,16,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
daltonschultz_dal_2022_11,dal_2022_11,daltonschultz_dal_2022,dal_2022,daltonschultz,47304,te,dal,1,0,9,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
aaronbrewer_ten_2022_11,ten_2022_11,aaronbrewer_ten_2022,ten_2022,aaronbrewer,46014,g,ten,1,0,31,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joethuney_kc_2022_11,kc_2022_11,joethuney_kc_2022,kc_2022,joethuney,10712,g,kc,1,0,16,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
treysmith_kc_2022_11,kc_2022_11,treysmith_kc_2022,kc_2022,treysmith,62960,g,kc,1,0,16,67.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
nicholaspetitfrere_ten_2022_11,ten_2022_11,nicholaspetitfrere_ten_2022,ten_2022,nicholaspetitfrere,82003,t,ten,1,0,31,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
creedhumphrey_kc_2022_11,kc_2022_11,creedhumphrey_kc_2022,kc_2022,creedhumphrey,59996,ol,kc,1,0,16,61.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
dennisdaley_ten_2022_11,ten_2022_11,dennisdaley_ten_2022,ten_2022,dennisdaley,60063,t,ten,1,0,31,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
natedavis_ten_2022_11,ten_2022_11,natedavis_ten_2022,ten_2022,natedavis,46808,g,ten,1,0,31,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
gregdulcich_den_2022_11,den_2022_11,gregdulcich_den_2022,den_2022,gregdulcich,84068,te,den,1,0,10,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
landondickerson_phi_2022_11,phi_2022_11,landondickerson_phi_2022,phi_2022,landondickerson,41712,g,phi,1,0,24,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jackconklin_cle_2022_11,cle_2022_11,jackconklin_cle_2022,cle_2022,jackconklin,10642,t,cle,1,0,8,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
kokieft_tb_2022_11,tb_2022_11,kokieft_tb_2022,tb_2022,kokieft,41372,te,tb,1,0,30,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jedrickwillsjr_cle_2022_11,cle_2022_11,jedrickwillsjr_cle_2022,cle_2022,jedrickwillsjr,58467,t,cle,1,0,8,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joelbitonio_cle_2022_11,cle_2022_11,joelbitonio_cle_2022,cle_2022,joelbitonio,8670,g,cle,1,0,8,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ethanpocic_cle_2022_11,cle_2022_11,ethanpocic_cle_2022,cle_2022,ethanpocic,11813,ol,cle,1,0,8,53.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
isaacseumalo_phi_2022_11,phi_2022_11,isaacseumalo_phi_2022,phi_2022,isaacseumalo,10713,g,phi,1,0,24,74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jasonkelce_phi_2022_11,phi_2022_11,jasonkelce_phi_2022,phi_2022,jasonkelce,6343,ol,phi,1,0,24,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
moaliecox_ind_2022_11,ind_2022_11,moaliecox_ind_2022,ind_2022,moaliecox,12078,te,ind,1,0,14,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
lanejohnson_phi_2022_11,phi_2022_11,lanejohnson_phi_2022,phi_2022,lanejohnson,7786,t,phi,1,0,24,82.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jordanmailata_phi_2022_11,phi_2022_11,jordanmailata_phi_2022,phi_2022,jordanmailata,66916,t,phi,1,0,24,94.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tynsekhe_lar_2022_11,lar_2022_11,tynsekhe_lar_2022,lar_2022,tynsekhe,7636,t,lar,1,0,26,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
robhavenstein_lar_2022_11,lar_2022_11,robhavenstein_lar_2022,lar_2022,robhavenstein,9490,t,lar,1,0,26,54.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
geoffswaim_ten_2022_11,ten_2022_11,geoffswaim_ten_2022,ten_2022,geoffswaim,9679,te,ten,1,0,31,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
grahamglasgow_den_2022_11,den_2022_11,grahamglasgow_den_2022,den_2022,grahamglasgow,10729,g,den,1,0,10,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
colemanshelton_lar_2022_11,lar_2022_11,colemanshelton_lar_2022,lar_2022,colemanshelton,39316,g,lar,1,0,26,73.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brianallen_lar_2022_11,lar_2022_11,brianallen_lar_2022,lar_2022,brianallen,46104,ol,lar,1,0,26,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
kylepitts_atl_2022_11,atl_2022_11,kylepitts_atl_2022,atl_2022,kylepitts,83964,te,atl,1,0,2,42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
dawsonknox_buf_2022_11,buf_2022_11,dawsonknox_buf_2022,buf_2022,dawsonknox,35883,te,buf,1,0,4,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
kenyongreen_hou_2022_11,hou_2022_11,kenyongreen_hou_2022,hou_2022,kenyongreen,99052,g,hou,1,1,13,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
scottquessenberry_hou_2022_11,hou_2022_11,scottquessenberry_hou_2022,hou_2022,scottquessenberry,23918,ol,hou,1,0,13,57.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
laremytunsil_hou_2022_11,hou_2022_11,laremytunsil_hou_2022,hou_2022,laremytunsil,10647,t,hou,1,0,13,40.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tjhockenson_min_2022_11,min_2022_11,tjhockenson_min_2022,min_2022,tjhockenson,40912,te,min,1,0,18,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tytushoward_hou_2022_11,hou_2022_11,tytushoward_hou_2022,hou_2022,tytushoward,25472,t,hou,1,0,13,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
patfreiermuth_pit_2022_11,pit_2022_11,patfreiermuth_pit_2022,pit_2022,patfreiermuth,84085,te,pit,1,0,25,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
cameronbrate_tb_2022_11,tb_2022_11,cameronbrate_tb_2022,tb_2022,cameronbrate,9207,te,tb,1,0,30,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
hjaltefroholdt_cle_2022_11,cle_2022_11,hjaltefroholdt_cle_2022,cle_2022,hjaltefroholdt,44959,g,cle,1,0,8,67.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ajcann_hou_2022_11,hou_2022_11,ajcann_hou_2022,hou_2022,ajcann,9500,g,hou,1,0,13,63.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tylerhigbee_lar_2022_11,lar_2022_11,tylerhigbee_lar_2022,lar_2022,tylerhigbee,10744,te,lar,1,0,26,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
armanirogers_was_2022_11,was_2022_11,armanirogers_was_2022,was_2022,armanirogers,40034,te,was,1,0,32,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tylerkroft_sf_2022_11,sf_2022_11,tylerkroft_sf_2022,sf_2022,tylerkroft,9518,te,sf,1,0,28,73.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
rashaadcoward_ari_2022_11,ari_2022_11,rashaadcoward_ari_2022,ari_2022,rashaadcoward,12168,g,ari,1,0,1,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
camerving_car_2022_11,car_2022_11,camerving_car_2022,car_2022,camerving,9452,t,car,1,0,5,58.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jakeferguson_dal_2022_11,dal_2022_11,jakeferguson_dal_2022,dal_2022,jakeferguson,61081,te,dal,1,0,9,78.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
quinnbailey_den_2022_11,den_2022_11,quinnbailey_den_2022,den_2022,quinnbailey,46669,t,den,1,0,10,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
johnnymundt_min_2022_11,min_2022_11,johnnymundt_min_2022,min_2022,johnnymundt,12206,te,min,1,0,18,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
erictomlinson_den_2022_11,den_2022_11,erictomlinson_den_2022,den_2022,erictomlinson,9786,te,den,1,0,10,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
coreylinsley_lac_2022_11,lac_2022_11,coreylinsley_lac_2022,lac_2022,coreylinsley,8796,ol,lac,1,0,27,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
teaganquitoriano_hou_2022_11,hou_2022_11,teaganquitoriano_hou_2022,hou_2022,teaganquitoriano,84036,te,hou,1,0,13,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
zionjohnson_lac_2022_11,lac_2022_11,zionjohnson_lac_2022,lac_2022,zionjohnson,99681,g,lac,1,0,27,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
cesarruiz_no_2022_11,no_2022_11,cesarruiz_no_2022,no_2022,cesarruiz,59857,g,no,1,0,20,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
harrisonbryant_cle_2022_11,cle_2022_11,harrisonbryant_cle_2022,cle_2022,harrisonbryant,26394,te,cle,1,0,8,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jamareesalyer_lac_2022_11,lac_2022_11,jamareesalyer_lac_2022,lac_2022,jamareesalyer,81656,t,lac,1,0,27,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
stephenanderson_ari_2022_11,ari_2022_11,stephenanderson_ari_2022,ari_2022,stephenanderson,11160,te,ari,1,0,1,58.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ryanramczyk_no_2022_11,no_2022_11,ryanramczyk_no_2022,no_2022,ryanramczyk,11787,t,no,1,0,20,57.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
princetegawanogho_kc_2022_11,kc_2022_11,princetegawanogho_kc_2022,kc_2022,princetegawanogho,44820,t,kc,1,0,16,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mattfeiler_lac_2022_11,lac_2022_11,mattfeiler_lac_2022,lac_2022,mattfeiler,9289,g,lac,1,0,27,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joshandrews_no_2022_11,no_2022_11,joshandrews_no_2022,no_2022,joshandrews,9068,ol,no,1,0,20,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
fostersarell_lac_2022_11,lac_2022_11,fostersarell_lac_2022,lac_2022,fostersarell,52272,t,lac,1,0,27,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
lukefortner_jax_2022_11,jax_2022_11,lukefortner_jax_2022,jax_2022,lukefortner,42028,ol,jax,1,0,15,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brandonscherff_jax_2022_11,jax_2022_11,brandonscherff_jax_2022,jax_2022,brandonscherff,9438,g,jax,1,0,15,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tylershatley_jax_2022_11,jax_2022_11,tylershatley_jax_2022,jax_2022,tylershatley,9257,g,jax,1,0,15,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
camrobinson_jax_2022_11,jax_2022_11,camrobinson_jax_2022,jax_2022,camrobinson,11789,t,jax,1,0,15,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
noahgray_kc_2022_11,kc_2022_11,noahgray_kc_2022,kc_2022,noahgray,60878,te,kc,1,0,16,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
danielbrunskill_sf_2022_11,sf_2022_11,danielbrunskill_sf_2022,sf_2022,danielbrunskill,34807,g,sf,1,0,28,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jawaantaylor_jax_2022_11,jax_2022_11,jawaantaylor_jax_2022,jax_2022,jawaantaylor,41665,t,jax,1,0,15,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
pharaohbrown_cle_2022_11,cle_2022_11,pharaohbrown_cle_2022,cle_2022,pharaohbrown,12247,te,cle,1,0,8,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
blakebrandel_min_2022_11,min_2022_11,blakebrandel_min_2022,min_2022,blakebrandel,46282,t,min,1,0,18,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
traviskelce_kc_2022_11,kc_2022_11,traviskelce_kc_2022,kc_2022,traviskelce,7844,te,kc,1,0,16,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
nickgates_nyg_2022_11,nyg_2022_11,nickgates_nyg_2022,nyg_2022,nickgates,29476,ol,nyg,1,0,21,55.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
parkerhesse_atl_2022_11,atl_2022_11,parkerhesse_atl_2022,atl_2022,parkerhesse,48369,te,atl,1,0,2,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
evanengram_jax_2022_11,jax_2022_11,evanengram_jax_2022,jax_2022,evanengram,11778,te,jax,1,0,15,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ojhoward_hou_2022_11,hou_2022_11,ojhoward_hou_2022,hou_2022,ojhoward,11774,te,hou,1,0,13,55.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mikegesicki_mia_2022_11,mia_2022_11,mikegesicki_mia_2022,mia_2022,mikegesicki,47153,te,mia,1,0,17,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tremckitty_lac_2022_11,lac_2022_11,tremckitty_lac_2022,lac_2022,tremckitty,60896,te,lac,1,0,27,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
christiandarrisaw_min_2022_11,min_2022_11,christiandarrisaw_min_2022,min_2022,christiandarrisaw,77373,t,min,1,0,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
kylengranson_ind_2022_11,ind_2022_11,kylengranson_ind_2022,ind_2022,kylengranson,40630,te,ind,1,0,14,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
charlescross_sea_2022_11,sea_2022_11,charlescross_sea_2022,sea_2022,charlescross,98401,t,sea,1,0,29,71.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
austinhooper_ten_2022_11,ten_2022_11,austinhooper_ten_2022,ten_2022,austinhooper,10715,te,ten,1,0,31,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
austinblythe_sea_2022_11,sea_2022_11,austinblythe_sea_2022,sea_2022,austinblythe,10882,ol,sea,1,0,29,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
chigoziemokonkwo_ten_2022_11,ten_2022_11,chigoziemokonkwo_ten_2022,ten_2022,chigoziemokonkwo,84000,te,ten,1,0,31,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
trevonwesco_chi_2022_11,chi_2022_11,trevonwesco_chi_2022,chi_2022,trevonwesco,42018,te,chi,1,0,6,69.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
abrahamlucas_sea_2022_11,sea_2022_11,abrahamlucas_sea_2022,sea_2022,abrahamlucas,60218,t,sea,1,0,29,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
chrismyarick_nyg_2022_11,nyg_2022_11,chrismyarick_nyg_2022,nyg_2022,chrismyarick,47358,te,nyg,1,0,21,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
codyford_ari_2022_11,ari_2022_11,codyford_ari_2022,ari_2022,codyford,39805,g,ari,1,0,1,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ryangriffin_chi_2022_11,chi_2022_11,ryangriffin_chi_2022,chi_2022,ryangriffin,7982,te,chi,1,0,6,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
josiahdeguara_gb_2022_11,gb_2022_11,josiahdeguara_gb_2022,gb_2022,josiahdeguara,47034,te,gb,1,0,12,59.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
damienlewis_sea_2022_11,sea_2022_11,damienlewis_sea_2022,sea_2022,damienlewis,81532,g,sea,1,0,29,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
connorheyward_pit_2022_11,pit_2022_11,connorheyward_pit_2022,pit_2022,connorheyward,57301,te,pit,1,0,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
calvinthrockmorton_no_2022_11,no_2022_11,calvinthrockmorton_no_2022,no_2022,calvinthrockmorton,28238,g,no,1,0,20,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
kevinrader_ten_2022_11,ten_2022_11,kevinrader_ten_2022,ten_2022,kevinrader,30887,te,ten,1,0,31,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
peytonhendershot_dal_2022_11,dal_2022_11,peytonhendershot_dal_2022,dal_2022,peytonhendershot,60915,te,dal,1,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jamesmitchell_det_2022_11,det_2022_11,jamesmitchell_det_2022,det_2022,jamesmitchell,77885,te,det,1,0,11,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
andrewwylie_kc_2022_11,kc_2022_11,andrewwylie_kc_2022,kc_2022,andrewwylie,12333,t,kc,1,0,16,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jordanakins_hou_2022_11,hou_2022_11,jordanakins_hou_2022,hou_2022,jordanakins,47050,te,hou,1,0,13,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
juwanjohnson_no_2022_11,no_2022_11,juwanjohnson_no_2022,no_2022,juwanjohnson,28305,te,no,1,0,20,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
adamtrautman_no_2022_11,no_2022_11,adamtrautman_no_2022,no_2022,adamtrautman,109795,te,no,1,0,20,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
nikolakalinic_ind_2022_11,ind_2022_11,nikolakalinic_ind_2022,ind_2022,nikolakalinic,156095,te,ind,1,0,14,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
seanmckeon_dal_2022_11,dal_2022_11,seanmckeon_dal_2022,dal_2022,seanmckeon,42266,te,dal,1,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jameshurst_no_2022_11,no_2022_11,jameshurst_no_2022,no_2022,jameshurst,9001,t,no,1,0,20,58.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
landonyoung_no_2022_11,no_2022_11,landonyoung_no_2022,no_2022,landonyoung,41761,t,no,1,0,20,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
gabejackson_sea_2022_11,sea_2022_11,gabejackson_sea_2022,sea_2022,gabejackson,8716,g,sea,1,0,29,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
richardrodgers_lac_2022_11,lac_2022_11,richardrodgers_lac_2022,lac_2022,richardrodgers,8733,te,lac,1,0,27,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
chrismanhertz_jax_2022_11,jax_2022_11,chrismanhertz_jax_2022,jax_2022,chrismanhertz,10211,te,jax,1,0,15,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ericsaubert_den_2022_11,den_2022_11,ericsaubert_den_2022,den_2022,ericsaubert,11929,te,den,1,0,10,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
greglittle_mia_2022_11,mia_2022_11,greglittle_mia_2022,mia_2022,greglittle,46254,t,mia,1,0,17,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
shanezylstra_det_2022_11,det_2022_11,shanezylstra_det_2022,det_2022,shanezylstra,143786,te,det,1,0,11,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mycolepruitt_atl_2022_11,atl_2022_11,mycolepruitt_atl_2022,atl_2022,mycolepruitt,9576,te,atl,1,0,2,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jameshudson_cle_2022_11,cle_2022_11,jameshudson_cle_2022,cle_2022,jameshudson,59854,t,cle,1,0,8,53.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
giovanniricci_car_2022_11,car_2022_11,giovanniricci_car_2022,car_2022,giovanniricci,13756,te,car,1,0,5,58.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
lewiskidd_no_2022_11,no_2022_11,lewiskidd_no_2022,no_2022,lewiskidd,59892,g,no,1,0,20,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
willdissly_sea_2022_11,sea_2022_11,willdissly_sea_2022,sea_2022,willdissly,30762,te,sea,1,0,29,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
noahfant_sea_2022_11,sea_2022_11,noahfant_sea_2022,sea_2022,noahfant,42388,te,sea,1,0,29,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
thayermunford_lv_2022_11,lv_2022_11,thayermunford_lv_2022,lv_2022,thayermunford,59994,t,lv,1,0,23,57.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mattpeart_nyg_2022_11,nyg_2022_11,mattpeart_nyg_2022,nyg_2022,mattpeart,46179,t,nyg,1,0,21,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
lukewattenberg_den_2022_11,den_2022_11,lukewattenberg_den_2022,den_2022,lukewattenberg,41024,ol,den,1,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jackanderson_nyg_2022_11,nyg_2022_11,jackanderson_nyg_2022,nyg_2022,jackanderson,60130,g,nyg,1,0,21,59.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jackstoll_phi_2022_11,phi_2022_11,jackstoll_phi_2022,phi_2022,jackstoll,42058,te,phi,1,0,24,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
danskipper_det_2022_11,det_2022_11,danskipper_det_2022,det_2022,danskipper,12307,g,det,1,0,11,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
philhaynes_sea_2022_11,sea_2022_11,philhaynes_sea_2022,sea_2022,philhaynes,29244,g,sea,1,0,29,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joshwells_tb_2022_11,tb_2022_11,joshwells_tb_2022,tb_2022,joshwells,8968,t,tb,1,0,30,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tylerdavis_gb_2022_11,gb_2022_11,tylerdavis_gb_2022,gb_2022,tylerdavis,47743,te,gb,1,0,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
geraldeverett_lac_2022_11,lac_2022_11,geraldeverett_lac_2022,lac_2022,geraldeverett,11799,te,lac,1,0,27,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brycenhopkins_lar_2022_11,lar_2022_11,brycenhopkins_lar_2022,lar_2022,brycenhopkins,47338,te,lar,1,0,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
