p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent,week,year,plyr_number
derekcarr_lv_2022_11,lv_2022_11,derekcarr_lv_2022,lv_2022,derekcarr,8671,qb,lv,1,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jameiswinston_no_2022_11,no_2022_11,jameiswinston_no_2022,no_2022,jameiswinston,9434,qb,no,1,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jacobybrissett_cle_2022_11,cle_2022_11,jacobybrissett_cle_2022,cle_2022,jacobybrissett,10725,qb,cle,1,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
justinherbert_lac_2022_11,lac_2022_11,justinherbert_lac_2022,lac_2022,justinherbert,28237,qb,lac,1,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jalenhurts_phi_2022_11,phi_2022_11,jalenhurts_phi_2022,phi_2022,jalenhurts,40291,qb,phi,1,10,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
lamarjackson_bal_2022_11,bal_2022_11,lamarjackson_bal_2022,bal_2022,lamarjackson,46416,qb,bal,1,10,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tuatagovailoa_mia_2022_11,mia_2022_11,tuatagovailoa_mia_2022,mia_2022,tuatagovailoa,60326,qb,mia,1,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tombrady_tb_2022_11,tb_2022_11,tombrady_tb_2022,tb_2022,tombrady,698,qb,tb,1,9,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mattryan_ind_2022_11,ind_2022_11,mattryan_ind_2022,ind_2022,mattryan,4317,qb,ind,1,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jaredgoff_det_2022_11,det_2022_11,jaredgoff_det_2022,det_2022,jaredgoff,10635,qb,det,1,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
aaronrodgers_gb_2022_11,gb_2022_11,aaronrodgers_gb_2022,gb_2022,aaronrodgers,2241,qb,gb,1,8,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
mitchelltrubisky_pit_2022_11,pit_2022_11,mitchelltrubisky_pit_2022,pit_2022,mitchelltrubisky,11757,qb,pit,1,8,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
joshallen_buf_2022_11,buf_2022_11,joshallen_buf_2022,buf_2022,joshallen,46601,qb,buf,1,7,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
justinfields_chi_2022_11,chi_2022_11,justinfields_chi_2022,chi_2022,justinfields,82118,qb,chi,1,7,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
ryantannehill_ten_2022_11,ten_2022_11,ryantannehill_ten_2022,ten_2022,ryantannehill,7014,qb,ten,1,5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
cooperrush_dal_2022_11,dal_2022_11,cooperrush_dal_2022,dal_2022,cooperrush,12324,qb,dal,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
macjones_ne_2022_11,ne_2022_11,macjones_ne_2022,ne_2022,macjones,60323,qb,ne,1,4,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
marcusmariota_atl_2022_11,atl_2022_11,marcusmariota_atl_2022,atl_2022,marcusmariota,9435,qb,atl,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tracemcsorley_ari_2022_11,ari_2022_11,tracemcsorley_ari_2022,ari_2022,tracemcsorley,32819,qb,ari,1,3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jordanlove_gb_2022_11,gb_2022_11,jordanlove_gb_2022,gb_2022,jordanlove,40306,qb,gb,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
malikwillis_ten_2022_11,ten_2022_11,malikwillis_ten_2022,ten_2022,malikwillis,60341,qb,ten,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jimmygaroppolo_sf_2022_11,sf_2022_11,jimmygaroppolo_sf_2022,sf_2022,jimmygaroppolo,8697,qb,sf,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
teddybridgewater_mia_2022_11,mia_2022_11,teddybridgewater_mia_2022,mia_2022,teddybridgewater,8667,qb,mia,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
zachwilson_nyj_2022_11,nyj_2022_11,zachwilson_nyj_2022,nyj_2022,zachwilson,82096,qb,nyj,1,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
andydalton_no_2022_11,no_2022_11,andydalton_no_2022,no_2022,andydalton,6187,qb,no,1,6,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
baileyzappe_ne_2022_11,ne_2022_11,baileyzappe_ne_2022,ne_2022,baileyzappe,60396,qb,ne,1,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
kennypickett_pit_2022_11,pit_2022_11,kennypickett_pit_2022,pit_2022,kennypickett,60515,qb,pit,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
tyrodtaylor_nyg_2022_11,nyg_2022_11,tyrodtaylor_nyg_2022,nyg_2022,tyrodtaylor,6332,qb,nyg,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
skylarthompson_mia_2022_11,mia_2022_11,skylarthompson_mia_2022,mia_2022,skylarthompson,60417,qb,mia,1,16,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jacobeason_car_2022_11,car_2022_11,jacobeason_car_2022,car_2022,jacobeason,46444,qb,car,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
taylorheinicke_was_2022_11,was_2022_11,taylorheinicke_was_2022,was_2022,taylorheinicke,9896,qb,was,1,16,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brettrypien_den_2022_11,den_2022_11,brettrypien_den_2022,den_2022,brettrypien,46487,qb,den,1,15,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brockpurdy_sf_2022_11,sf_2022_11,brockpurdy_sf_2022,sf_2022,brockpurdy,77672,qb,sf,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
samehlinger_ind_2022_11,ind_2022_11,samehlinger_ind_2022,ind_2022,samehlinger,60555,qb,ind,1,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
jarrettstidham_lv_2022_11,lv_2022_11,jarrettstidham_lv_2022,lv_2022,jarrettstidham,13725,qb,lv,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
gardnerminshew_phi_2022_11,phi_2022_11,gardnerminshew_phi_2022,phi_2022,gardnerminshew,41401,qb,phi,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
brandonallen_cin_2022_11,cin_2022_11,brandonallen_cin_2022,cin_2022,brandonallen,10835,qb,cin,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
johnwolford_lar_2022_11,lar_2022_11,johnwolford_lar_2022,lar_2022,johnwolford,46454,qb,lar,1,15,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
coltmccoy_ari_2022_11,ari_2022_11,coltmccoy_ari_2022,ari_2022,coltmccoy,5609,qb,ari,1,7,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
chasedaniel_lac_2022_11,lac_2022_11,chasedaniel_lac_2022,lac_2022,chasedaniel,5214,qb,lac,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2022,11
