unique_id,player_id,value,player_name,match_name,score
terrancewilliams_dal_2018_15,terrancewilliams_dal_2018,1,terrancewilliams_dal_2018,terrancewilliams_dal_2018,100.0
anthonybrown_dal_2019_15,anthonybrown_dal_2019,1,anthonybrown_dal_2019,anthonybrown_dal_2019,100.0
noahbrown_dal_2019_15,noahbrown_dal_2019,1,noahbrown_dal_2019,noahbrown_dal_2019,100.0
tyronecrawford_dal_2019_15,tyronecrawford_dal_2019,1,tyronecrawford_dal_2019,tyronecrawford_dal_2019,100.0
kavonfrazier_dal_2019_15,kavonfrazier_dal_2019,1,kavonfrazier_dal_2019,kavonfrazier_dal_2019,100.0
adamredmond_dal_2019_15,adamredmond_dal_2019,1,adamredmond_dal_2019,adamredmond_dal_2019,100.0
leightonvanderesch_dal_2019_15,leightonvanderesch_dal_2019,1,leightonvanderesch_dal_2019,leightonvanderesch_dal_2019,100.0
connorwilliams_dal_2019_15,connorwilliams_dal_2019,1,connorwilliams_dal_2019,connorwilliams_dal_2019,100.0
cedrickwilsonjr_dal_2019_15,cedrickwilsonjr_dal_2019,1,cedrickwilsonjr_dal_2019,cedrickwilson_dal_2019,96.0
deanteburton_dal_2020_15,deanteburton_dal_2020,1,deanteburton_dal_2020,deanteburton_dal_2020,100.0
ezekielelliott_dal_2020_15,ezekielelliott_dal_2020,1,ezekielelliott_dal_2020,ezekielelliott_dal_2020,100.0
cameronerving_dal_2020_15,cameronerving_dal_2020,1,cameronerving_dal_2020,camerving_dal_2020,90.0
trystenhill_dal_2020_15,trystenhill_dal_2020,1,trystenhill_dal_2020,trystenhill_dal_2020,100.0
blakejarwin_dal_2020_15,blakejarwin_dal_2020,1,blakejarwin_dal_2020,blakejarwin_dal_2020,100.0
chrisjones_dal_2020_15,chrisjones_dal_2020,1,chrisjones_dal_2020,chrisjones_dal_2020,100.0
zackmartin_dal_2020_15,zackmartin_dal_2020,1,zackmartin_dal_2020,zackmartin_dal_2020,100.0
stevenparker_dal_2020_15,stevenparker_dal_2020,1,stevenparker_dal_2020,stevenparker_dal_2020,100.0
dakprescott_dal_2020_15,dakprescott_dal_2020,1,dakprescott_dal_2020,dakprescott_dal_2020,100.0
rashardrobinson_dal_2020_15,rashardrobinson_dal_2020,1,rashardrobinson_dal_2020,rashardrobinson_dal_2020,100.0
tyronsmith_dal_2020_15,tyronsmith_dal_2020,1,tyronsmith_dal_2020,tyronsmith_dal_2020,100.0
noahbrown_dal_2021_15,noahbrown_dal_2021,1,noahbrown_dal_2021,noahbrown_dal_2021,100.0
mauricecanady_dal_2021_15,mauricecanady_dal_2021,1,mauricecanady_dal_2021,mauricecanady_dal_2021,100.0
jabrilcox_dal_2021_15,jabrilcox_dal_2021,1,jabrilcox_dal_2021,jabrilcox_dal_2021,100.0
blakejarwin_dal_2021_15,blakejarwin_dal_2021,1,blakejarwin_dal_2021,blakejarwin_dal_2021,100.0
tyronsmith_dal_2021_15,tyronsmith_dal_2021,1,tyronsmith_dal_2021,tyronsmith_dal_2021,100.0
brenturban_dal_2021_15,brenturban_dal_2021,1,brenturban_dal_2021,brenturban_dal_2021,100.0
donovanwilson_dal_2021_15,donovanwilson_dal_2021,1,donovanwilson_dal_2021,donovanwilson_dal_2021,100.0
monteeball_den_2014_15,monteeball_den_2014,1,monteeball_den_2014,monteeball_den_2014,100.0
quintoncarter_den_2014_15,quintoncarter_den_2014,1,quintoncarter_den_2014,quintoncarter_den_2014,100.0
paulcornick_den_2014_15,paulcornick_den_2014,1,paulcornick_den_2014,paulcornick_den_2014,100.0
ronniehillman_den_2014_15,ronniehillman_den_2014,1,ronniehillman_den_2014,ronniehillman_den_2014,100.0
nateirving_den_2014_15,nateirving_den_2014,1,nateirving_den_2014,nateirving_den_2014,100.0
codylatimer_den_2014_15,codylatimer_den_2014,1,codylatimer_den_2014,codylatimer_den_2014,100.0
jacobtamme_den_2014_15,jacobtamme_den_2014,1,jacobtamme_den_2014,jacobtamme_den_2014,100.0
kayvonwebster_den_2014_15,kayvonwebster_den_2014,1,kayvonwebster_den_2014,kayvonwebster_den_2014,100.0
omarbolden_den_2015_15,omarbolden_den_2015,1,omarbolden_den_2015,omarbolden_den_2015,100.0
ryanclady_den_2015_15,ryanclady_den_2015,1,ryanclady_den_2015,ryanclady_den_2015,100.0
